,Unnamed: 0,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,HomeTeam,AwayTeam,OpposingTeam,OpponentUID,TeamUID,OffenseTeam,Week,UniquePlayer,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,OffenseUID,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst,DefenseUID,Player,CALCAVGPPDOFFCmpPass,CALCAVGPPDOFFAttPass,CALCAVGPPDOFFCmp%Pass,CALCAVGPPDOFFYdsPass1,CALCAVGPPDOFFTDPass,CALCAVGPPDOFFIntPass,CALCAVGPPDOFFSkPass,CALCAVGPPDOFFYdsPass2,CALCAVGPPDOFFY/APass,CALCAVGPPDOFF1DPass,CALCAVGPPDOFFRateRec,CALCAVGPPDOFFTgtRec,CALCAVGPPDOFFRecRec,CALCAVGPPDOFFCtch%Rec,CALCAVGPPDOFFYdsRec,CALCAVGPPDOFFTDRec,CALCAVGPPDOFF1DRec,CALCAVGPPDOFFAttRush,CALCAVGPPDOFFYdsRush,CALCAVGPPDOFFY/ARush,CALCAVGPPDOFFTDRush,CALCAVGPPDOFF1DRush,CALCAVGPPDOFFSkYdsPass,OurProjection
65,65,WR,Jarvis Landry (15870370),Jarvis Landry,15870370,WR/FLEX,6200,CLE@TEN 12/06/2020 01:00PM ET,CLE,11.21,TEN,CLE,TEN,10013,10027,15260885,13,Jarvis LandryWR15260885,CLE,75.0,7.518181818181818,4.590909090909091,0.2496363636363637,0.014818181818181819,2.4545454545454546,1.3636363636363635,18.818181818181817,0.6363636363636364,0.4545454545454545,1.6363636363636365,28.90909090909091,32.54545454545455,1.7272727272727273,3.5454545454545454,1.0,78.9090909090909,7.463636363636363,4.427272727272726,0.2705454545454545,0.023,2.9090909090909087,1.3636363636363635,21.63636363636364,1.0,0.8181818181818182,2.9090909090909087,40.18181818181818,26.09090909090909,1.6363636363636365,3.0,13.909090909090908,2.8181818181818183,2.727272727272727,2.5454545454545454,1.6363636363636365,1.3636363636363635,0.09090909090909093,0.09090909090909093,0.18181818181818185,6.090909090909091,0.0,0.0,0.18181818181818185,0.0,0.0,0.18181818181818185,23.72727272727273,26.0,10027,TEN,82.27272727272727,7.3454545454545475,4.754545454545455,0.2721818181818181,0.018545454545454542,3.0909090909090913,1.5454545454545454,22.363636363636363,1.0,0.5454545454545454,1.181818181818182,40.36363636363637,28.181818181818183,1.7272727272727273,3.0909090909090913,1.0,77.81818181818181,7.345454545454545,4.8090909090909095,0.2675454545454545,0.010545454545454544,3.363636363636364,1.4545454545454546,20.90909090909091,0.4545454545454545,0.3636363636363637,1.4545454545454546,33.27272727272727,30.0,2.1818181818181817,3.4545454545454546,12.0,3.272727272727273,2.727272727272727,2.5454545454545454,1.2727272727272727,1.181818181818182,0.5454545454545454,0.09090909090909093,0.0,11.454545454545455,0.0,0.0,0.0,0.0,0.09090909090909093,0.09090909090909093,25.90909090909091,29.45454545454545,10013,Jarvis LandryWR15260885,0.18181818181818185,0.18181818181818185,18.181818181818183,5.090909090909091,0.09090909090909093,0.0,0.0,0.0,5.090909090909091,0.18181818181818185,25.19090909090909,5.363636363636363,3.636363636363636,0.7733636363636364,44.90909090909091,0.0,2.1818181818181817,0.3636363636363637,0.9090909090909092,0.7272727272727273,0.0,0.09090909090909093,0.0,0.01123073697090149
66,66,RB,Kareem Hunt (15870100),Kareem Hunt,15870100,RB/FLEX,5400,CLE@TEN 12/06/2020 01:00PM ET,CLE,14.43,TEN,CLE,TEN,10013,10027,15260885,13,Kareem HuntRB15260885,CLE,75.0,7.518181818181818,4.590909090909091,0.2496363636363637,0.014818181818181819,2.4545454545454546,1.3636363636363635,18.818181818181817,0.6363636363636364,0.4545454545454545,1.6363636363636365,28.90909090909091,32.54545454545455,1.7272727272727273,3.5454545454545454,1.0,78.9090909090909,7.463636363636363,4.427272727272726,0.2705454545454545,0.023,2.9090909090909087,1.3636363636363635,21.63636363636364,1.0,0.8181818181818182,2.9090909090909087,40.18181818181818,26.09090909090909,1.6363636363636365,3.0,13.909090909090908,2.8181818181818183,2.727272727272727,2.5454545454545454,1.6363636363636365,1.3636363636363635,0.09090909090909093,0.09090909090909093,0.18181818181818185,6.090909090909091,0.0,0.0,0.18181818181818185,0.0,0.0,0.18181818181818185,23.72727272727273,26.0,10027,TEN,82.27272727272727,7.3454545454545475,4.754545454545455,0.2721818181818181,0.018545454545454542,3.0909090909090913,1.5454545454545454,22.363636363636363,1.0,0.5454545454545454,1.181818181818182,40.36363636363637,28.181818181818183,1.7272727272727273,3.0909090909090913,1.0,77.81818181818181,7.345454545454545,4.8090909090909095,0.2675454545454545,0.010545454545454544,3.363636363636364,1.4545454545454546,20.90909090909091,0.4545454545454545,0.3636363636363637,1.4545454545454546,33.27272727272727,30.0,2.1818181818181817,3.4545454545454546,12.0,3.272727272727273,2.727272727272727,2.5454545454545454,1.2727272727272727,1.181818181818182,0.5454545454545454,0.09090909090909093,0.0,11.454545454545455,0.0,0.0,0.0,0.0,0.09090909090909093,0.09090909090909093,25.90909090909091,29.45454545454545,10013,Kareem HuntRB15260885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8181818181818183,2.090909090909091,0.7198181818181818,14.636363636363635,0.3636363636363637,1.0909090909090908,14.545454545454545,59.54545454545455,4.204545454545454,0.4545454545454545,3.363636363636364,0.0,0.011244893074035645
67,67,QB,Baker Mayfield (15869996),Baker Mayfield,15869996,QB,5300,CLE@TEN 12/06/2020 01:00PM ET,CLE,13.81,TEN,CLE,TEN,10013,10027,15260885,13,Baker MayfieldQB15260885,CLE,75.0,7.518181818181818,4.590909090909091,0.2496363636363637,0.014818181818181819,2.4545454545454546,1.3636363636363635,18.818181818181817,0.6363636363636364,0.4545454545454545,1.6363636363636365,28.90909090909091,32.54545454545455,1.7272727272727273,3.5454545454545454,1.0,78.9090909090909,7.463636363636363,4.427272727272726,0.2705454545454545,0.023,2.9090909090909087,1.3636363636363635,21.63636363636364,1.0,0.8181818181818182,2.9090909090909087,40.18181818181818,26.09090909090909,1.6363636363636365,3.0,13.909090909090908,2.8181818181818183,2.727272727272727,2.5454545454545454,1.6363636363636365,1.3636363636363635,0.09090909090909093,0.09090909090909093,0.18181818181818185,6.090909090909091,0.0,0.0,0.18181818181818185,0.0,0.0,0.18181818181818185,23.72727272727273,26.0,10027,TEN,82.27272727272727,7.3454545454545475,4.754545454545455,0.2721818181818181,0.018545454545454542,3.0909090909090913,1.5454545454545454,22.363636363636363,1.0,0.5454545454545454,1.181818181818182,40.36363636363637,28.181818181818183,1.7272727272727273,3.0909090909090913,1.0,77.81818181818181,7.345454545454545,4.8090909090909095,0.2675454545454545,0.010545454545454544,3.363636363636364,1.4545454545454546,20.90909090909091,0.4545454545454545,0.3636363636363637,1.4545454545454546,33.27272727272727,30.0,2.1818181818181817,3.4545454545454546,12.0,3.272727272727273,2.727272727272727,2.5454545454545454,1.2727272727272727,1.181818181818182,0.5454545454545454,0.09090909090909093,0.0,11.454545454545455,0.0,0.0,0.0,0.0,0.09090909090909093,0.09090909090909093,25.90909090909091,29.45454545454545,10013,Baker MayfieldQB15260885,15.727272727272727,26.09090909090909,60.3909090909091,186.72727272727272,1.3636363636363635,0.6363636363636364,1.6363636363636365,-9.181818181818182,7.327272727272727,9.727272727272727,88.22727272727273,0.0,0.0,0.0,0.0,0.0,0.0,3.0909090909090913,7.636363636363638,2.439090909090909,0.0,0.8181818181818182,-9.181818181818182,260.38909912109375
68,68,RB,D'Ernest Johnson (15870324),D'Ernest Johnson,15870324,RB/FLEX,4000,CLE@TEN 12/06/2020 01:00PM ET,CLE,1.9,TEN,CLE,TEN,10013,10027,15260885,13,D'Ernest JohnsonRB15260885,CLE,75.0,7.518181818181818,4.590909090909091,0.2496363636363637,0.014818181818181819,2.4545454545454546,1.3636363636363635,18.818181818181817,0.6363636363636364,0.4545454545454545,1.6363636363636365,28.90909090909091,32.54545454545455,1.7272727272727273,3.5454545454545454,1.0,78.9090909090909,7.463636363636363,4.427272727272726,0.2705454545454545,0.023,2.9090909090909087,1.3636363636363635,21.63636363636364,1.0,0.8181818181818182,2.9090909090909087,40.18181818181818,26.09090909090909,1.6363636363636365,3.0,13.909090909090908,2.8181818181818183,2.727272727272727,2.5454545454545454,1.6363636363636365,1.3636363636363635,0.09090909090909093,0.09090909090909093,0.18181818181818185,6.090909090909091,0.0,0.0,0.18181818181818185,0.0,0.0,0.18181818181818185,23.72727272727273,26.0,10027,TEN,82.27272727272727,7.3454545454545475,4.754545454545455,0.2721818181818181,0.018545454545454542,3.0909090909090913,1.5454545454545454,22.363636363636363,1.0,0.5454545454545454,1.181818181818182,40.36363636363637,28.181818181818183,1.7272727272727273,3.0909090909090913,1.0,77.81818181818181,7.345454545454545,4.8090909090909095,0.2675454545454545,0.010545454545454544,3.363636363636364,1.4545454545454546,20.90909090909091,0.4545454545454545,0.3636363636363637,1.4545454545454546,33.27272727272727,30.0,2.1818181818181817,3.4545454545454546,12.0,3.272727272727273,2.727272727272727,2.5454545454545454,1.2727272727272727,1.181818181818182,0.5454545454545454,0.09090909090909093,0.0,11.454545454545455,0.0,0.0,0.0,0.0,0.09090909090909093,0.09090909090909093,25.90909090909091,29.45454545454545,10013,D'Ernest JohnsonRB15260885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,1.5,0.0,0.0,4.833333333333333,23.66666666666667,3.76,0.0,1.0,0.0,0.011244893074035645
69,69,WR,Rashard Higgins (15870448),Rashard Higgins,15870448,WR/FLEX,4000,CLE@TEN 12/06/2020 01:00PM ET,CLE,8.06,TEN,CLE,TEN,10013,10027,15260885,13,Rashard HigginsWR15260885,CLE,75.0,7.518181818181818,4.590909090909091,0.2496363636363637,0.014818181818181819,2.4545454545454546,1.3636363636363635,18.818181818181817,0.6363636363636364,0.4545454545454545,1.6363636363636365,28.90909090909091,32.54545454545455,1.7272727272727273,3.5454545454545454,1.0,78.9090909090909,7.463636363636363,4.427272727272726,0.2705454545454545,0.023,2.9090909090909087,1.3636363636363635,21.63636363636364,1.0,0.8181818181818182,2.9090909090909087,40.18181818181818,26.09090909090909,1.6363636363636365,3.0,13.909090909090908,2.8181818181818183,2.727272727272727,2.5454545454545454,1.6363636363636365,1.3636363636363635,0.09090909090909093,0.09090909090909093,0.18181818181818185,6.090909090909091,0.0,0.0,0.18181818181818185,0.0,0.0,0.18181818181818185,23.72727272727273,26.0,10027,TEN,82.27272727272727,7.3454545454545475,4.754545454545455,0.2721818181818181,0.018545454545454542,3.0909090909090913,1.5454545454545454,22.363636363636363,1.0,0.5454545454545454,1.181818181818182,40.36363636363637,28.181818181818183,1.7272727272727273,3.0909090909090913,1.0,77.81818181818181,7.345454545454545,4.8090909090909095,0.2675454545454545,0.010545454545454544,3.363636363636364,1.4545454545454546,20.90909090909091,0.4545454545454545,0.3636363636363637,1.4545454545454546,33.27272727272727,30.0,2.1818181818181817,3.4545454545454546,12.0,3.272727272727273,2.727272727272727,2.5454545454545454,1.2727272727272727,1.181818181818182,0.5454545454545454,0.09090909090909093,0.0,11.454545454545455,0.0,0.0,0.0,0.0,0.09090909090909093,0.09090909090909093,25.90909090909091,29.45454545454545,10013,Rashard HigginsWR15260885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.375,2.625,0.760375,44.375,0.25,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.01123073697090149
70,70,TE,Austin Hooper (15870740),Austin Hooper,15870740,TE/FLEX,3800,CLE@TEN 12/06/2020 01:00PM ET,CLE,7.36,TEN,CLE,TEN,10013,10027,15260885,13,Austin HooperTE15260885,CLE,75.0,7.518181818181818,4.590909090909091,0.2496363636363637,0.014818181818181819,2.4545454545454546,1.3636363636363635,18.818181818181817,0.6363636363636364,0.4545454545454545,1.6363636363636365,28.90909090909091,32.54545454545455,1.7272727272727273,3.5454545454545454,1.0,78.9090909090909,7.463636363636363,4.427272727272726,0.2705454545454545,0.023,2.9090909090909087,1.3636363636363635,21.63636363636364,1.0,0.8181818181818182,2.9090909090909087,40.18181818181818,26.09090909090909,1.6363636363636365,3.0,13.909090909090908,2.8181818181818183,2.727272727272727,2.5454545454545454,1.6363636363636365,1.3636363636363635,0.09090909090909093,0.09090909090909093,0.18181818181818185,6.090909090909091,0.0,0.0,0.18181818181818185,0.0,0.0,0.18181818181818185,23.72727272727273,26.0,10027,TEN,82.27272727272727,7.3454545454545475,4.754545454545455,0.2721818181818181,0.018545454545454542,3.0909090909090913,1.5454545454545454,22.363636363636363,1.0,0.5454545454545454,1.181818181818182,40.36363636363637,28.181818181818183,1.7272727272727273,3.0909090909090913,1.0,77.81818181818181,7.345454545454545,4.8090909090909095,0.2675454545454545,0.010545454545454544,3.363636363636364,1.4545454545454546,20.90909090909091,0.4545454545454545,0.3636363636363637,1.4545454545454546,33.27272727272727,30.0,2.1818181818181817,3.4545454545454546,12.0,3.272727272727273,2.727272727272727,2.5454545454545454,1.2727272727272727,1.181818181818182,0.5454545454545454,0.09090909090909093,0.0,11.454545454545455,0.0,0.0,0.0,0.0,0.09090909090909093,0.09090909090909093,25.90909090909091,29.45454545454545,10013,Austin HooperTE15260885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.2222222222222223,0.6663333333333332,31.33333333333333,0.1111111111111111,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.01129564642906189
71,71,WR,KhaDarel Hodge (15870500),KhaDarel Hodge,15870500,WR/FLEX,3300,CLE@TEN 12/06/2020 01:00PM ET,CLE,4.08,TEN,CLE,TEN,10013,10027,15260885,13,KhaDarel HodgeWR15260885,CLE,75.0,7.518181818181818,4.590909090909091,0.2496363636363637,0.014818181818181819,2.4545454545454546,1.3636363636363635,18.818181818181817,0.6363636363636364,0.4545454545454545,1.6363636363636365,28.90909090909091,32.54545454545455,1.7272727272727273,3.5454545454545454,1.0,78.9090909090909,7.463636363636363,4.427272727272726,0.2705454545454545,0.023,2.9090909090909087,1.3636363636363635,21.63636363636364,1.0,0.8181818181818182,2.9090909090909087,40.18181818181818,26.09090909090909,1.6363636363636365,3.0,13.909090909090908,2.8181818181818183,2.727272727272727,2.5454545454545454,1.6363636363636365,1.3636363636363635,0.09090909090909093,0.09090909090909093,0.18181818181818185,6.090909090909091,0.0,0.0,0.18181818181818185,0.0,0.0,0.18181818181818185,23.72727272727273,26.0,10027,TEN,82.27272727272727,7.3454545454545475,4.754545454545455,0.2721818181818181,0.018545454545454542,3.0909090909090913,1.5454545454545454,22.363636363636363,1.0,0.5454545454545454,1.181818181818182,40.36363636363637,28.181818181818183,1.7272727272727273,3.0909090909090913,1.0,77.81818181818181,7.345454545454545,4.8090909090909095,0.2675454545454545,0.010545454545454544,3.363636363636364,1.4545454545454546,20.90909090909091,0.4545454545454545,0.3636363636363637,1.4545454545454546,33.27272727272727,30.0,2.1818181818181817,3.4545454545454546,12.0,3.272727272727273,2.727272727272727,2.5454545454545454,1.2727272727272727,1.181818181818182,0.5454545454545454,0.09090909090909093,0.0,11.454545454545455,0.0,0.0,0.0,0.0,0.09090909090909093,0.09090909090909093,25.90909090909091,29.45454545454545,10013,KhaDarel HodgeWR15260885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.833333333333333,1.5,0.4221666666666665,32.833333333333336,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01123073697090149
72,72,WR,Odell Beckham Jr. (15870708),Odell Beckham Jr.,15870708,WR/FLEX,3000,CLE@TEN 12/06/2020 01:00PM ET,CLE,12.4,TEN,CLE,TEN,10013,10027,15260885,13,Odell Beckham Jr.WR15260885,CLE,75.0,7.518181818181818,4.590909090909091,0.2496363636363637,0.014818181818181819,2.4545454545454546,1.3636363636363635,18.818181818181817,0.6363636363636364,0.4545454545454545,1.6363636363636365,28.90909090909091,32.54545454545455,1.7272727272727273,3.5454545454545454,1.0,78.9090909090909,7.463636363636363,4.427272727272726,0.2705454545454545,0.023,2.9090909090909087,1.3636363636363635,21.63636363636364,1.0,0.8181818181818182,2.9090909090909087,40.18181818181818,26.09090909090909,1.6363636363636365,3.0,13.909090909090908,2.8181818181818183,2.727272727272727,2.5454545454545454,1.6363636363636365,1.3636363636363635,0.09090909090909093,0.09090909090909093,0.18181818181818185,6.090909090909091,0.0,0.0,0.18181818181818185,0.0,0.0,0.18181818181818185,23.72727272727273,26.0,10027,TEN,82.27272727272727,7.3454545454545475,4.754545454545455,0.2721818181818181,0.018545454545454542,3.0909090909090913,1.5454545454545454,22.363636363636363,1.0,0.5454545454545454,1.181818181818182,40.36363636363637,28.181818181818183,1.7272727272727273,3.0909090909090913,1.0,77.81818181818181,7.345454545454545,4.8090909090909095,0.2675454545454545,0.010545454545454544,3.363636363636364,1.4545454545454546,20.90909090909091,0.4545454545454545,0.3636363636363637,1.4545454545454546,33.27272727272727,30.0,2.1818181818181817,3.4545454545454546,12.0,3.272727272727273,2.727272727272727,2.5454545454545454,1.2727272727272727,1.181818181818182,0.5454545454545454,0.09090909090909093,0.0,11.454545454545455,0.0,0.0,0.0,0.0,0.09090909090909093,0.09090909090909093,25.90909090909091,29.45454545454545,10013,Odell Beckham Jr.WR15260885,0.14285714285714285,0.14285714285714285,14.285714285714285,2.571428571428572,0.0,0.0,0.0,0.0,2.571428571428572,0.14285714285714285,16.97142857142857,6.142857142857142,3.2857142857142856,0.4974285714285714,45.57142857142857,0.42857142857142855,2.4285714285714284,0.42857142857142855,10.285714285714286,5.071428571428571,0.14285714285714285,0.2857142857142857,0.0,0.01123073697090149
73,73,TE,Harrison Bryant (15870950),Harrison Bryant,15870950,TE/FLEX,2500,CLE@TEN 12/06/2020 01:00PM ET,CLE,4.84,TEN,CLE,TEN,10013,10027,15260885,13,Harrison BryantTE15260885,CLE,75.0,7.518181818181818,4.590909090909091,0.2496363636363637,0.014818181818181819,2.4545454545454546,1.3636363636363635,18.818181818181817,0.6363636363636364,0.4545454545454545,1.6363636363636365,28.90909090909091,32.54545454545455,1.7272727272727273,3.5454545454545454,1.0,78.9090909090909,7.463636363636363,4.427272727272726,0.2705454545454545,0.023,2.9090909090909087,1.3636363636363635,21.63636363636364,1.0,0.8181818181818182,2.9090909090909087,40.18181818181818,26.09090909090909,1.6363636363636365,3.0,13.909090909090908,2.8181818181818183,2.727272727272727,2.5454545454545454,1.6363636363636365,1.3636363636363635,0.09090909090909093,0.09090909090909093,0.18181818181818185,6.090909090909091,0.0,0.0,0.18181818181818185,0.0,0.0,0.18181818181818185,23.72727272727273,26.0,10027,TEN,82.27272727272727,7.3454545454545475,4.754545454545455,0.2721818181818181,0.018545454545454542,3.0909090909090913,1.5454545454545454,22.363636363636363,1.0,0.5454545454545454,1.181818181818182,40.36363636363637,28.181818181818183,1.7272727272727273,3.0909090909090913,1.0,77.81818181818181,7.345454545454545,4.8090909090909095,0.2675454545454545,0.010545454545454544,3.363636363636364,1.4545454545454546,20.90909090909091,0.4545454545454545,0.3636363636363637,1.4545454545454546,33.27272727272727,30.0,2.1818181818181817,3.4545454545454546,12.0,3.272727272727273,2.727272727272727,2.5454545454545454,1.2727272727272727,1.181818181818182,0.5454545454545454,0.09090909090909093,0.0,11.454545454545455,0.0,0.0,0.0,0.0,0.09090909090909093,0.09090909090909093,25.90909090909091,29.45454545454545,10013,Harrison BryantTE15260885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.625,1.875,0.6,18.875,0.375,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.01129564642906189
74,74,TE,David Njoku (15870952),David Njoku,15870952,TE/FLEX,2500,CLE@TEN 12/06/2020 01:00PM ET,CLE,5.03,TEN,CLE,TEN,10013,10027,15260885,13,David NjokuTE15260885,CLE,75.0,7.518181818181818,4.590909090909091,0.2496363636363637,0.014818181818181819,2.4545454545454546,1.3636363636363635,18.818181818181817,0.6363636363636364,0.4545454545454545,1.6363636363636365,28.90909090909091,32.54545454545455,1.7272727272727273,3.5454545454545454,1.0,78.9090909090909,7.463636363636363,4.427272727272726,0.2705454545454545,0.023,2.9090909090909087,1.3636363636363635,21.63636363636364,1.0,0.8181818181818182,2.9090909090909087,40.18181818181818,26.09090909090909,1.6363636363636365,3.0,13.909090909090908,2.8181818181818183,2.727272727272727,2.5454545454545454,1.6363636363636365,1.3636363636363635,0.09090909090909093,0.09090909090909093,0.18181818181818185,6.090909090909091,0.0,0.0,0.18181818181818185,0.0,0.0,0.18181818181818185,23.72727272727273,26.0,10027,TEN,82.27272727272727,7.3454545454545475,4.754545454545455,0.2721818181818181,0.018545454545454542,3.0909090909090913,1.5454545454545454,22.363636363636363,1.0,0.5454545454545454,1.181818181818182,40.36363636363637,28.181818181818183,1.7272727272727273,3.0909090909090913,1.0,77.81818181818181,7.345454545454545,4.8090909090909095,0.2675454545454545,0.010545454545454544,3.363636363636364,1.4545454545454546,20.90909090909091,0.4545454545454545,0.3636363636363637,1.4545454545454546,33.27272727272727,30.0,2.1818181818181817,3.4545454545454546,12.0,3.272727272727273,2.727272727272727,2.5454545454545454,1.2727272727272727,1.181818181818182,0.5454545454545454,0.09090909090909093,0.0,11.454545454545455,0.0,0.0,0.0,0.0,0.09090909090909093,0.09090909090909093,25.90909090909091,29.45454545454545,10013,David NjokuTE15260885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143,1.1428571428571428,0.4761428571428572,14.571428571428573,0.2857142857142857,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.01129564642906189
75,75,QB,Deshaun Watson (15869970),Deshaun Watson,15869970,QB,7500,IND@HOU 12/06/2020 01:00PM ET,HOU,25.48,HOU,IND,IND,10009,10031,15260889,13,Deshaun WatsonQB15260889,HOU,72.0,7.372727272727271,5.036363636363637,0.2575454545454545,0.010272727272727274,2.636363636363636,1.6363636363636365,18.545454545454547,0.4545454545454545,0.2727272727272727,2.363636363636364,36.54545454545455,21.727272727272727,2.0,3.727272727272727,1.0,80.63636363636364,7.427272727272728,5.1454545454545455,0.2793636363636364,0.006454545454545455,3.0909090909090913,1.4545454545454546,22.54545454545455,0.18181818181818185,0.3636363636363637,2.0,36.27272727272727,30.818181818181817,1.9090909090909087,3.363636363636364,15.272727272727273,2.8181818181818183,2.5454545454545454,2.363636363636364,1.9090909090909087,1.6363636363636365,0.2727272727272727,0.09090909090909093,0.0,12.363636363636365,0.0,0.0,0.09090909090909093,0.0,0.0,0.09090909090909093,24.363636363636363,27.0,10031,IND,74.63636363636364,7.518181818181818,4.081818181818182,0.2360909090909091,0.022272727272727274,2.272727272727273,1.3636363636363635,17.818181818181817,1.181818181818182,0.4545454545454545,2.1818181818181817,34.45454545454545,26.0,1.6363636363636365,4.0,1.0,78.54545454545455,7.545454545454546,4.699999999999998,0.2591818181818182,0.014272727272727272,2.4545454545454546,2.363636363636364,20.363636363636363,0.8181818181818182,0.2727272727272727,1.0,35.90909090909091,29.363636363636363,2.636363636363636,2.727272727272727,16.09090909090909,2.727272727272727,2.5454545454545454,2.5454545454545454,1.4545454545454546,1.181818181818182,0.18181818181818185,0.18181818181818185,0.09090909090909093,12.0,0.09090909090909093,0.0,0.09090909090909093,0.09090909090909093,0.0,0.2727272727272727,22.818181818181817,27.09090909090909,10009,Deshaun WatsonQB15260889,23.72727272727273,34.09090909090909,69.26363636363638,293.3636363636364,2.0,0.4545454545454545,2.363636363636364,-12.727272727272727,8.590909090909092,13.727272727272727,109.25454545454546,0.0,0.0,0.0,0.0,0.0,0.0,5.454545454545454,27.72727272727273,5.511818181818181,0.2727272727272727,1.9090909090909087,-12.727272727272727,306.8126525878906
