Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Kenny Golladay (15612914),Kenny Golladay,15612914,WR/FLEX,6200,DET@JAX 10/18/2020 01:00PM ET,DET,16.95
WR,Robert Woods (15612916),Robert Woods,15612916,WR/FLEX,6200,LAR@SF 10/18/2020 08:20PM ET,LAR,16.1
WR,Jamison Crowder (15612918),Jamison Crowder,15612918,WR/FLEX,6100,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,25.5
QB,Kirk Cousins (15612548),Kirk Cousins,15612548,QB,6100,ATL@MIN 10/18/2020 01:00PM ET,MIN,15.36
RB,Nick Chubb (15612640),Nick Chubb,15612640,RB/FLEX,6100,CLE@PIT 10/18/2020 01:00PM ET,CLE,16.8
WR,Justin Jefferson (15612920),Justin Jefferson,15612920,WR/FLEX,6000,ATL@MIN 10/18/2020 01:00PM ET,MIN,13.62
QB,Teddy Bridgewater (15612549),Teddy Bridgewater,15612549,QB,6000,CHI@CAR 10/18/2020 01:00PM ET,CAR,19.94
RB,Ronald Jones II (15612644),Ronald Jones II,15612644,RB/FLEX,6000,GB@TB 10/18/2020 04:25PM ET,TB,14.1
RB,Melvin Gordon III (15612642),Melvin Gordon III,15612642,RB/FLEX,6000,DEN@NE 10/18/2020 01:00PM ET,DEN,17.4
QB,Ryan Fitzpatrick (15612552),Ryan Fitzpatrick,15612552,QB,5900,NYJ@MIA 10/18/2020 04:05PM ET,MIA,23.57
QB,Philip Rivers (15612551),Philip Rivers,15612551,QB,5900,CIN@IND 10/18/2020 01:00PM ET,IND,12.64
WR,DJ Moore (15612922),DJ Moore,15612922,WR/FLEX,5900,CHI@CAR 10/18/2020 01:00PM ET,CAR,13.82
QB,Ryan Tannehill (15612550),Ryan Tannehill,15612550,QB,5900,HOU@TEN 10/18/2020 01:00PM ET,TEN,23.22
WR,Tyler Boyd (15612924),Tyler Boyd,15612924,WR/FLEX,5800,CIN@IND 10/18/2020 01:00PM ET,CIN,15.52
QB,Nick Foles (15612553),Nick Foles,15612553,QB,5800,CHI@CAR 10/18/2020 01:00PM ET,CHI,14.57
RB,David Montgomery (15612646),David Montgomery,15612646,RB/FLEX,5800,CHI@CAR 10/18/2020 01:00PM ET,CHI,13.42
QB,Andy Dalton (15612554),Andy Dalton,15612554,QB,5800,ARI@DAL 10/19/2020 08:15PM ET,DAL,1.72
RB,Devin Singletary (15612648),Devin Singletary,15612648,RB/FLEX,5700,KC@BUF 10/19/2020 05:00PM ET,BUF,11.8
WR,Terry McLaurin (15612926),Terry McLaurin,15612926,WR/FLEX,5700,WAS@NYG 10/18/2020 01:00PM ET,WAS,16.52
QB,Baker Mayfield (15612555),Baker Mayfield,15612555,QB,5700,CLE@PIT 10/18/2020 01:00PM ET,CLE,14.85
QB,Carson Wentz (15612556),Carson Wentz,15612556,QB,5600,BAL@PHI 10/18/2020 01:00PM ET,PHI,19.14
WR,A.J. Brown (15612930),A.J. Brown,15612930,WR/FLEX,5600,HOU@TEN 10/18/2020 01:00PM ET,TEN,15.05
RB,Darrell Henderson Jr. (15612650),Darrell Henderson Jr.,15612650,RB/FLEX,5600,LAR@SF 10/18/2020 08:20PM ET,LAR,13.84
WR,Julian Edelman (15612928),Julian Edelman,15612928,WR/FLEX,5600,DEN@NE 10/18/2020 01:00PM ET,NE,13.15
TE,Mike Gesicki (15613264),Mike Gesicki,15613264,TE/FLEX,5500,NYJ@MIA 10/18/2020 04:05PM ET,MIA,12.22
RB,Antonio Gibson (15612652),Antonio Gibson,15612652,RB/FLEX,5500,WAS@NYG 10/18/2020 01:00PM ET,WAS,13.1
WR,Jerry Jeudy (15612932),Jerry Jeudy,15612932,WR/FLEX,5500,DEN@NE 10/18/2020 01:00PM ET,DEN,11.1
QB,Tua Tagovailoa (15612559),Tua Tagovailoa,15612559,QB,5400,NYJ@MIA 10/18/2020 04:05PM ET,MIA,0
RB,Myles Gaskin (15612656),Myles Gaskin,15612656,RB/FLEX,5400,NYJ@MIA 10/18/2020 04:05PM ET,MIA,13.72
QB,Joe Burrow (15612558),Joe Burrow,15612558,QB,5400,CIN@IND 10/18/2020 01:00PM ET,CIN,18.93
QB,Daniel Jones (15612557),Daniel Jones,15612557,QB,5400,WAS@NYG 10/18/2020 01:00PM ET,NYG,11.89
WR,Darius Slayton (15612934),Darius Slayton,15612934,WR/FLEX,5400,WAS@NYG 10/18/2020 01:00PM ET,NYG,15.3
RB,David Johnson (15612654),David Johnson,15612654,RB/FLEX,5400,HOU@TEN 10/18/2020 01:00PM ET,HOU,12.6
QB,Jimmy Garoppolo (15612562),Jimmy Garoppolo,15612562,QB,5400,LAR@SF 10/18/2020 08:20PM ET,SF,11.19
QB,Drew Lock (15612560),Drew Lock,15612560,QB,5400,DEN@NE 10/18/2020 01:00PM ET,DEN,6.47
QB,Jarrett Stidham (15612561),Jarrett Stidham,15612561,QB,5400,DEN@NE 10/18/2020 01:00PM ET,NE,4.7
TE,Noah Fant (15613266),Noah Fant,15613266,TE/FLEX,5400,DEN@NE 10/18/2020 01:00PM ET,DEN,13.72
RB,Le'Veon Bell (15612658),Le'Veon Bell,15612658,RB/FLEX,5300,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,7.15
TE,T.J. Hockenson (15613268),T.J. Hockenson,15613268,TE/FLEX,5300,DET@JAX 10/18/2020 01:00PM ET,DET,11.75
RB,Kenyan Drake (15612660),Kenyan Drake,15612660,RB/FLEX,5300,ARI@DAL 10/19/2020 08:15PM ET,ARI,10.32
QB,Sam Darnold (15612564),Sam Darnold,15612564,QB,5200,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,14.34
WR,Laviska Shenault Jr. (15612938),Laviska Shenault Jr.,15612938,WR/FLEX,5200,DET@JAX 10/18/2020 01:00PM ET,JAX,12.26
QB,Mitchell Trubisky (15612563),Mitchell Trubisky,15612563,QB,5200,CHI@CAR 10/18/2020 01:00PM ET,CHI,17.37
TE,Jonnu Smith (15613270),Jonnu Smith,15613270,TE/FLEX,5200,HOU@TEN 10/18/2020 01:00PM ET,TEN,17.52
WR,Chase Claypool (15612936),Chase Claypool,15612936,WR/FLEX,5200,CLE@PIT 10/18/2020 01:00PM ET,PIT,18.38
QB,C.J. Beathard (15612567),C.J. Beathard,15612567,QB,5200,LAR@SF 10/18/2020 08:20PM ET,SF,6.14
QB,Nick Mullens (15612568),Nick Mullens,15612568,QB,5200,LAR@SF 10/18/2020 08:20PM ET,SF,10.45
RB,Chase Edmonds (15612662),Chase Edmonds,15612662,RB/FLEX,5200,ARI@DAL 10/19/2020 08:15PM ET,ARI,11.68
QB,Brett Rypien (15612565),Brett Rypien,15612565,QB,5200,DEN@NE 10/18/2020 01:00PM ET,DEN,7.65
QB,Brian Hoyer (15612566),Brian Hoyer,15612566,QB,5200,DEN@NE 10/18/2020 01:00PM ET,NE,4
RB,Mark Ingram II (15612664),Mark Ingram II,15612664,RB/FLEX,5100,BAL@PHI 10/18/2020 01:00PM ET,BAL,7.6
QB,Joe Flacco (15612569),Joe Flacco,15612569,QB,5100,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,7.22
WR,Marvin Jones Jr. (15612942),Marvin Jones Jr.,15612942,WR/FLEX,5100,DET@JAX 10/18/2020 01:00PM ET,DET,7.95
QB,Kyle Allen (15612570),Kyle Allen,15612570,QB,5100,WAS@NYG 10/18/2020 01:00PM ET,WAS,9.66
WR,Allen Lazard (15612940),Allen Lazard,15612940,WR/FLEX,5100,GB@TB 10/18/2020 04:25PM ET,GB,18.37
TE,Robert Tonyan (15613272),Robert Tonyan,15613272,TE/FLEX,5100,GB@TB 10/18/2020 04:25PM ET,GB,15.08
QB,Jalen Hurts (15612573),Jalen Hurts,15612573,QB,5000,BAL@PHI 10/18/2020 01:00PM ET,PHI,0.83
TE,Zach Ertz (15613276),Zach Ertz,15613276,TE/FLEX,5000,BAL@PHI 10/18/2020 01:00PM ET,PHI,8.5
WR,T.Y. Hilton (15612946),T.Y. Hilton,15612946,WR/FLEX,5000,CIN@IND 10/18/2020 01:00PM ET,IND,8.42
QB,Alex Smith (15612571),Alex Smith,15612571,QB,5000,WAS@NYG 10/18/2020 01:00PM ET,WAS,1.58
QB,Dwayne Haskins Jr. (15612572),Dwayne Haskins Jr.,15612572,QB,5000,WAS@NYG 10/18/2020 01:00PM ET,WAS,15.14
TE,Jimmy Graham (15613274),Jimmy Graham,15613274,TE/FLEX,5000,CHI@CAR 10/18/2020 01:00PM ET,CHI,11.58
WR,Brandin Cooks (15612944),Brandin Cooks,15612944,WR/FLEX,5000,HOU@TEN 10/18/2020 01:00PM ET,HOU,11.38
RB,Leonard Fournette (15612666),Leonard Fournette,15612666,RB/FLEX,5000,GB@TB 10/18/2020 04:25PM ET,TB,12.57
WR,Michael Gallup (15612948),Michael Gallup,15612948,WR/FLEX,5000,ARI@DAL 10/19/2020 08:15PM ET,DAL,12.16
QB,Blake Bortles (15612574),Blake Bortles,15612574,QB,5000,DEN@NE 10/18/2020 01:00PM ET,DEN,0
RB,Damien Harris (15612668),Damien Harris,15612668,RB/FLEX,5000,DEN@NE 10/18/2020 01:00PM ET,NE,13
WR,John Brown (15612956),John Brown,15612956,WR/FLEX,4900,KC@BUF 10/19/2020 05:00PM ET,BUF,11.35
WR,Keelan Cole (15612954),Keelan Cole,15612954,WR/FLEX,4900,DET@JAX 10/18/2020 01:00PM ET,JAX,12.22
RB,Devonta Freeman (15612670),Devonta Freeman,15612670,RB/FLEX,4900,WAS@NYG 10/18/2020 01:00PM ET,NYG,9.5
TE,Evan Engram (15613278),Evan Engram,15613278,TE/FLEX,4900,WAS@NYG 10/18/2020 01:00PM ET,NYG,7.92
WR,Diontae Johnson (15612950),Diontae Johnson,15612950,WR/FLEX,4900,CLE@PIT 10/18/2020 01:00PM ET,PIT,8.9
WR,Jarvis Landry (15612952),Jarvis Landry,15612952,WR/FLEX,4900,CLE@PIT 10/18/2020 01:00PM ET,CLE,10.88
QB,Brett Hundley (15612576),Brett Hundley,15612576,QB,4900,ARI@DAL 10/19/2020 08:15PM ET,ARI,0
QB,Jeff Driskel (15612575),Jeff Driskel,15612575,QB,4900,DEN@NE 10/18/2020 01:00PM ET,DEN,10.69
WR,Cole Beasley (15612964),Cole Beasley,15612964,WR/FLEX,4800,KC@BUF 10/19/2020 05:00PM ET,BUF,12.86
QB,Matt Schaub (15612579),Matt Schaub,15612579,QB,4800,ATL@MIN 10/18/2020 01:00PM ET,ATL,0
WR,Russell Gage (15612962),Russell Gage,15612962,WR/FLEX,4800,ATL@MIN 10/18/2020 01:00PM ET,ATL,10.44
WR,Sterling Shepard (15612960),Sterling Shepard,15612960,WR/FLEX,4800,WAS@NYG 10/18/2020 01:00PM ET,NYG,8.1
QB,AJ McCarron (15612578),AJ McCarron,15612578,QB,4800,HOU@TEN 10/18/2020 01:00PM ET,HOU,0
WR,Corey Davis (15612958),Corey Davis,15612958,WR/FLEX,4800,HOU@TEN 10/18/2020 01:00PM ET,TEN,14.87
QB,Mason Rudolph (15612577),Mason Rudolph,15612577,QB,4800,CLE@PIT 10/18/2020 01:00PM ET,PIT,0
RB,Cam Akers (15612674),Cam Akers,15612674,RB/FLEX,4800,LAR@SF 10/18/2020 08:20PM ET,LAR,4.23
TE,Tyler Higbee (15613280),Tyler Higbee,15613280,TE/FLEX,4800,LAR@SF 10/18/2020 08:20PM ET,LAR,10.32
RB,James White (15612672),James White,15612672,RB/FLEX,4800,DEN@NE 10/18/2020 01:00PM ET,NE,10.55
WR,Preston Williams (15612970),Preston Williams,15612970,WR/FLEX,4700,NYJ@MIA 10/18/2020 04:05PM ET,MIA,9.7
WR,Zach Pascal (15612966),Zach Pascal,15612966,WR/FLEX,4700,CIN@IND 10/18/2020 01:00PM ET,IND,6.48
WR,Tee Higgins (15612968),Tee Higgins,15612968,WR/FLEX,4700,CIN@IND 10/18/2020 01:00PM ET,CIN,10.14
RB,Adrian Peterson (15612676),Adrian Peterson,15612676,RB/FLEX,4700,DET@JAX 10/18/2020 01:00PM ET,DET,9.4
TE,Hayden Hurst (15613282),Hayden Hurst,15613282,TE/FLEX,4700,ATL@MIN 10/18/2020 01:00PM ET,ATL,8.8
QB,Case Keenum (15612580),Case Keenum,15612580,QB,4700,CLE@PIT 10/18/2020 01:00PM ET,CLE,0
WR,Deebo Samuel (15612974),Deebo Samuel,15612974,WR/FLEX,4700,LAR@SF 10/18/2020 08:20PM ET,SF,5.85
WR,Christian Kirk (15612972),Christian Kirk,15612972,WR/FLEX,4700,ARI@DAL 10/19/2020 08:15PM ET,ARI,8.18
WR,Alshon Jeffery (15612976),Alshon Jeffery,15612976,WR/FLEX,4600,BAL@PHI 10/18/2020 01:00PM ET,PHI,0
WR,Sammy Watkins (15612982),Sammy Watkins,15612982,WR/FLEX,4600,KC@BUF 10/19/2020 05:00PM ET,KC,10.9
QB,Sean Mannion (15612581),Sean Mannion,15612581,QB,4600,ATL@MIN 10/18/2020 01:00PM ET,MIN,0
WR,Golden Tate (15612980),Golden Tate,15612980,WR/FLEX,4600,WAS@NYG 10/18/2020 01:00PM ET,NYG,8.12
WR,Marquez Valdes-Scantling (15612978),Marquez Valdes-Scantling,15612978,WR/FLEX,4600,GB@TB 10/18/2020 04:25PM ET,GB,9.75
RB,Malcolm Brown (15612680),Malcolm Brown,15612680,RB/FLEX,4600,LAR@SF 10/18/2020 08:20PM ET,LAR,9.34
RB,Rex Burkhead (15612678),Rex Burkhead,15612678,RB/FLEX,4600,DEN@NE 10/18/2020 01:00PM ET,NE,13.22
DST,Ravens  (15613486),Ravens ,15613486,DST,4500,BAL@PHI 10/18/2020 01:00PM ET,BAL,13.8
QB,Jacoby Brissett (15612584),Jacoby Brissett,15612584,QB,4500,CIN@IND 10/18/2020 01:00PM ET,IND,0.34
QB,Mike Glennon (15612583),Mike Glennon,15612583,QB,4500,DET@JAX 10/18/2020 01:00PM ET,JAX,0
RB,D'Andre Swift (15612682),D'Andre Swift,15612682,RB/FLEX,4500,DET@JAX 10/18/2020 01:00PM ET,DET,10.4
QB,Will Grier (15612582),Will Grier,15612582,QB,4500,CHI@CAR 10/18/2020 01:00PM ET,CAR,0
QB,Ben DiNucci (15612585),Ben DiNucci,15612585,QB,4500,ARI@DAL 10/19/2020 08:15PM ET,DAL,0
TE,Dalton Schultz (15613284),Dalton Schultz,15613284,TE/FLEX,4500,ARI@DAL 10/19/2020 08:15PM ET,DAL,10.5
WR,Tim Patrick (15612984),Tim Patrick,15612984,WR/FLEX,4500,DEN@NE 10/18/2020 01:00PM ET,DEN,12.98
WR,N'Keal Harry (15612986),N'Keal Harry,15612986,WR/FLEX,4500,DEN@NE 10/18/2020 01:00PM ET,NE,9.95
WR,Travis Fulgham (15612990),Travis Fulgham,15612990,WR/FLEX,4400,BAL@PHI 10/18/2020 01:00PM ET,PHI,23.95
WR,Mecole Hardman (15612992),Mecole Hardman,15612992,WR/FLEX,4400,KC@BUF 10/19/2020 05:00PM ET,KC,9.34
RB,J.D. McKissic (15612684),J.D. McKissic,15612684,RB/FLEX,4400,WAS@NYG 10/18/2020 01:00PM ET,WAS,7.18
WR,Randall Cobb (15612988),Randall Cobb,15612988,WR/FLEX,4400,HOU@TEN 10/18/2020 01:00PM ET,HOU,10.2
QB,Blaine Gabbert (15612586),Blaine Gabbert,15612586,QB,4400,GB@TB 10/18/2020 04:25PM ET,TB,0
TE,Rob Gronkowski (15613286),Rob Gronkowski,15613286,TE/FLEX,4400,GB@TB 10/18/2020 04:25PM ET,TB,5.2
TE,Dallas Goedert (15613288),Dallas Goedert,15613288,TE/FLEX,4300,BAL@PHI 10/18/2020 01:00PM ET,PHI,11.93
QB,P.J. Walker (15612587),P.J. Walker,15612587,QB,4300,CHI@CAR 10/18/2020 01:00PM ET,CAR,0
WR,Anthony Miller (15612994),Anthony Miller,15612994,WR/FLEX,4300,CHI@CAR 10/18/2020 01:00PM ET,CHI,8.4
WR,Curtis Samuel (15612996),Curtis Samuel,15612996,WR/FLEX,4300,CHI@CAR 10/18/2020 01:00PM ET,CAR,8.72
QB,John Wolford (15612588),John Wolford,15612588,QB,4300,LAR@SF 10/18/2020 08:20PM ET,LAR,0
RB,Jerick McKinnon (15612688),Jerick McKinnon,15612688,RB/FLEX,4300,LAR@SF 10/18/2020 08:20PM ET,SF,13.8
WR,Brandon Aiyuk (15612998),Brandon Aiyuk,15612998,WR/FLEX,4300,LAR@SF 10/18/2020 08:20PM ET,SF,11.55
WR,Andy Isabella (15613000),Andy Isabella,15613000,WR/FLEX,4300,ARI@DAL 10/19/2020 08:15PM ET,ARI,7.22
RB,Phillip Lindsay (15612686),Phillip Lindsay,15612686,RB/FLEX,4300,DEN@NE 10/18/2020 01:00PM ET,DEN,4.5
RB,J.K. Dobbins (15612690),J.K. Dobbins,15612690,RB/FLEX,4200,BAL@PHI 10/18/2020 01:00PM ET,BAL,8.18
QB,Chad Henne (15612589),Chad Henne,15612589,QB,4200,KC@BUF 10/19/2020 05:00PM ET,KC,0
WR,James Washington (15613004),James Washington,15613004,WR/FLEX,4200,CLE@PIT 10/18/2020 01:00PM ET,PIT,7.68
WR,Scotty Miller (15613002),Scotty Miller,15613002,WR/FLEX,4200,GB@TB 10/18/2020 04:25PM ET,TB,11.68
QB,Robert Griffin III (15612595),Robert Griffin III,15612595,QB,4100,BAL@PHI 10/18/2020 01:00PM ET,BAL,-0.18
WR,Greg Ward (15613010),Greg Ward,15613010,WR/FLEX,4100,BAL@PHI 10/18/2020 01:00PM ET,PHI,10.12
QB,Matt Barkley (15612597),Matt Barkley,15612597,QB,4100,KC@BUF 10/19/2020 05:00PM ET,BUF,0.88
RB,Matt Breida (15612692),Matt Breida,15612692,RB/FLEX,4100,NYJ@MIA 10/18/2020 04:05PM ET,MIA,4.44
WR,Breshad Perriman (15613008),Breshad Perriman,15613008,WR/FLEX,4100,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,3.95
QB,Ryan Finley (15612594),Ryan Finley,15612594,QB,4100,CIN@IND 10/18/2020 01:00PM ET,CIN,0
QB,Chase Daniel (15612593),Chase Daniel,15612593,QB,4100,DET@JAX 10/18/2020 01:00PM ET,DET,0
WR,Danny Amendola (15613006),Danny Amendola,15613006,WR/FLEX,4100,DET@JAX 10/18/2020 01:00PM ET,DET,6.92
QB,Colt McCoy (15612592),Colt McCoy,15612592,QB,4100,WAS@NYG 10/18/2020 01:00PM ET,NYG,0
QB,Logan Woodside (15612591),Logan Woodside,15612591,QB,4100,HOU@TEN 10/18/2020 01:00PM ET,TEN,0
TE,Eric Ebron (15613290),Eric Ebron,15613290,TE/FLEX,4100,CLE@PIT 10/18/2020 01:00PM ET,PIT,8.65
QB,Tim Boyle (15612590),Tim Boyle,15612590,QB,4100,GB@TB 10/18/2020 04:25PM ET,GB,-0.13
WR,Josh Reynolds (15613012),Josh Reynolds,15613012,WR/FLEX,4100,LAR@SF 10/18/2020 08:20PM ET,LAR,5.82
QB,Chris Streveler (15612596),Chris Streveler,15612596,QB,4100,ARI@DAL 10/19/2020 08:15PM ET,ARI,0.1
DST,Patriots  (15613487),Patriots ,15613487,DST,4100,DEN@NE 10/18/2020 01:00PM ET,NE,9
QB,Trace McSorley (15612604),Trace McSorley,15612604,QB,4000,BAL@PHI 10/18/2020 01:00PM ET,BAL,0
QB,Nate Sudfeld (15612605),Nate Sudfeld,15612605,QB,4000,BAL@PHI 10/18/2020 01:00PM ET,PHI,0
RB,Gus Edwards (15612828),Gus Edwards,15612828,RB/FLEX,4000,BAL@PHI 10/18/2020 01:00PM ET,BAL,3.84
RB,Justice Hill (15612830),Justice Hill,15612830,RB/FLEX,4000,BAL@PHI 10/18/2020 01:00PM ET,BAL,0
RB,Patrick Ricard (15612832),Patrick Ricard,15612832,RB/FLEX,4000,BAL@PHI 10/18/2020 01:00PM ET,BAL,1.92
RB,Boston Scott (15612834),Boston Scott,15612834,RB/FLEX,4000,BAL@PHI 10/18/2020 01:00PM ET,PHI,3.12
RB,Corey Clement (15612836),Corey Clement,15612836,RB/FLEX,4000,BAL@PHI 10/18/2020 01:00PM ET,PHI,1.3
RB,Jason Huntley (15612838),Jason Huntley,15612838,RB/FLEX,4000,BAL@PHI 10/18/2020 01:00PM ET,PHI,0.1
QB,Jake Fromm (15612607),Jake Fromm,15612607,QB,4000,KC@BUF 10/19/2020 05:00PM ET,BUF,0
RB,Darrel Williams (15612860),Darrel Williams,15612860,RB/FLEX,4000,KC@BUF 10/19/2020 05:00PM ET,KC,3
