Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Tyler Boyd (15517679),Tyler Boyd,15517679,WR/FLEX,6100,JAX@CIN 10/04/2020 01:00PM ET,CIN,17.67
WR,Kenny Golladay (15517683),Kenny Golladay,15517683,WR/FLEX,6000,NO@DET 10/04/2020 01:00PM ET,DET,17.7
QB,Matt Ryan (15517263),Matt Ryan,15517263,QB,6000,ATL@GB 10/05/2020 08:15PM ET,ATL,22.95
RB,Kenyan Drake (15517371),Kenyan Drake,15517371,RB/FLEX,6000,ARI@CAR 10/04/2020 01:00PM ET,ARI,11.63
TE,Mark Andrews (15518089),Mark Andrews,15518089,TE/FLEX,6000,BAL@WAS 10/04/2020 01:00PM ET,BAL,10.63
QB,Ryan Tannehill (15517264),Ryan Tannehill,15517264,QB,6000,Postponed,TEN,20.95
WR,DJ Chark Jr. (15517681),DJ Chark Jr.,15517681,WR/FLEX,6000,JAX@CIN 10/04/2020 01:00PM ET,JAX,11.95
QB,Matthew Stafford (15517266),Matthew Stafford,15517266,QB,5900,NO@DET 10/04/2020 01:00PM ET,DET,17.61
QB,Gardner Minshew II (15517265),Gardner Minshew II,15517265,QB,5900,JAX@CIN 10/04/2020 01:00PM ET,JAX,20.16
WR,Will Fuller V (15517685),Will Fuller V,15517685,WR/FLEX,5900,MIN@HOU 10/04/2020 01:00PM ET,HOU,12.53
RB,Devin Singletary (15517373),Devin Singletary,15517373,RB/FLEX,5900,BUF@LV 10/04/2020 04:25PM ET,BUF,12
QB,Drew Brees (15517269),Drew Brees,15517269,QB,5800,NO@DET 10/04/2020 01:00PM ET,NO,18.8
TE,Noah Fant (15518091),Noah Fant,15518091,TE/FLEX,5800,DEN@NYJ 10/01/2020 08:20PM ET,DEN,15.47
WR,Terry McLaurin (15517689),Terry McLaurin,15517689,WR/FLEX,5800,BAL@WAS 10/04/2020 01:00PM ET,WAS,17.4
QB,Justin Herbert (15517268),Justin Herbert,15517268,QB,5800,LAC@TB 10/04/2020 01:00PM ET,LAC,22.97
RB,Joe Mixon (15517377),Joe Mixon,15517377,RB/FLEX,5800,JAX@CIN 10/04/2020 01:00PM ET,CIN,9.4
QB,Baker Mayfield (15517267),Baker Mayfield,15517267,QB,5800,CLE@DAL 10/04/2020 01:00PM ET,CLE,13.82
WR,Odell Beckham Jr. (15517687),Odell Beckham Jr.,15517687,WR/FLEX,5800,CLE@DAL 10/04/2020 01:00PM ET,CLE,10.83
RB,Darrell Henderson Jr. (15517375),Darrell Henderson Jr.,15517375,RB/FLEX,5800,NYG@LAR 10/04/2020 04:05PM ET,LAR,14.23
QB,Drew Lock (15517272),Drew Lock,15517272,QB,5700,DEN@NYJ 10/01/2020 08:20PM ET,DEN,6.47
QB,Nick Foles (15517271),Nick Foles,15517271,QB,5700,IND@CHI 10/04/2020 01:00PM ET,CHI,18.22
RB,Mike Davis (15517381),Mike Davis,15517381,RB/FLEX,5700,ARI@CAR 10/04/2020 01:00PM ET,CAR,12.87
RB,Mark Ingram II (15517379),Mark Ingram II,15517379,RB/FLEX,5700,BAL@WAS 10/04/2020 01:00PM ET,BAL,7.2
QB,Tyrod Taylor (15517270),Tyrod Taylor,15517270,QB,5700,LAC@TB 10/04/2020 01:00PM ET,LAC,9.02
WR,DeVante Parker (15517693),DeVante Parker,15517693,WR/FLEX,5700,SEA@MIA 10/04/2020 01:00PM ET,MIA,12.3
TE,Tyler Higbee (15518093),Tyler Higbee,15518093,TE/FLEX,5700,NYG@LAR 10/04/2020 04:05PM ET,LAR,14.47
WR,Julian Edelman (15517691),Julian Edelman,15517691,WR/FLEX,5700,NE@KC 10/04/2020 04:25PM ET,NE,15.37
RB,Jerick McKinnon (15517383),Jerick McKinnon,15517383,RB/FLEX,5700,PHI@SF 10/04/2020 08:20PM ET,SF,14.6
QB,Teddy Bridgewater (15517274),Teddy Bridgewater,15517274,QB,5600,ARI@CAR 10/04/2020 01:00PM ET,CAR,16.21
WR,DJ Moore (15517697),DJ Moore,15517697,WR/FLEX,5600,ARI@CAR 10/04/2020 01:00PM ET,CAR,13.63
WR,Diontae Johnson (15517695),Diontae Johnson,15517695,WR/FLEX,5600,Postponed,PIT,11.6
RB,Leonard Fournette (15517387),Leonard Fournette,15517387,RB/FLEX,5600,LAC@TB 10/04/2020 01:00PM ET,TB,12.57
QB,Kirk Cousins (15517273),Kirk Cousins,15517273,QB,5600,MIN@HOU 10/04/2020 01:00PM ET,MIN,15.24
RB,David Johnson (15517385),David Johnson,15517385,RB/FLEX,5600,MIN@HOU 10/04/2020 01:00PM ET,HOU,13.17
QB,Carson Wentz (15517275),Carson Wentz,15517275,QB,5600,PHI@SF 10/04/2020 08:20PM ET,PHI,17.96
RB,Todd Gurley II (15517389),Todd Gurley II,15517389,RB/FLEX,5500,ATL@GB 10/05/2020 08:15PM ET,ATL,11.67
WR,Allen Lazard (15517699),Allen Lazard,15517699,WR/FLEX,5500,ATL@GB 10/05/2020 08:15PM ET,GB,18.37
QB,Jeff Driskel (15517276),Jeff Driskel,15517276,QB,5500,DEN@NYJ 10/01/2020 08:20PM ET,DEN,15.59
QB,Brett Rypien (15517278),Brett Rypien,15517278,QB,5500,DEN@NYJ 10/01/2020 08:20PM ET,DEN,1.12
QB,Philip Rivers (15517277),Philip Rivers,15517277,QB,5500,IND@CHI 10/04/2020 01:00PM ET,IND,14.79
RB,David Montgomery (15517391),David Montgomery,15517391,RB/FLEX,5500,IND@CHI 10/04/2020 01:00PM ET,CHI,12.5
WR,A.J. Brown (15517705),A.J. Brown,15517705,WR/FLEX,5500,Postponed,TEN,8.9
WR,A.J. Green (15517703),A.J. Green,15517703,WR/FLEX,5500,JAX@CIN 10/04/2020 01:00PM ET,CIN,8.2
WR,Alshon Jeffery (15517701),Alshon Jeffery,15517701,WR/FLEX,5500,PHI@SF 10/04/2020 08:20PM ET,PHI,0
TE,Jared Cook (15518095),Jared Cook,15518095,TE/FLEX,5400,NO@DET 10/04/2020 01:00PM ET,NO,8.8
QB,Blake Bortles (15517281),Blake Bortles,15517281,QB,5400,DEN@NYJ 10/01/2020 08:20PM ET,DEN,0
WR,Robby Anderson (15517709),Robby Anderson,15517709,WR/FLEX,5400,ARI@CAR 10/04/2020 01:00PM ET,CAR,20.27
QB,Ryan Fitzpatrick (15517279),Ryan Fitzpatrick,15517279,QB,5400,SEA@MIA 10/04/2020 01:00PM ET,MIA,20.32
QB,Tua Tagovailoa (15517280),Tua Tagovailoa,15517280,QB,5400,SEA@MIA 10/04/2020 01:00PM ET,MIA,0
WR,CeeDee Lamb (15517707),CeeDee Lamb,15517707,WR/FLEX,5400,CLE@DAL 10/04/2020 01:00PM ET,DAL,14.33
QB,Sam Darnold (15517285),Sam Darnold,15517285,QB,5300,DEN@NYJ 10/01/2020 08:20PM ET,NYJ,11.26
WR,Jerry Jeudy (15517713),Jerry Jeudy,15517713,WR/FLEX,5300,DEN@NYJ 10/01/2020 08:20PM ET,DEN,10.1
QB,Mitchell Trubisky (15517284),Mitchell Trubisky,15517284,QB,5300,IND@CHI 10/04/2020 01:00PM ET,CHI,17.37
WR,T.Y. Hilton (15517711),T.Y. Hilton,15517711,WR/FLEX,5300,IND@CHI 10/04/2020 01:00PM ET,IND,7.77
RB,Carlos Hyde (15517393),Carlos Hyde,15517393,RB/FLEX,5300,SEA@MIA 10/04/2020 01:00PM ET,SEA,5.77
QB,Derek Carr (15517283),Derek Carr,15517283,QB,5300,BUF@LV 10/04/2020 04:25PM ET,LV,17.89
QB,Jimmy Garoppolo (15517282),Jimmy Garoppolo,15517282,QB,5300,PHI@SF 10/04/2020 08:20PM ET,SF,16.25
WR,Deebo Samuel (15517715),Deebo Samuel,15517715,WR/FLEX,5300,PHI@SF 10/04/2020 08:20PM ET,SF,0
TE,Zach Ertz (15518097),Zach Ertz,15518097,TE/FLEX,5300,PHI@SF 10/04/2020 08:20PM ET,PHI,11.33
WR,Jamison Crowder (15517719),Jamison Crowder,15517719,WR/FLEX,5200,DEN@NYJ 10/01/2020 08:20PM ET,NYJ,27.5
WR,Justin Jefferson (15517717),Justin Jefferson,15517717,WR/FLEX,5200,MIN@HOU 10/04/2020 01:00PM ET,MIN,15.17
TE,Darren Waller (15518099),Darren Waller,15518099,TE/FLEX,5200,BUF@LV 10/04/2020 04:25PM ET,LV,14.97
RB,James White (15517395),James White,15517395,RB/FLEX,5200,NE@KC 10/04/2020 04:25PM ET,NE,8.2
QB,Nick Mullens (15517286),Nick Mullens,15517286,QB,5200,PHI@SF 10/04/2020 08:20PM ET,SF,11.18
WR,Russell Gage (15517727),Russell Gage,15517727,WR/FLEX,5100,ATL@GB 10/05/2020 08:15PM ET,ATL,14.87
RB,Joshua Kelley (15517397),Joshua Kelley,15517397,RB/FLEX,5100,LAC@TB 10/04/2020 01:00PM ET,LAC,10.5
TE,Mike Gesicki (15518101),Mike Gesicki,15518101,TE/FLEX,5100,SEA@MIA 10/04/2020 01:00PM ET,MIA,14.83
WR,Jarvis Landry (15517725),Jarvis Landry,15517725,WR/FLEX,5100,CLE@DAL 10/04/2020 01:00PM ET,CLE,8.77
QB,Daniel Jones (15517287),Daniel Jones,15517287,QB,5100,NYG@LAR 10/04/2020 04:05PM ET,NYG,13.05
WR,Sterling Shepard (15517723),Sterling Shepard,15517723,WR/FLEX,5100,NYG@LAR 10/04/2020 04:05PM ET,NYG,8.1
WR,John Brown (15517721),John Brown,15517721,WR/FLEX,5100,BUF@LV 10/04/2020 04:25PM ET,BUF,12.4
WR,Tre'Quan Smith (15517733),Tre'Quan Smith,15517733,WR/FLEX,5000,NO@DET 10/04/2020 01:00PM ET,NO,7.73
RB,Le'Veon Bell (15517401),Le'Veon Bell,15517401,RB/FLEX,5000,DEN@NYJ 10/01/2020 08:20PM ET,NYJ,6.6
QB,Dwayne Haskins Jr. (15517288),Dwayne Haskins Jr.,15517288,QB,5000,BAL@WAS 10/04/2020 01:00PM ET,WAS,12.9
WR,Corey Davis (15517731),Corey Davis,15517731,WR/FLEX,5000,Postponed,TEN,14.87
RB,Myles Gaskin (15517399),Myles Gaskin,15517399,RB/FLEX,5000,SEA@MIA 10/04/2020 01:00PM ET,MIA,13.1
WR,Darius Slayton (15517729),Darius Slayton,15517729,WR/FLEX,5000,NYG@LAR 10/04/2020 04:05PM ET,NYG,14.93
WR,Brandon Aiyuk (15517735),Brandon Aiyuk,15517735,WR/FLEX,5000,PHI@SF 10/04/2020 08:20PM ET,SF,12.6
RB,Latavius Murray (15517403),Latavius Murray,15517403,RB/FLEX,4900,NO@DET 10/04/2020 01:00PM ET,NO,5.87
WR,Marvin Jones Jr. (15517739),Marvin Jones Jr.,15517739,WR/FLEX,4900,NO@DET 10/04/2020 01:00PM ET,DET,9.97
QB,Jacoby Brissett (15517290),Jacoby Brissett,15517290,QB,4900,IND@CHI 10/04/2020 01:00PM ET,IND,0.34
WR,Anthony Miller (15517737),Anthony Miller,15517737,WR/FLEX,4900,IND@CHI 10/04/2020 01:00PM ET,CHI,10.2
QB,Brett Hundley (15517289),Brett Hundley,15517289,QB,4900,ARI@CAR 10/04/2020 01:00PM ET,ARI,0
TE,Jonnu Smith (15518103),Jonnu Smith,15518103,TE/FLEX,4900,Postponed,TEN,16.37
RB,Jeff Wilson Jr. (15517405),Jeff Wilson Jr.,15517405,RB/FLEX,4900,PHI@SF 10/04/2020 08:20PM ET,SF,7.4
WR,Emmanuel Sanders (15517749),Emmanuel Sanders,15517749,WR/FLEX,4800,NO@DET 10/04/2020 01:00PM ET,NO,9.63
TE,T.J. Hockenson (15518105),T.J. Hockenson,15518105,TE/FLEX,4800,NO@DET 10/04/2020 01:00PM ET,DET,12.03
QB,Matt Schaub (15517295),Matt Schaub,15517295,QB,4800,ATL@GB 10/05/2020 08:15PM ET,ATL,0
QB,Will Grier (15517294),Will Grier,15517294,QB,4800,ARI@CAR 10/04/2020 01:00PM ET,CAR,0
WR,Curtis Samuel (15517747),Curtis Samuel,15517747,WR/FLEX,4800,ARI@CAR 10/04/2020 01:00PM ET,CAR,8.13
RB,J.K. Dobbins (15517411),J.K. Dobbins,15517411,RB/FLEX,4800,BAL@WAS 10/04/2020 01:00PM ET,BAL,9.9
QB,Mason Rudolph (15517293),Mason Rudolph,15517293,QB,4800,Postponed,PIT,0
WR,James Washington (15517745),James Washington,15517745,WR/FLEX,4800,Postponed,PIT,8.4
QB,AJ McCarron (15517292),AJ McCarron,15517292,QB,4800,MIN@HOU 10/04/2020 01:00PM ET,HOU,0
WR,Randall Cobb (15517743),Randall Cobb,15517743,WR/FLEX,4800,MIN@HOU 10/04/2020 01:00PM ET,HOU,11.57
RB,Devonta Freeman (15517409),Devonta Freeman,15517409,RB/FLEX,4800,NYG@LAR 10/04/2020 04:05PM ET,NYG,1
WR,Henry Ruggs III (15517741),Henry Ruggs III,15517741,WR/FLEX,4800,BUF@LV 10/04/2020 04:25PM ET,LV,5.5
QB,Jarrett Stidham (15517291),Jarrett Stidham,15517291,QB,4800,NE@KC 10/04/2020 04:25PM ET,NE,0
RB,Rex Burkhead (15517407),Rex Burkhead,15517407,RB/FLEX,4800,NE@KC 10/04/2020 04:25PM ET,NE,15.63
QB,Jameis Winston (15517299),Jameis Winston,15517299,QB,4700,NO@DET 10/04/2020 01:00PM ET,NO,0
QB,Chase Daniel (15517300),Chase Daniel,15517300,QB,4700,NO@DET 10/04/2020 01:00PM ET,DET,0
RB,Adrian Peterson (15517419),Adrian Peterson,15517419,RB/FLEX,4700,NO@DET 10/04/2020 01:00PM ET,DET,9.33
TE,Hayden Hurst (15518107),Hayden Hurst,15518107,TE/FLEX,4700,ATL@GB 10/05/2020 08:15PM ET,ATL,10.7
QB,Joe Flacco (15517298),Joe Flacco,15517298,QB,4700,DEN@NYJ 10/01/2020 08:20PM ET,NYJ,0
RB,Nyheim Hines (15517417),Nyheim Hines,15517417,RB/FLEX,4700,IND@CHI 10/04/2020 01:00PM ET,IND,12.93
RB,Ronald Jones II (15517415),Ronald Jones II,15517415,RB/FLEX,4700,LAC@TB 10/04/2020 01:00PM ET,TB,10.07
RB,Malcolm Brown (15517413),Malcolm Brown,15517413,RB/FLEX,4700,NYG@LAR 10/04/2020 04:05PM ET,LAR,10.87
QB,Marcus Mariota (15517297),Marcus Mariota,15517297,QB,4700,BUF@LV 10/04/2020 04:25PM ET,LV,0
WR,Cole Beasley (15517751),Cole Beasley,15517751,WR/FLEX,4700,BUF@LV 10/04/2020 04:25PM ET,BUF,13.6
QB,C.J. Beathard (15517296),C.J. Beathard,15517296,QB,4700,PHI@SF 10/04/2020 08:20PM ET,SF,0
WR,Braxton Berrios (15517761),Braxton Berrios,15517761,WR/FLEX,4600,DEN@NYJ 10/01/2020 08:20PM ET,NYJ,11.43
TE,Hunter Henry (15518109),Hunter Henry,15518109,TE/FLEX,4600,LAC@TB 10/04/2020 01:00PM ET,LAC,12.2
QB,Case Keenum (15517302),Case Keenum,15517302,QB,4600,CLE@DAL 10/04/2020 01:00PM ET,CLE,0
WR,Golden Tate (15517759),Golden Tate,15517759,WR/FLEX,4600,NYG@LAR 10/04/2020 04:05PM ET,NYG,9.15
QB,Matt Barkley (15517301),Matt Barkley,15517301,QB,4600,BUF@LV 10/04/2020 04:25PM ET,BUF,0
WR,Hunter Renfrow (15517757),Hunter Renfrow,15517757,WR/FLEX,4600,BUF@LV 10/04/2020 04:25PM ET,LV,10.4
RB,Sony Michel (15517421),Sony Michel,15517421,RB/FLEX,4600,NE@KC 10/04/2020 04:25PM ET,NE,10.2
WR,Kendrick Bourne (15517753),Kendrick Bourne,15517753,WR/FLEX,4600,PHI@SF 10/04/2020 08:20PM ET,SF,8.8
WR,DeSean Jackson (15517755),DeSean Jackson,15517755,WR/FLEX,4600,PHI@SF 10/04/2020 08:20PM ET,PHI,7.37
QB,Jordan Love (15517305),Jordan Love,15517305,QB,4500,ATL@GB 10/05/2020 08:15PM ET,GB,0
QB,P.J. Walker (15517304),P.J. Walker,15517304,QB,4500,ARI@CAR 10/04/2020 01:00PM ET,CAR,0
WR,Andy Isabella (15517771),Andy Isabella,15517771,WR/FLEX,4500,ARI@CAR 10/04/2020 01:00PM ET,ARI,9.6
RB,Antonio Gibson (15517425),Antonio Gibson,15517425,RB/FLEX,4500,BAL@WAS 10/04/2020 01:00PM ET,WAS,10.87
QB,Blaine Gabbert (15517303),Blaine Gabbert,15517303,QB,4500,LAC@TB 10/04/2020 01:00PM ET,TB,0
WR,Preston Williams (15517769),Preston Williams,15517769,WR/FLEX,4500,SEA@MIA 10/04/2020 01:00PM ET,MIA,6.8
WR,Keelan Cole (15517765),Keelan Cole,15517765,WR/FLEX,4500,JAX@CIN 10/04/2020 01:00PM ET,JAX,13.93
WR,Tee Higgins (15517767),Tee Higgins,15517767,WR/FLEX,4500,JAX@CIN 10/04/2020 01:00PM ET,CIN,9.17
WR,Brandin Cooks (15517763),Brandin Cooks,15517763,WR/FLEX,4500,MIN@HOU 10/04/2020 01:00PM ET,HOU,7.93
RB,Wayne Gallman Jr. (15517423),Wayne Gallman Jr.,15517423,RB/FLEX,4500,NYG@LAR 10/04/2020 04:05PM ET,NYG,2.9
TE,Dallas Goedert (15518111),Dallas Goedert,15518111,TE/FLEX,4500,PHI@SF 10/04/2020 08:20PM ET,PHI,11.93
WR,Marquez Valdes-Scantling (15517783),Marquez Valdes-Scantling,15517783,WR/FLEX,4400,ATL@GB 10/05/2020 08:15PM ET,GB,10.17
RB,Frank Gore (15517431),Frank Gore,15517431,RB/FLEX,4400,DEN@NYJ 10/01/2020 08:20PM ET,NYJ,5.3
WR,Zach Pascal (15517781),Zach Pascal,15517781,WR/FLEX,4400,IND@CHI 10/04/2020 01:00PM ET,IND,6.7
WR,Christian Kirk (15517777),Christian Kirk,15517777,WR/FLEX,4400,ARI@CAR 10/04/2020 01:00PM ET,ARI,4.5
WR,Larry Fitzgerald (15517779),Larry Fitzgerald,15517779,WR/FLEX,4400,ARI@CAR 10/04/2020 01:00PM ET,ARI,6.8
QB,Alex Smith (15517310),Alex Smith,15517310,QB,4400,BAL@WAS 10/04/2020 01:00PM ET,WAS,0
QB,Geno Smith (15517309),Geno Smith,15517309,QB,4400,SEA@MIA 10/04/2020 01:00PM ET,SEA,0
QB,Ryan Finley (15517308),Ryan Finley,15517308,QB,4400,JAX@CIN 10/04/2020 01:00PM ET,CIN,0
RB,Giovani Bernard (15517429),Giovani Bernard,15517429,RB/FLEX,4400,JAX@CIN 10/04/2020 01:00PM ET,CIN,7.6
WR,Laviska Shenault Jr. (15517775),Laviska Shenault Jr.,15517775,WR/FLEX,4400,JAX@CIN 10/04/2020 01:00PM ET,JAX,10.77
QB,John Wolford (15517307),John Wolford,15517307,QB,4400,NYG@LAR 10/04/2020 04:05PM ET,LAR,0
RB,Dion Lewis (15517427),Dion Lewis,15517427,RB/FLEX,4400,NYG@LAR 10/04/2020 04:05PM ET,NYG,5.9
TE,Evan Engram (15518113),Evan Engram,15518113,TE/FLEX,4400,NYG@LAR 10/04/2020 04:05PM ET,NYG,6.87
QB,Jake Fromm (15517306),Jake Fromm,15517306,QB,4400,BUF@LV 10/04/2020 04:25PM ET,BUF,0
WR,Sammy Watkins (15517773),Sammy Watkins,15517773,WR/FLEX,4400,NE@KC 10/04/2020 04:25PM ET,KC,12.27
RB,D'Andre Swift (15517437),D'Andre Swift,15517437,RB/FLEX,4300,NO@DET 10/04/2020 01:00PM ET,DET,8.8
QB,Tim Boyle (15517314),Tim Boyle,15517314,QB,4300,ATL@GB 10/05/2020 08:15PM ET,GB,-0.15
RB,Kalen Ballage (15517439),Kalen Ballage,15517439,RB/FLEX,4300,DEN@NYJ 10/01/2020 08:20PM ET,NYJ,6.95
QB,Robert Griffin III (15517313),Robert Griffin III,15517313,QB,4300,BAL@WAS 10/04/2020 01:00PM ET,BAL,0.26
QB,Mike Glennon (15517312),Mike Glennon,15517312,QB,4300,JAX@CIN 10/04/2020 01:00PM ET,JAX,0
TE,Dalton Schultz (15518115),Dalton Schultz,15518115,TE/FLEX,4300,CLE@DAL 10/04/2020 01:00PM ET,DAL,11.23
QB,Sean Mannion (15517311),Sean Mannion,15517311,QB,4300,MIN@HOU 10/04/2020 01:00PM ET,MIN,0
RB,Jalen Richard (15517433),Jalen Richard,15517433,RB/FLEX,4300,BUF@LV 10/04/2020 04:25PM ET,LV,5.43
RB,Zack Moss (15517435),Zack Moss,15517435,RB/FLEX,4300,BUF@LV 10/04/2020 04:25PM ET,BUF,7.7
WR,Mecole Hardman (15517785),Mecole Hardman,15517785,WR/FLEX,4300,NE@KC 10/04/2020 04:25PM ET,KC,9
