Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Nick Westbrook-Ikhine (15750883),Nick Westbrook-Ikhine,15750883,WR/FLEX,3000,IND@TEN 11/12/2020 08:20PM ET,TEN,1.23
WR,Cameron Batson (15750885),Cameron Batson,15750885,WR/FLEX,3000,IND@TEN 11/12/2020 08:20PM ET,TEN,2.4
TE,Anthony Firkser (15750903),Anthony Firkser,15750903,TE/FLEX,3000,IND@TEN 11/12/2020 08:20PM ET,TEN,8.2
DST,Colts  (15750928),Colts ,15750928,DST,3000,IND@TEN 11/12/2020 08:20PM ET,IND,10.88
TE,Chris Herndon (15750905),Chris Herndon,15750905,TE/FLEX,2900,NE@NYJ 11/09/2020 08:15PM ET,NYJ,3.16
TE,Ryan Izzo (15750907),Ryan Izzo,15750907,TE/FLEX,2800,NE@NYJ 11/09/2020 08:15PM ET,NE,2.77
DST,Titans  (15750929),Titans ,15750929,DST,2700,IND@TEN 11/12/2020 08:20PM ET,TEN,5
TE,Jack Doyle (15750909),Jack Doyle,15750909,TE/FLEX,2600,IND@TEN 11/12/2020 08:20PM ET,IND,5.13
TE,Ryan Griffin (15750917),Ryan Griffin,15750917,TE/FLEX,2500,NE@NYJ 11/09/2020 08:15PM ET,NYJ,1.28
TE,Trevon Wesco (15750919),Trevon Wesco,15750919,TE/FLEX,2500,NE@NYJ 11/09/2020 08:15PM ET,NYJ,0.75
TE,Daniel Brown (15750921),Daniel Brown,15750921,TE/FLEX,2500,NE@NYJ 11/09/2020 08:15PM ET,NYJ,0
TE,Dalton Keene (15750923),Dalton Keene,15750923,TE/FLEX,2500,NE@NYJ 11/09/2020 08:15PM ET,NE,1.8
TE,Devin Asiasi (15750925),Devin Asiasi,15750925,TE/FLEX,2500,NE@NYJ 11/09/2020 08:15PM ET,NE,0
TE,Noah Togiai (15750911),Noah Togiai,15750911,TE/FLEX,2500,IND@TEN 11/12/2020 08:20PM ET,IND,0
TE,MyCole Pruitt (15750913),MyCole Pruitt,15750913,TE/FLEX,2500,IND@TEN 11/12/2020 08:20PM ET,TEN,3.57
TE,Geoff Swaim (15750915),Geoff Swaim,15750915,TE/FLEX,2500,IND@TEN 11/12/2020 08:20PM ET,TEN,1
DST,Jets  (15750930),Jets ,15750930,DST,2300,NE@NYJ 11/09/2020 08:15PM ET,NYJ,3.5
