Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Alshon Jeffery (15702952),Alshon Jeffery,15702952,WR/FLEX,4100,DAL@PHI 11/01/2020 08:20PM ET,PHI,0
QB,Blaine Gabbert (15702897),Blaine Gabbert,15702897,QB,4100,TB@NYG 11/02/2020 08:15PM ET,TB,0.2
QB,Colt McCoy (15702898),Colt McCoy,15702898,QB,4100,TB@NYG 11/02/2020 08:15PM ET,NYG,0
TE,Evan Engram (15703002),Evan Engram,15703002,TE/FLEX,4100,TB@NYG 11/02/2020 08:15PM ET,NYG,7.93
QB,Nate Sudfeld (15702900),Nate Sudfeld,15702900,QB,4000,DAL@PHI 11/01/2020 08:20PM ET,PHI,0
QB,Dak Prescott (15702901),Dak Prescott,15702901,QB,4000,DAL@PHI 11/01/2020 08:20PM ET,DAL,30.33
RB,Tony Pollard (15702918),Tony Pollard,15702918,RB/FLEX,4000,DAL@PHI 11/01/2020 08:20PM ET,DAL,4.6
RB,Jason Huntley (15702932),Jason Huntley,15702932,RB/FLEX,4000,DAL@PHI 11/01/2020 08:20PM ET,PHI,0.7
RB,Rico Dowdle (15702934),Rico Dowdle,15702934,RB/FLEX,4000,DAL@PHI 11/01/2020 08:20PM ET,DAL,0.43
QB,Ryan Griffin (15702899),Ryan Griffin,15702899,QB,4000,TB@NYG 11/02/2020 08:15PM ET,TB,0
RB,LeSean McCoy (15702920),LeSean McCoy,15702920,RB/FLEX,4000,TB@NYG 11/02/2020 08:15PM ET,TB,3.2
RB,Ke'Shawn Vaughn (15702922),Ke'Shawn Vaughn,15702922,RB/FLEX,4000,TB@NYG 11/02/2020 08:15PM ET,TB,4.08
RB,T.J. Logan (15702924),T.J. Logan,15702924,RB/FLEX,4000,TB@NYG 11/02/2020 08:15PM ET,TB,0
RB,Dion Lewis (15702926),Dion Lewis,15702926,RB/FLEX,4000,TB@NYG 11/02/2020 08:15PM ET,NYG,3.84
RB,Saquon Barkley (15702928),Saquon Barkley,15702928,RB/FLEX,4000,TB@NYG 11/02/2020 08:15PM ET,NYG,7.7
RB,Elijhaa Penny (15702930),Elijhaa Penny,15702930,RB/FLEX,4000,TB@NYG 11/02/2020 08:15PM ET,NYG,0.06
WR,Greg Ward (15702954),Greg Ward,15702954,WR/FLEX,3900,DAL@PHI 11/01/2020 08:20PM ET,PHI,10.24
DST,Eagles  (15703033),Eagles ,15703033,DST,3900,DAL@PHI 11/01/2020 08:20PM ET,PHI,5.71
WR,Jalen Reagor (15702956),Jalen Reagor,15702956,WR/FLEX,3700,DAL@PHI 11/01/2020 08:20PM ET,PHI,7.3
WR,Tyler Johnson (15702958),Tyler Johnson,15702958,WR/FLEX,3600,TB@NYG 11/02/2020 08:15PM ET,TB,5.24
WR,Golden Tate (15702960),Golden Tate,15702960,WR/FLEX,3500,TB@NYG 11/02/2020 08:15PM ET,NYG,7.58
WR,Michael Gallup (15702962),Michael Gallup,15702962,WR/FLEX,3400,DAL@PHI 11/01/2020 08:20PM ET,DAL,9.3
TE,Dalton Schultz (15703004),Dalton Schultz,15703004,TE/FLEX,3400,DAL@PHI 11/01/2020 08:20PM ET,DAL,9.17
WR,DeSean Jackson (15702964),DeSean Jackson,15702964,WR/FLEX,3200,DAL@PHI 11/01/2020 08:20PM ET,PHI,7.42
WR,John Hightower (15702982),John Hightower,15702982,WR/FLEX,3000,DAL@PHI 11/01/2020 08:20PM ET,PHI,3.94
WR,JJ Arcega-Whiteside (15702984),JJ Arcega-Whiteside,15702984,WR/FLEX,3000,DAL@PHI 11/01/2020 08:20PM ET,PHI,2.42
WR,Quez Watkins (15702986),Quez Watkins,15702986,WR/FLEX,3000,DAL@PHI 11/01/2020 08:20PM ET,PHI,0
WR,Cedrick Wilson (15702988),Cedrick Wilson,15702988,WR/FLEX,3000,DAL@PHI 11/01/2020 08:20PM ET,DAL,8.46
WR,Noah Brown (15702990),Noah Brown,15702990,WR/FLEX,3000,DAL@PHI 11/01/2020 08:20PM ET,DAL,3.08
WR,Malik Turner (15702992),Malik Turner,15702992,WR/FLEX,3000,DAL@PHI 11/01/2020 08:20PM ET,DAL,0
WR,Justin Watson (15702966),Justin Watson,15702966,WR/FLEX,3000,TB@NYG 11/02/2020 08:15PM ET,TB,5.47
WR,Jaydon Mickens (15702968),Jaydon Mickens,15702968,WR/FLEX,3000,TB@NYG 11/02/2020 08:15PM ET,TB,0.6
WR,Cyril Grayson (15702970),Cyril Grayson,15702970,WR/FLEX,3000,TB@NYG 11/02/2020 08:15PM ET,TB,0
WR,John Franklin III (15702972),John Franklin III,15702972,WR/FLEX,3000,TB@NYG 11/02/2020 08:15PM ET,TB,0
WR,C.J. Board (15702974),C.J. Board,15702974,WR/FLEX,3000,TB@NYG 11/02/2020 08:15PM ET,NYG,2.32
WR,Austin Mack (15702976),Austin Mack,15702976,WR/FLEX,3000,TB@NYG 11/02/2020 08:15PM ET,NYG,1.1
WR,David Sills (15702978),David Sills,15702978,WR/FLEX,3000,TB@NYG 11/02/2020 08:15PM ET,NYG,0
WR,Cody Core (15702980),Cody Core,15702980,WR/FLEX,3000,TB@NYG 11/02/2020 08:15PM ET,NYG,0
TE,Cameron Brate (15703006),Cameron Brate,15703006,TE/FLEX,2600,TB@NYG 11/02/2020 08:15PM ET,TB,2.83
TE,Jason Croom (15703020),Jason Croom,15703020,TE/FLEX,2500,DAL@PHI 11/01/2020 08:20PM ET,PHI,7.3
TE,Hakeem Butler (15703022),Hakeem Butler,15703022,TE/FLEX,2500,DAL@PHI 11/01/2020 08:20PM ET,PHI,0
TE,Joshua Perkins (15703024),Joshua Perkins,15703024,TE/FLEX,2500,DAL@PHI 11/01/2020 08:20PM ET,PHI,0
TE,Blake Bell (15703026),Blake Bell,15703026,TE/FLEX,2500,DAL@PHI 11/01/2020 08:20PM ET,DAL,2.02
TE,Sean McKeon (15703028),Sean McKeon,15703028,TE/FLEX,2500,DAL@PHI 11/01/2020 08:20PM ET,DAL,0
TE,Blake Jarwin (15703030),Blake Jarwin,15703030,TE/FLEX,2500,DAL@PHI 11/01/2020 08:20PM ET,DAL,2.2
TE,Tanner Hudson (15703008),Tanner Hudson,15703008,TE/FLEX,2500,TB@NYG 11/02/2020 08:15PM ET,TB,0.82
TE,Antony Auclair (15703010),Antony Auclair,15703010,TE/FLEX,2500,TB@NYG 11/02/2020 08:15PM ET,TB,0
TE,O.J. Howard (15703012),O.J. Howard,15703012,TE/FLEX,2500,TB@NYG 11/02/2020 08:15PM ET,TB,9.4
TE,Kaden Smith (15703014),Kaden Smith,15703014,TE/FLEX,2500,TB@NYG 11/02/2020 08:15PM ET,NYG,2.3
TE,Levine Toilolo (15703016),Levine Toilolo,15703016,TE/FLEX,2500,TB@NYG 11/02/2020 08:15PM ET,NYG,0.58
TE,Eric Tomlinson (15703018),Eric Tomlinson,15703018,TE/FLEX,2500,TB@NYG 11/02/2020 08:15PM ET,NYG,0
DST,Cowboys  (15703034),Cowboys ,15703034,DST,2300,DAL@PHI 11/01/2020 08:20PM ET,DAL,1
DST,Giants  (15703035),Giants ,15703035,DST,2000,TB@NYG 11/02/2020 08:15PM ET,NYG,6.57
