Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Raheem Mostert (15409375),Raheem Mostert,15409375,RB/FLEX,6400,SF@NYJ 09/20/2020 01:00PM ET,SF,25.1
WR,Allen Robinson II (15409405),Allen Robinson II,15409405,WR/FLEX,6400,NYG@CHI 09/20/2020 01:00PM ET,CHI,12.3
WR,Robert Woods (15409302),Robert Woods,15409302,WR/FLEX,6400,LAR@PHI 09/20/2020 01:00PM ET,LAR,20.9
WR,Mike Evans (15409339),Mike Evans,15409339,WR/FLEX,6400,CAR@TB 09/20/2020 01:00PM ET,TB,7.2
QB,Deshaun Watson (15409669),Deshaun Watson,15409669,QB,6400,BAL@HOU 09/20/2020 04:25PM ET,HOU,21.82
QB,Cam Newton (15409186),Cam Newton,15409186,QB,6400,NE@SEA 09/20/2020 08:20PM ET,NE,25.7
RB,Chris Carson (15409862),Chris Carson,15409862,RB/FLEX,6400,NE@SEA 09/20/2020 08:20PM ET,SEA,24.6
WR,DJ Moore (15409817),DJ Moore,15409817,WR/FLEX,6300,CAR@TB 09/20/2020 01:00PM ET,CAR,9.4
QB,Ben Roethlisberger (15409148),Ben Roethlisberger,15409148,QB,6300,DEN@PIT 09/20/2020 01:00PM ET,PIT,22.06
WR,Amari Cooper (15409414),Amari Cooper,15409414,WR/FLEX,6300,ATL@DAL 09/20/2020 01:00PM ET,DAL,18.1
WR,Will Fuller V (15409593),Will Fuller V,15409593,WR/FLEX,6300,BAL@HOU 09/20/2020 04:25PM ET,HOU,22.2
TE,Mark Andrews (15409630),Mark Andrews,15409630,TE/FLEX,6300,BAL@HOU 09/20/2020 04:25PM ET,BAL,22.8
WR,Tyler Lockett (15409365),Tyler Lockett,15409365,WR/FLEX,6300,NE@SEA 09/20/2020 08:20PM ET,SEA,17.2
QB,Matthew Stafford (15409169),Matthew Stafford,15409169,QB,6200,DET@GB 09/20/2020 01:00PM ET,DET,17.18
WR,Kenny Golladay (15409486),Kenny Golladay,15409486,WR/FLEX,6200,DET@GB 09/20/2020 01:00PM ET,DET,0
WR,Marquise Brown (15410051),Marquise Brown,15410051,WR/FLEX,6200,BAL@HOU 09/20/2020 04:25PM ET,BAL,18.1
WR,Julian Edelman (15409184),Julian Edelman,15409184,WR/FLEX,6200,NE@SEA 09/20/2020 08:20PM ET,NE,13
WR,A.J. Brown (15410028),A.J. Brown,15410028,WR/FLEX,6100,JAX@TEN 09/20/2020 01:00PM ET,TEN,8.9
RB,Todd Gurley II (15409465),Todd Gurley II,15409465,RB/FLEX,6100,ATL@DAL 09/20/2020 01:00PM ET,ATL,13.7
QB,Kyler Murray (15409834),Kyler Murray,15409834,QB,6100,WAS@ARI 09/20/2020 04:05PM ET,ARI,27.3
QB,Carson Wentz (15409411),Carson Wentz,15409411,QB,6000,LAR@PHI 09/20/2020 01:00PM ET,PHI,16
RB,Miles Sanders (15409992),Miles Sanders,15409992,RB/FLEX,6000,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
WR,DJ Chark Jr. (15409637),DJ Chark Jr.,15409637,WR/FLEX,6000,JAX@TEN 09/20/2020 01:00PM ET,JAX,11.5
WR,Courtland Sutton (15409755),Courtland Sutton,15409755,WR/FLEX,6000,DEN@PIT 09/20/2020 01:00PM ET,DEN,0
WR,John Brown (15409240),John Brown,15409240,WR/FLEX,6000,BUF@MIA 09/20/2020 01:00PM ET,BUF,19
WR,DK Metcalf (15410030),DK Metcalf,15410030,WR/FLEX,6000,NE@SEA 09/20/2020 08:20PM ET,SEA,19.5
QB,Ryan Tannehill (15409187),Ryan Tannehill,15409187,QB,5900,JAX@TEN 09/20/2020 01:00PM ET,TEN,19.36
QB,Philip Rivers (15409147),Philip Rivers,15409147,QB,5900,MIN@IND 09/20/2020 01:00PM ET,IND,19.82
QB,Kirk Cousins (15409207),Kirk Cousins,15409207,QB,5900,MIN@IND 09/20/2020 01:00PM ET,MIN,22.76
WR,DeVante Parker (15409353),DeVante Parker,15409353,WR/FLEX,5900,BUF@MIA 09/20/2020 01:00PM ET,MIA,8.7
RB,Kenyan Drake (15409461),Kenyan Drake,15409461,RB/FLEX,5900,WAS@ARI 09/20/2020 04:05PM ET,ARI,14.5
WR,Terry McLaurin (15409727),Terry McLaurin,15409727,WR/FLEX,5900,WAS@ARI 09/20/2020 04:05PM ET,WAS,11.1
QB,Daniel Jones (15409835),Daniel Jones,15409835,QB,5800,NYG@CHI 09/20/2020 01:00PM ET,NYG,19.36
QB,Jared Goff (15409504),Jared Goff,15409504,QB,5800,LAR@PHI 09/20/2020 01:00PM ET,LAR,11.5
QB,Gardner Minshew II (15409796),Gardner Minshew II,15409796,QB,5800,JAX@TEN 09/20/2020 01:00PM ET,JAX,20.82
QB,Teddy Bridgewater (15409335),Teddy Bridgewater,15409335,QB,5800,CAR@TB 09/20/2020 01:00PM ET,CAR,19.36
RB,David Johnson (15409289),David Johnson,15409289,RB/FLEX,5800,BAL@HOU 09/20/2020 04:25PM ET,HOU,19.9
WR,Emmanuel Sanders (15409172),Emmanuel Sanders,15409172,WR/FLEX,5800,NO@LV 09/21/2020 08:15PM ET,NO,10.5
WR,Marvin Jones Jr. (15409217),Marvin Jones Jr.,15409217,WR/FLEX,5700,DET@GB 09/20/2020 01:00PM ET,DET,9.5
QB,Jimmy Garoppolo (15409301),Jimmy Garoppolo,15409301,QB,5700,SF@NYJ 09/20/2020 01:00PM ET,SF,19.26
RB,Malcolm Brown (15409361),Malcolm Brown,15409361,RB/FLEX,5700,LAR@PHI 09/20/2020 01:00PM ET,LAR,26
WR,T.Y. Hilton (15409232),T.Y. Hilton,15409232,WR/FLEX,5700,MIN@IND 09/20/2020 01:00PM ET,IND,9.3
RB,Jonathan Taylor (15410095),Jonathan Taylor,15410095,RB/FLEX,5700,MIN@IND 09/20/2020 01:00PM ET,IND,14.9
WR,Keenan Allen (15409310),Keenan Allen,15409310,WR/FLEX,5700,KC@LAC 09/20/2020 04:25PM ET,LAC,7.7
QB,Derek Carr (15409249),Derek Carr,15409249,QB,5700,NO@LV 09/21/2020 08:15PM ET,LV,13.56
RB,David Montgomery (15410037),David Montgomery,15410037,RB/FLEX,5600,NYG@CHI 09/20/2020 01:00PM ET,CHI,8.4
TE,Zach Ertz (15409254),Zach Ertz,15409254,TE/FLEX,5600,LAR@PHI 09/20/2020 01:00PM ET,PHI,10.8
WR,Michael Gallup (15409929),Michael Gallup,15409929,WR/FLEX,5600,ATL@DAL 09/20/2020 01:00PM ET,DAL,8
WR,Sterling Shepard (15409441),Sterling Shepard,15409441,WR/FLEX,5500,NYG@CHI 09/20/2020 01:00PM ET,NYG,10.7
QB,Mitchell Trubisky (15409509),Mitchell Trubisky,15409509,QB,5500,NYG@CHI 09/20/2020 01:00PM ET,CHI,24.28
WR,Jamison Crowder (15409345),Jamison Crowder,15409345,WR/FLEX,5400,SF@NYJ 09/20/2020 01:00PM ET,NYJ,27.5
WR,Alshon Jeffery (15409261),Alshon Jeffery,15409261,WR/FLEX,5400,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
QB,Drew Lock (15409861),Drew Lock,15409861,QB,5400,DEN@PIT 09/20/2020 01:00PM ET,DEN,13.14
RB,Mark Ingram II (15409211),Mark Ingram II,15409211,RB/FLEX,5400,BAL@HOU 09/20/2020 04:25PM ET,BAL,2.9
TE,Darren Waller (15409347),Darren Waller,15409347,TE/FLEX,5400,NO@LV 09/21/2020 08:15PM ET,LV,10.5
WR,Allen Lazard (15409741),Allen Lazard,15409741,WR/FLEX,5300,DET@GB 09/20/2020 01:00PM ET,GB,18.2
TE,Evan Engram (15409587),Evan Engram,15409587,TE/FLEX,5300,NYG@CHI 09/20/2020 01:00PM ET,NYG,2.9
RB,Nyheim Hines (15409839),Nyheim Hines,15409839,RB/FLEX,5300,MIN@IND 09/20/2020 01:00PM ET,IND,27.3
QB,Tyrod Taylor (15409198),Tyrod Taylor,15409198,QB,5300,KC@LAC 09/20/2020 04:25PM ET,LAC,9.02
RB,James White (15409304),James White,15409304,RB/FLEX,5300,NE@SEA 09/20/2020 08:20PM ET,NE,8.2
TE,Jared Cook (15409162),Jared Cook,15409162,TE/FLEX,5300,NO@LV 09/21/2020 08:15PM ET,NO,13
QB,Jameis Winston (15409443),Jameis Winston,15409443,QB,5300,NO@LV 09/21/2020 08:15PM ET,NO,0
WR,Henry Ruggs III (15410085),Henry Ruggs III,15410085,WR/FLEX,5300,NO@LV 09/21/2020 08:15PM ET,LV,9.6
TE,T.J. Hockenson (15409986),T.J. Hockenson,15409986,TE/FLEX,5200,DET@GB 09/20/2020 01:00PM ET,DET,16.6
RB,Le'Veon Bell (15409283),Le'Veon Bell,15409283,RB/FLEX,5200,SF@NYJ 09/20/2020 01:00PM ET,NYJ,6.6
WR,Anthony Miller (15409582),Anthony Miller,15409582,WR/FLEX,5200,NYG@CHI 09/20/2020 01:00PM ET,CHI,17.6
WR,Robby Anderson (15409401),Robby Anderson,15409401,WR/FLEX,5200,CAR@TB 09/20/2020 01:00PM ET,CAR,28.4
RB,Ronald Jones II (15409837),Ronald Jones II,15409837,RB/FLEX,5200,CAR@TB 09/20/2020 01:00PM ET,TB,10.2
RB,Melvin Gordon III (15409377),Melvin Gordon III,15409377,RB/FLEX,5200,DEN@PIT 09/20/2020 01:00PM ET,DEN,16.6
QB,Ryan Fitzpatrick (15409132),Ryan Fitzpatrick,15409132,QB,5200,BUF@MIA 09/20/2020 01:00PM ET,MIA,8.44
RB,Devin Singletary (15409950),Devin Singletary,15409950,RB/FLEX,5200,BUF@MIA 09/20/2020 01:00PM ET,BUF,10.3
QB,Tua Tagovailoa (15410043),Tua Tagovailoa,15410043,QB,5200,BUF@MIA 09/20/2020 01:00PM ET,MIA,0
QB,Sam Darnold (15409836),Sam Darnold,15409836,QB,5100,SF@NYJ 09/20/2020 01:00PM ET,NYJ,12.2
WR,DeSean Jackson (15409165),DeSean Jackson,15409165,WR/FLEX,5100,LAR@PHI 09/20/2020 01:00PM ET,PHI,6.6
RB,Phillip Lindsay (15409573),Phillip Lindsay,15409573,RB/FLEX,5100,DEN@PIT 09/20/2020 01:00PM ET,DEN,4.5
QB,Dwayne Haskins Jr. (15410036),Dwayne Haskins Jr.,15410036,QB,5100,WAS@ARI 09/20/2020 04:05PM ET,WAS,12.82
TE,Hunter Henry (15409557),Hunter Henry,15409557,TE/FLEX,5100,KC@LAC 09/20/2020 04:25PM ET,LAC,12.3
QB,Justin Herbert (15409912),Justin Herbert,15409912,QB,5100,KC@LAC 09/20/2020 04:25PM ET,LAC,0
RB,J.K. Dobbins (15410059),J.K. Dobbins,15410059,RB/FLEX,5100,BAL@HOU 09/20/2020 04:25PM ET,BAL,14.2
QB,Chase Daniel (15409164),Chase Daniel,15409164,QB,5000,DET@GB 09/20/2020 01:00PM ET,DET,0
WR,Deebo Samuel (15409707),Deebo Samuel,15409707,WR/FLEX,5000,SF@NYJ 09/20/2020 01:00PM ET,SF,0
QB,Nick Foles (15409206),Nick Foles,15409206,QB,5000,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
WR,Darius Slayton (15409851),Darius Slayton,15409851,WR/FLEX,5000,NYG@CHI 09/20/2020 01:00PM ET,NYG,31.2
RB,Boston Scott (15409591),Boston Scott,15409591,RB/FLEX,5000,LAR@PHI 09/20/2020 01:00PM ET,PHI,7.4
TE,Dallas Goedert (15409619),Dallas Goedert,15409619,TE/FLEX,5000,LAR@PHI 09/20/2020 01:00PM ET,PHI,27.1
QB,Andy Dalton (15409168),Andy Dalton,15409168,QB,5000,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
QB,Jacoby Brissett (15409387),Jacoby Brissett,15409387,QB,5000,MIN@IND 09/20/2020 01:00PM ET,IND,0
RB,Marlon Mack (15409760),Marlon Mack,15409760,RB/FLEX,5000,MIN@IND 09/20/2020 01:00PM ET,IND,8.6
QB,Jarrett Stidham (15409776),Jarrett Stidham,15409776,QB,5000,NE@SEA 09/20/2020 08:20PM ET,NE,0
RB,D'Andre Swift (15410101),D'Andre Swift,15410101,RB/FLEX,4900,DET@GB 09/20/2020 01:00PM ET,DET,11.3
WR,Kendrick Bourne (15409609),Kendrick Bourne,15409609,WR/FLEX,4900,SF@NYJ 09/20/2020 01:00PM ET,SF,5.4
WR,Golden Tate (15409199),Golden Tate,15409199,WR/FLEX,4900,NYG@CHI 09/20/2020 01:00PM ET,NYG,0
QB,Jalen Hurts (15409934),Jalen Hurts,15409934,QB,4900,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
QB,Mason Rudolph (15409656),Mason Rudolph,15409656,QB,4900,DEN@PIT 09/20/2020 01:00PM ET,PIT,0
WR,Jerry Jeudy (15410041),Jerry Jeudy,15410041,WR/FLEX,4900,DEN@PIT 09/20/2020 01:00PM ET,DEN,9.6
RB,Tony Pollard (15409847),Tony Pollard,15409847,RB/FLEX,4900,ATL@DAL 09/20/2020 01:00PM ET,DAL,5.2
QB,Alex Smith (15409140),Alex Smith,15409140,QB,4900,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
QB,Brett Hundley (15409327),Brett Hundley,15409327,QB,4900,WAS@ARI 09/20/2020 04:05PM ET,ARI,0
WR,Brandin Cooks (15409395),Brandin Cooks,15409395,WR/FLEX,4900,BAL@HOU 09/20/2020 04:25PM ET,HOU,4
WR,Danny Amendola (15409152),Danny Amendola,15409152,WR/FLEX,4800,DET@GB 09/20/2020 01:00PM ET,DET,13.1
RB,Tarik Cohen (15409611),Tarik Cohen,15409611,RB/FLEX,4800,NYG@CHI 09/20/2020 01:00PM ET,CHI,6.7
QB,Blaine Gabbert (15409219),Blaine Gabbert,15409219,QB,4800,CAR@TB 09/20/2020 01:00PM ET,TB,0
RB,Leonard Fournette (15409639),Leonard Fournette,15409639,RB/FLEX,4800,CAR@TB 09/20/2020 01:00PM ET,TB,2.9
QB,Matt Schaub (15409149),Matt Schaub,15409149,QB,4800,ATL@DAL 09/20/2020 01:00PM ET,ATL,0
WR,Russell Gage (15409641),Russell Gage,15409641,WR/FLEX,4800,ATL@DAL 09/20/2020 01:00PM ET,ATL,23.4
WR,Preston Williams (15409806),Preston Williams,15409806,WR/FLEX,4800,BUF@MIA 09/20/2020 01:00PM ET,MIA,6.1
RB,Zack Moss (15409932),Zack Moss,15409932,RB/FLEX,4800,BUF@MIA 09/20/2020 01:00PM ET,BUF,11.7
WR,Sammy Watkins (15409351),Sammy Watkins,15409351,WR/FLEX,4800,KC@LAC 09/20/2020 04:25PM ET,KC,21.5
RB,Adrian Peterson (15409158),Adrian Peterson,15409158,RB/FLEX,4700,DET@GB 09/20/2020 01:00PM ET,DET,14.4
TE,Tyler Higbee (15409359),Tyler Higbee,15409359,TE/FLEX,4700,LAR@PHI 09/20/2020 01:00PM ET,LAR,7
QB,Will Grier (15409621),Will Grier,15409621,QB,4700,CAR@TB 09/20/2020 01:00PM ET,CAR,0
WR,Curtis Samuel (15409634),Curtis Samuel,15409634,WR/FLEX,4700,CAR@TB 09/20/2020 01:00PM ET,CAR,9.3
WR,CeeDee Lamb (15410093),CeeDee Lamb,15410093,WR/FLEX,4700,ATL@DAL 09/20/2020 01:00PM ET,DAL,10.9
WR,Cole Beasley (15409215),Cole Beasley,15409215,WR/FLEX,4700,BUF@MIA 09/20/2020 01:00PM ET,BUF,9.8
RB,Jordan Howard (15409601),Jordan Howard,15409601,RB/FLEX,4700,BUF@MIA 09/20/2020 01:00PM ET,MIA,6.7
WR,Steven Sims Jr. (15409808),Steven Sims Jr.,15409808,WR/FLEX,4700,WAS@ARI 09/20/2020 04:05PM ET,WAS,8
RB,Joshua Kelley (15409825),Joshua Kelley,15409825,RB/FLEX,4700,KC@LAC 09/20/2020 04:25PM ET,LAC,12
QB,AJ McCarron (15409265),AJ McCarron,15409265,QB,4700,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
QB,Marcus Mariota (15409394),Marcus Mariota,15409394,QB,4700,NO@LV 09/21/2020 08:15PM ET,LV,0
WR,Marquez Valdes-Scantling (15409549),Marquez Valdes-Scantling,15409549,WR/FLEX,4600,DET@GB 09/20/2020 01:00PM ET,GB,19.6
QB,Jordan Love (15409931),Jordan Love,15409931,QB,4600,DET@GB 09/20/2020 01:00PM ET,GB,0
RB,Corey Clement (15409553),Corey Clement,15409553,RB/FLEX,4600,LAR@PHI 09/20/2020 01:00PM ET,PHI,4.1
RB,Darrell Henderson Jr. (15409940),Darrell Henderson Jr.,15409940,RB/FLEX,4600,LAR@PHI 09/20/2020 01:00PM ET,LAR,0.6
TE,Hayden Hurst (15409857),Hayden Hurst,15409857,TE/FLEX,4600,ATL@DAL 09/20/2020 01:00PM ET,ATL,6.8
WR,Larry Fitzgerald (15409145),Larry Fitzgerald,15409145,WR/FLEX,4600,WAS@ARI 09/20/2020 04:05PM ET,ARI,7.4
QB,Kyle Allen (15409645),Kyle Allen,15409645,QB,4600,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
RB,Chase Edmonds (15409691),Chase Edmonds,15409691,RB/FLEX,4600,WAS@ARI 09/20/2020 04:05PM ET,ARI,13.5
WR,Hunter Renfrow (15409762),Hunter Renfrow,15409762,WR/FLEX,4600,NO@LV 09/21/2020 08:15PM ET,LV,4.1
RB,Frank Gore (15409130),Frank Gore,15409130,RB/FLEX,4500,SF@NYJ 09/20/2020 01:00PM ET,NYJ,2.4
QB,Joe Flacco (15409139),Joe Flacco,15409139,QB,4500,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
RB,Dion Lewis (15409245),Dion Lewis,15409245,RB/FLEX,4500,NYG@CHI 09/20/2020 01:00PM ET,NYG,0.1
RB,Cam Akers (15410053),Cam Akers,15410053,RB/FLEX,4500,LAR@PHI 09/20/2020 01:00PM ET,LAR,5.3
WR,Diontae Johnson (15409904),Diontae Johnson,15409904,WR/FLEX,4500,DEN@PIT 09/20/2020 01:00PM ET,PIT,10.7
RB,Benny Snell Jr. (15409956),Benny Snell Jr.,15409956,RB/FLEX,4500,DEN@PIT 09/20/2020 01:00PM ET,PIT,14.3
TE,Blake Jarwin (15409498),Blake Jarwin,15409498,TE/FLEX,4500,ATL@DAL 09/20/2020 01:00PM ET,DAL,2.2
WR,Parris Campbell (15409725),Parris Campbell,15409725,WR/FLEX,4500,MIN@IND 09/20/2020 01:00PM ET,IND,14
QB,Matt Barkley (15409244),Matt Barkley,15409244,QB,4500,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
RB,Matt Breida (15409597),Matt Breida,15409597,RB/FLEX,4500,BUF@MIA 09/20/2020 01:00PM ET,MIA,2.2
RB,Latavius Murray (15409230),Latavius Murray,15409230,RB/FLEX,4500,NO@LV 09/21/2020 08:15PM ET,NO,4.8
RB,Josh Adams (15409884),Josh Adams,15409884,RB/FLEX,4400,SF@NYJ 09/20/2020 01:00PM ET,NYJ,10.2
QB,Mike Glennon (15409222),Mike Glennon,15409222,QB,4400,JAX@TEN 09/20/2020 01:00PM ET,JAX,0
RB,James Robinson (15410016),James Robinson,15410016,RB/FLEX,4400,JAX@TEN 09/20/2020 01:00PM ET,JAX,10
TE,Noah Fant (15409984),Noah Fant,15409984,TE/FLEX,4400,DEN@PIT 09/20/2020 01:00PM ET,DEN,19.1
WR,Justin Jefferson (15410099),Justin Jefferson,15410099,WR/FLEX,4400,MIN@IND 09/20/2020 01:00PM ET,MIN,4.6
RB,Peyton Barber (15409559),Peyton Barber,15409559,RB/FLEX,4400,WAS@ARI 09/20/2020 04:05PM ET,WAS,14.9
WR,Randall Cobb (15409225),Randall Cobb,15409225,WR/FLEX,4400,BAL@HOU 09/20/2020 04:25PM ET,HOU,4.3
WR,Brandon Aiyuk (15410107),Brandon Aiyuk,15410107,WR/FLEX,4300,SF@NYJ 09/20/2020 01:00PM ET,SF,0
WR,Keelan Cole (15409617),Keelan Cole,15409617,WR/FLEX,4300,JAX@TEN 09/20/2020 01:00PM ET,JAX,15.7
TE,Eric Ebron (15409371),Eric Ebron,15409371,TE/FLEX,4300,DEN@PIT 09/20/2020 01:00PM ET,PIT,2.8
RB,Alexander Mattison (15410020),Alexander Mattison,15410020,RB/FLEX,4300,MIN@IND 09/20/2020 01:00PM ET,MIN,12
RB,Myles Gaskin (15409777),Myles Gaskin,15409777,RB/FLEX,4300,BUF@MIA 09/20/2020 01:00PM ET,MIA,10.6
QB,Jake Fromm (15410048),Jake Fromm,15410048,QB,4300,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
WR,Christian Kirk (15409772),Christian Kirk,15409772,WR/FLEX,4300,WAS@ARI 09/20/2020 04:05PM ET,ARI,1
RB,Antonio Gibson (15410109),Antonio Gibson,15410109,RB/FLEX,4300,WAS@ARI 09/20/2020 04:05PM ET,WAS,6.4
QB,Robert Griffin III (15409210),Robert Griffin III,15409210,QB,4300,BAL@HOU 09/20/2020 04:25PM ET,BAL,0.26
WR,Willie Snead IV (15409330),Willie Snead IV,15409330,WR/FLEX,4300,BAL@HOU 09/20/2020 04:25PM ET,BAL,16.4
RB,Sony Michel (15409652),Sony Michel,15409652,RB/FLEX,4300,NE@SEA 09/20/2020 08:20PM ET,NE,9.7
RB,Jamaal Williams (15409473),Jamaal Williams,15409473,RB/FLEX,4200,DET@GB 09/20/2020 01:00PM ET,GB,8.2
RB,Jerick McKinnon (15409323),Jerick McKinnon,15409323,RB/FLEX,4200,SF@NYJ 09/20/2020 01:00PM ET,SF,13.4
WR,Greg Ward (15409541),Greg Ward,15409541,WR/FLEX,4200,LAR@PHI 09/20/2020 01:00PM ET,PHI,8.1
TE,Jonnu Smith (15409555),Jonnu Smith,15409555,TE/FLEX,4200,JAX@TEN 09/20/2020 01:00PM ET,TEN,13.6
WR,Laviska Shenault Jr. (15410091),Laviska Shenault Jr.,15410091,WR/FLEX,4200,JAX@TEN 09/20/2020 01:00PM ET,JAX,13.7
WR,Mike Williams (15409532),Mike Williams,15409532,WR/FLEX,4200,KC@LAC 09/20/2020 04:25PM ET,LAC,10.9
RB,Carlos Hyde (15409285),Carlos Hyde,15409285,RB/FLEX,4200,NE@SEA 09/20/2020 08:20PM ET,SEA,8.3
RB,Damien Harris (15409878),Damien Harris,15409878,RB/FLEX,4200,NE@SEA 09/20/2020 08:20PM ET,NE,0
WR,N'Keal Harry (15409908),N'Keal Harry,15409908,WR/FLEX,4200,NE@SEA 09/20/2020 08:20PM ET,NE,7.9
QB,Tim Boyle (15409545),Tim Boyle,15409545,QB,4100,DET@GB 09/20/2020 01:00PM ET,GB,-0.2
QB,Nick Mullens (15409577),Nick Mullens,15409577,QB,4100,SF@NYJ 09/20/2020 01:00PM ET,SF,0
QB,Colt McCoy (15409167),Colt McCoy,15409167,QB,4100,NYG@CHI 09/20/2020 01:00PM ET,NYG,0
QB,Nate Sudfeld (15409479),Nate Sudfeld,15409479,QB,4100,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
QB,John Wolford (15409732),John Wolford,15409732,QB,4100,LAR@PHI 09/20/2020 01:00PM ET,LAR,0
WR,Jalen Reagor (15410049),Jalen Reagor,15410049,WR/FLEX,4100,LAR@PHI 09/20/2020 01:00PM ET,PHI,6.5
