Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Cooper Kupp (15961653),Cooper Kupp,15961653,WR/FLEX,7000,NYJ@LAR 12/20/2020 04:05PM ET,LAR,15.02
QB,Kyler Murray (15961222),Kyler Murray,15961222,QB,7000,PHI@ARI 12/20/2020 04:05PM ET,ARI,26.80
WR,Julio Jones (15961655),Julio Jones,15961655,WR/FLEX,6900,TB@ATL 12/20/2020 01:00PM ET,ATL,17.23
QB,Justin Herbert (15961223),Justin Herbert,15961223,QB,6900,LAC@LV 12/17/2020 08:20PM ET,LAC,23.68
TE,Darren Waller (15962089),Darren Waller,15962089,TE/FLEX,6900,LAC@LV 12/17/2020 08:20PM ET,LV,16.36
RB,Miles Sanders (15961325),Miles Sanders,15961325,RB/FLEX,6900,PHI@ARI 12/20/2020 04:05PM ET,PHI,15
RB,Chris Carson (15961327),Chris Carson,15961327,RB/FLEX,6800,SEA@WAS 12/20/2020 01:00PM ET,SEA,17.52
QB,Deshaun Watson (15961224),Deshaun Watson,15961224,QB,6800,HOU@IND 12/20/2020 01:00PM ET,HOU,24.72
WR,Robert Woods (15961657),Robert Woods,15961657,WR/FLEX,6800,NYJ@LAR 12/20/2020 04:05PM ET,LAR,16.46
RB,Antonio Gibson (15961329),Antonio Gibson,15961329,RB/FLEX,6700,SEA@WAS 12/20/2020 01:00PM ET,WAS,15.93
WR,Tyler Lockett (15961659),Tyler Lockett,15961659,WR/FLEX,6700,SEA@WAS 12/20/2020 01:00PM ET,SEA,17.2
QB,Ryan Tannehill (15961225),Ryan Tannehill,15961225,QB,6700,DET@TEN 12/20/2020 01:00PM ET,TEN,21.35
QB,Tom Brady (15961226),Tom Brady,15961226,QB,6600,TB@ATL 12/20/2020 01:00PM ET,TB,21.41
