,TmOFNS,GOFNS,PlaysOFNS,ToGoOFNS,YdsOFNS,1st%OFNS,TO%OFNS,TDOFNS,FGOFNS,nanOFNS,IntOFNS,FmbOFNS,SkOFNS,PassOFNS,RushOFNS,FGOFNS1,PuntOFNS,Week,TmDFNS,GDFNS,PlaysDFNS,ToGoDFNS,YdsDFNS,1st%DFNS,TO%DFNS,TDDFNS,FGDFNS,nanDFNS,IntDFNS,FmbDFNS,SkDFNS,PassDFNS,RushDFNS,FGDFNS1,PuntDFNS,RkALLSCR,TmALLSCR,YearALLSCR,DateALLSCR,TimeALLSCR,LTimeALLSCR,nanALLSCR,OppALLSCR,WeekALLSCR,G#ALLSCR,DayALLSCR,ResultALLSCR,OTALLSCR,TDALLSCR,XPAALLSCR,XPMALLSCR,FGAALLSCR,FGMALLSCR,2PAALLSCR,2PMALLSCR,SftyALLSCR,RkDSTSCR,TmDSTSCR,YearDSTSCR,DateDSTSCR,TimeDSTSCR,LTimeDSTSCR,nanDSTSCR,OppDSTSCR,WeekDSTSCR,G#DSTSCR,DayDSTSCR,ResultDSTSCR,OTDSTSCR,KRDSTSCR,PRDSTSCR,IRDSTSCR,FRDSTSCR,ORDSTSCR,RetTDDSTSCR,PtsFor,PtsAgainst,Opponent
40,DET,1,71,7.8,5.2,0.268,0.0,3,3,19.0,0,0,1,34,21,3,4,10,DET,1,97,7.5,4.8,0.309,0.01,3,2,30.0,0,1,2,57,26,3,2,8,DET,2020,2020-11-15,01:00:00,01:00:00,0,WAS,10,9,Sun,W 30-27,0,3,3,3,3,3,0,0,0,9,DET,2020,2020-11-15,01:00:00,01:00:00,0,WAS,10,9,Sun,W 30-27,0,0,0,0,0,0,0,30,27,WAS
41,GNB,1,74,7.4,5.3,0.189,0.027,3,1,14.0,1,1,1,35,25,1,5,10,GNB,1,76,8.1,3.4,0.197,0.013,1,2,15.0,1,0,3,38,23,2,6,9,GNB,2020,2020-11-15,01:00:00,12:00:00,0,JAX,10,9,Sun,W 24-20,0,3,3,3,1,1,0,0,0,10,GNB,2020,2020-11-15,01:00:00,12:00:00,0,JAX,10,9,Sun,W 24-20,0,0,0,0,0,0,0,24,20,JAX
42,HOU,1,63,7.7,3.9,0.238,0.0,1,0,15.0,0,0,2,32,22,2,3,10,HOU,1,70,7.9,5.1,0.257,0.0,1,1,18.0,0,0,1,21,41,1,4,26,HOU,2020,2020-11-15,01:00:00,01:00:00,@,CLE,10,9,Sun,L 7-10,0,1,1,1,1,0,0,0,0,11,HOU,2020,2020-11-15,01:00:00,01:00:00,@,CLE,10,9,Sun,L 7-10,0,0,0,0,0,0,0,7,10,CLE
43,JAX,1,76,8.1,3.4,0.197,0.013,1,2,15.0,1,0,3,38,23,2,6,10,JAX,1,74,7.4,5.3,0.189,0.027,3,1,14.0,1,1,1,35,25,1,5,17,JAX,2020,2020-11-15,01:00:00,12:00:00,@,GNB,10,9,Sun,L 20-24,0,2,2,2,2,2,0,0,0,12,JAX,2020,2020-11-15,01:00:00,12:00:00,@,GNB,10,9,Sun,L 20-24,0,0,1,0,0,0,1,20,24,GNB
44,MIA,1,70,7.2,4.0,0.229,0.014,3,3,16.0,0,1,0,25,32,4,2,10,MIA,1,78,6.9,3.5,0.244,0.013,3,0,19.0,1,0,2,34,29,0,5,10,MIA,2020,2020-11-15,04:05:00,04:05:00,0,LAC,10,9,Sun,W 29-21,0,3,2,2,4,3,1,0,0,13,MIA,2020,2020-11-15,04:05:00,04:05:00,0,LAC,10,9,Sun,W 29-21,0,0,0,0,0,0,0,29,21,LAC
45,MIN,1,83,8.1,4.6,0.217,0.036,2,2,18.0,1,2,1,37,33,2,5,10,MIN,1,63,7.4,2.4,0.159,0.016,1,2,10.0,1,0,2,33,17,2,5,18,MIN,2020,2020-11-16,08:15:00,07:15:00,@,CHI,10,9,Mon,W 19-13,0,2,1,1,2,2,1,0,0,14,MIN,2020,2020-11-16,08:15:00,07:15:00,@,CHI,10,9,Mon,W 19-13,0,0,0,0,0,0,0,19,13,CHI
46,NOR,1,70,7.0,3.4,0.229,0.043,3,2,16.0,0,3,3,26,30,2,5,10,NOR,1,80,9.0,3.5,0.213,0.038,1,2,17.0,2,1,2,41,25,2,5,11,NOR,2020,2020-11-15,04:25:00,03:25:00,0,SFO,10,9,Sun,W 27-13,0,3,3,3,2,2,0,0,0,15,NOR,2020,2020-11-15,04:25:00,03:25:00,0,SFO,10,9,Sun,W 27-13,0,0,0,0,0,0,0,27,13,SFO
47,NWE,1,70,7.2,4.4,0.3,0.0,3,1,21.0,0,0,1,19,39,1,4,10,NWE,1,75,7.5,4.8,0.253,0.013,2,1,19.0,1,0,2,36,28,1,3,12,NWE,2020,2020-11-15,08:20:00,08:20:00,0,BAL,10,9,Sun,W 23-17,0,3,3,2,1,1,0,0,0,16,NWE,2020,2020-11-15,08:20:00,08:20:00,0,BAL,10,9,Sun,W 23-17,0,0,0,0,0,0,0,23,17,BAL
48,NYG,1,80,7.5,4.8,0.25,0.0,3,2,20.0,0,0,3,31,36,2,4,10,NYG,1,77,8.1,4.5,0.26,0.0,2,1,20.0,0,0,2,40,23,1,5,13,NYG,2020,2020-11-15,01:00:00,01:00:00,0,PHI,10,10,Sun,W 27-17,0,3,3,3,2,2,0,0,0,17,NYG,2020,2020-11-15,01:00:00,01:00:00,0,PHI,10,10,Sun,W 27-17,0,0,0,0,0,0,0,27,17,PHI
49,TEN,1,73,7.3,4.0,0.26,0.0,2,1,19.0,0,0,1,28,32,2,3,10,TEN,1,80,6.5,5.4,0.313,0.0,3,2,25.0,0,0,1,40,29,2,1,19,TEN,2020,2020-11-12,08:20:00,07:20:00,0,IND,10,9,Thu,L 17-34,0,2,2,2,2,1,0,0,0,18,TEN,2020,2020-11-12,08:20:00,07:20:00,0,IND,10,9,Thu,L 17-34,0,0,0,0,0,0,0,17,34,IND
50,PHI,1,77,8.1,4.5,0.26,0.0,2,1,20.0,0,0,2,40,23,1,5,10,PHI,1,80,7.5,4.8,0.25,0.0,3,2,20.0,0,0,3,31,36,2,4,20,PHI,2020,2020-11-15,01:00:00,01:00:00,@,NYG,10,9,Sun,L 17-27,0,2,0,0,1,1,2,1,0,19,PHI,2020,2020-11-15,01:00:00,01:00:00,@,NYG,10,9,Sun,L 17-27,0,0,0,0,0,0,0,17,27,NYG
51,PIT,1,83,8.1,4.5,0.229,0.012,4,3,19.0,0,1,0,46,20,3,7,10,PIT,1,84,8.6,3.4,0.19,0.012,1,1,16.0,0,1,4,44,20,1,10,3,PIT,2020,2020-11-15,04:25:00,04:25:00,0,CIN,10,9,Sun,W 36-10,0,4,3,3,3,3,1,0,0,20,PIT,2020,2020-11-15,04:25:00,04:25:00,0,CIN,10,9,Sun,W 36-10,0,0,0,0,0,0,0,36,10,CIN
52,LVR,1,81,7.4,4.4,0.235,0.0,4,3,19.0,0,0,0,25,41,3,4,10,LVR,1,83,7.7,3.8,0.217,0.06,1,2,18.0,4,1,2,49,19,2,4,4,LVR,2020,2020-11-15,04:05:00,01:05:00,0,DEN,10,9,Sun,W 37-12,0,4,4,4,3,3,0,0,0,21,LVR,2020,2020-11-15,04:05:00,01:05:00,0,DEN,10,9,Sun,W 37-12,0,0,0,0,0,0,0,37,12,DEN
53,LAR,1,81,7.6,4.8,0.284,0.012,3,1,23.0,0,1,3,40,29,1,4,10,LAR,1,77,8.4,4.3,0.247,0.039,1,3,19.0,2,1,6,43,22,3,3,14,LAR,2020,2020-11-15,04:25:00,01:25:00,0,SEA,10,9,Sun,W 23-16,0,3,3,2,1,1,0,0,0,22,LAR,2020,2020-11-15,04:25:00,01:25:00,0,SEA,10,9,Sun,W 23-16,0,0,0,0,0,0,0,23,16,SEA
54,BAL,1,75,7.5,4.8,0.253,0.013,2,1,19.0,1,0,2,36,28,1,3,10,BAL,1,70,7.2,4.4,0.3,0.0,3,1,21.0,0,0,1,19,39,1,4,21,BAL,2020,2020-11-15,08:20:00,08:20:00,@,NWE,10,9,Sun,L 17-23,0,2,2,2,1,1,0,0,0,23,BAL,2020,2020-11-15,08:20:00,08:20:00,@,NWE,10,9,Sun,L 17-23,0,0,0,0,0,0,0,17,23,NWE
55,LAC,1,78,6.9,3.5,0.244,0.013,3,0,19.0,1,0,2,34,29,0,5,10,LAC,1,70,7.2,4.0,0.229,0.014,3,3,16.0,0,1,0,25,32,4,2,15,LAC,2020,2020-11-15,04:05:00,04:05:00,@,MIA,10,9,Sun,L 21-29,0,3,3,3,0,0,0,0,0,24,LAC,2020,2020-11-15,04:05:00,04:05:00,@,MIA,10,9,Sun,L 21-29,0,0,0,0,0,0,0,21,29,MIA
56,SEA,1,77,8.4,4.3,0.247,0.039,1,3,19.0,2,1,6,43,22,3,3,10,SEA,1,81,7.6,4.8,0.284,0.012,3,1,23.0,0,1,3,40,29,1,4,27,SEA,2020,2020-11-15,04:25:00,01:25:00,@,LAR,10,9,Sun,L 16-23,0,1,1,1,3,3,0,0,0,25,SEA,2020,2020-11-15,04:25:00,01:25:00,@,LAR,10,9,Sun,L 16-23,0,0,0,0,0,0,0,16,23,LAR
57,SFO,1,80,9.0,3.5,0.213,0.038,1,2,17.0,2,1,2,41,25,2,5,10,SFO,1,70,7.0,3.4,0.229,0.043,3,2,16.0,0,3,3,26,30,2,5,28,SFO,2020,2020-11-15,04:25:00,03:25:00,@,NOR,10,10,Sun,L 13-27,0,1,1,1,2,2,0,0,0,26,SFO,2020,2020-11-15,04:25:00,03:25:00,@,NOR,10,10,Sun,L 13-27,0,0,0,0,0,0,0,13,27,NOR
58,TAM,1,91,7.2,6.0,0.297,0.011,5,4,27.0,0,1,1,40,37,4,0,10,TAM,1,65,6.5,3.0,0.185,0.015,3,1,12.0,1,0,3,30,16,1,5,1,TAM,2020,2020-11-15,01:00:00,01:00:00,@,CAR,10,10,Sun,W 46-23,0,5,5,4,4,4,0,0,0,27,TAM,2020,2020-11-15,01:00:00,01:00:00,@,CAR,10,10,Sun,W 46-23,0,0,0,0,0,0,0,46,23,CAR
59,WAS,1,97,7.5,4.8,0.309,0.01,3,2,30.0,0,1,2,57,26,3,2,10,WAS,1,71,7.8,5.2,0.268,0.0,3,3,19.0,0,0,1,34,21,3,4,16,WAS,2020,2020-11-15,01:00:00,01:00:00,@,DET,10,9,Sun,L 27-30,0,3,3,3,3,2,0,0,0,28,WAS,2020,2020-11-15,01:00:00,01:00:00,@,DET,10,9,Sun,L 27-30,0,0,0,0,0,0,0,27,30,DET
60,ATL,1,72,8.2,3.4,0.153,0.028,0,3,11.0,2,0,8,45,14,3,5,11,ATL,1,76,7.7,5.0,0.276,0.013,3,1,21.0,0,1,3,26,36,2,4,26,ATL,2020,2020-11-22,01:00:00,12:00:00,@,NOR,11,10,Sun,L 9-24,0,0,0,0,3,3,0,0,0,1,ATL,2020,2020-11-22,01:00:00,12:00:00,@,NOR,11,10,Sun,L 9-24,0,0,0,0,0,0,0,9,24,NOR
61,CAR,1,79,8.4,4.7,0.241,0.025,2,2,19.0,2,0,1,36,34,2,4,11,CAR,1,67,8.3,2.8,0.149,0.015,0,0,10.0,0,1,5,38,17,1,6,17,CAR,2020,2020-11-22,01:00:00,01:00:00,0,DET,11,11,Sun,W 20-0,0,2,2,2,2,2,0,0,0,2,CAR,2020,2020-11-22,01:00:00,01:00:00,0,DET,11,11,Sun,W 20-0,0,0,0,0,0,0,0,20,0,DET
62,CIN,1,80,7.7,3.4,0.2,0.025,1,1,16.0,1,1,4,48,18,3,5,11,CIN,1,74,8.3,4.4,0.257,0.014,2,2,19.0,1,0,2,27,34,3,5,24,CIN,2020,2020-11-22,01:00:00,01:00:00,@,WAS,11,10,Sun,L 9-20,0,1,1,0,3,1,0,0,0,3,CIN,2020,2020-11-22,01:00:00,01:00:00,@,WAS,11,10,Sun,L 9-20,0,0,0,0,0,0,0,9,20,WAS
63,CLE,1,80,7.2,4.1,0.2,0.013,1,2,16.0,0,1,3,25,40,3,5,11,CLE,1,79,7.6,4.0,0.215,0.038,2,1,17.0,2,1,5,40,25,1,6,18,CLE,2020,2020-11-22,01:00:00,01:00:00,0,PHI,11,10,Sun,W 22-17,0,2,2,2,3,2,0,0,1,4,CLE,2020,2020-11-22,01:00:00,01:00:00,0,PHI,11,10,Sun,W 22-17,0,0,0,1,0,0,1,20,17,PHI
64,IND,1,90,9.0,4.7,0.244,0.022,3,4,22.0,1,1,1,37,37,5,2,11,IND,1,73,6.5,5.0,0.274,0.055,4,1,20.0,1,3,1,39,18,1,3,8,IND,2020,2020-11-22,04:25:00,04:25:00,0,GNB,11,10,Sun,W 34-31,OT,3,2,2,5,4,1,1,0,5,IND,2020,2020-11-22,04:25:00,04:25:00,0,GNB,11,10,Sun,W 34-31,OT,0,0,0,0,0,0,34,31,GNB
65,ARI,1,75,7.5,4.2,0.293,0.0,3,0,22.0,0,0,3,45,18,0,4,11,ARI,1,76,7.9,4.6,0.276,0.0,3,2,21.0,0,0,3,31,31,2,4,9,ARI,2020,2020-11-19,08:20:00,05:20:00,@,SEA,11,10,Thu,L 21-28,0,3,3,3,0,0,0,0,0,6,ARI,2020,2020-11-19,08:20:00,05:20:00,@,SEA,11,10,Thu,L 21-28,0,0,0,0,0,0,0,21,26,SEA
66,DAL,1,77,6.4,4.9,0.299,0.013,4,1,23.0,1,0,1,33,31,1,3,11,DAL,1,75,7.0,5.7,0.307,0.027,4,0,23.0,0,2,2,32,29,0,3,2,DAL,2020,2020-11-22,04:25:00,06:25:00,@,MIN,11,10,Sun,W 31-28,0,4,3,2,1,1,1,1,0,7,DAL,2020,2020-11-22,04:25:00,06:25:00,@,MIN,11,10,Sun,W 31-28,0,0,0,0,0,0,0,31,28,MIN
67,DEN,1,74,7.5,6.2,0.23,0.027,2,2,17.0,1,1,0,30,33,2,3,11,DEN,1,74,9.0,3.0,0.203,0.014,1,2,15.0,1,0,6,44,17,2,6,19,DEN,2020,2020-11-22,04:05:00,02:05:00,0,MIA,11,10,Sun,W 20-13,0,2,2,2,2,2,0,0,0,8,DEN,2020,2020-11-22,04:05:00,02:05:00,0,MIA,11,10,Sun,W 20-13,0,0,0,0,0,0,0,20,13,MIA
68,DET,1,67,8.3,2.8,0.149,0.015,0,0,10.0,0,1,5,38,17,1,6,11,DET,1,79,8.4,4.7,0.241,0.025,2,2,19.0,2,0,1,36,34,2,4,27,DET,2020,2020-11-22,01:00:00,01:00:00,@,CAR,11,10,Sun,L 0-20,0,0,0,0,1,0,0,0,0,9,DET,2020,2020-11-22,01:00:00,01:00:00,@,CAR,11,10,Sun,L 0-20,0,0,0,0,0,0,0,0,20,CAR
69,GNB,1,73,6.5,5.0,0.274,0.055,4,1,20.0,1,3,1,39,18,1,3,11,GNB,1,90,9.0,4.7,0.244,0.022,3,4,22.0,1,1,1,37,37,5,2,3,GNB,2020,2020-11-22,04:25:00,04:25:00,@,IND,11,10,Sun,L 31-34,OT,4,4,4,1,1,0,0,0,10,GNB,2020,2020-11-22,04:25:00,04:25:00,@,IND,11,10,Sun,L 31-34,OT,0,0,0,0,0,0,31,34,IND
70,HOU,1,70,7.1,5.7,0.271,0.0,3,2,19.0,0,0,0,37,19,2,4,11,HOU,1,79,8.4,5.5,0.278,0.0,2,2,22.0,0,0,2,42,24,2,3,10,HOU,2020,2020-11-22,01:00:00,12:00:00,0,NWE,11,10,Sun,W 27-20,0,3,3,3,2,2,0,0,0,11,HOU,2020,2020-11-22,01:00:00,12:00:00,0,NWE,11,10,Sun,W 27-20,0,0,0,0,0,0,0,27,20,NWE
71,JAX,1,69,8.5,3.0,0.174,0.058,0,1,12.0,4,0,2,39,17,1,6,11,JAX,1,86,7.6,4.3,0.233,0.012,3,2,20.0,1,0,0,46,27,3,5,28,JAX,2020,2020-11-22,01:00:00,01:00:00,0,PIT,11,10,Sun,L 3-27,0,0,0,0,1,1,0,0,0,12,JAX,2020,2020-11-22,01:00:00,01:00:00,0,PIT,11,10,Sun,L 3-27,0,0,0,0,0,0,0,3,27,PIT
72,KAN,1,86,7.2,5.3,0.372,0.012,5,0,32.0,1,0,0,46,27,0,2,11,KAN,1,70,6.4,5.2,0.329,0.014,4,1,23.0,1,0,0,31,26,1,2,1,KAN,2020,2020-11-22,08:20:00,05:20:00,@,LVR,11,10,Sun,W 35-31,0,5,5,5,0,0,0,0,0,13,KAN,2020,2020-11-22,08:20:00,05:20:00,@,LVR,11,10,Sun,W 35-31,0,0,0,0,0,0,0,35,31,LVR
73,MIA,1,74,9.0,3.0,0.203,0.014,1,2,15.0,1,0,6,44,17,2,6,11,MIA,1,74,7.5,6.2,0.23,0.027,2,2,17.0,1,1,0,30,33,2,3,25,MIA,2020,2020-11-22,04:05:00,02:05:00,@,DEN,11,10,Sun,L 13-20,0,1,1,1,2,2,0,0,0,14,MIA,2020,2020-11-22,04:05:00,02:05:00,@,DEN,11,10,Sun,L 13-20,0,0,0,0,0,0,0,13,20,DEN
74,MIN,1,75,7.0,5.7,0.307,0.027,4,0,23.0,0,2,2,32,29,0,3,11,MIN,1,77,6.4,4.9,0.299,0.013,4,1,23.0,1,0,1,33,31,1,3,4,MIN,2020,2020-11-22,04:25:00,06:25:00,0,DAL,11,10,Sun,L 28-31,0,4,4,4,0,0,0,0,0,15,MIN,2020,2020-11-22,04:25:00,06:25:00,0,DAL,11,10,Sun,L 28-31,0,0,0,0,0,0,0,28,31,DAL
75,NOR,1,76,7.7,5.0,0.276,0.013,3,1,21.0,0,1,3,26,36,2,4,11,NOR,1,72,8.2,3.4,0.153,0.028,0,3,11.0,2,0,8,45,14,3,5,11,NOR,2020,2020-11-22,01:00:00,12:00:00,0,ATL,11,10,Sun,W 24-9,0,3,3,3,2,1,0,0,0,16,NOR,2020,2020-11-22,01:00:00,12:00:00,0,ATL,11,10,Sun,W 24-9,0,0,0,0,0,0,0,24,9,ATL
76,NWE,1,79,8.4,5.5,0.278,0.0,2,2,22.0,0,0,2,42,24,2,3,11,NWE,1,70,7.1,5.7,0.271,0.0,3,2,19.0,0,0,0,37,19,2,4,20,NWE,2020,2020-11-22,01:00:00,12:00:00,@,HOU,11,10,Sun,L 20-27,0,2,2,2,2,2,0,0,0,17,NWE,2020,2020-11-22,01:00:00,12:00:00,@,HOU,11,10,Sun,L 20-27,0,0,0,0,0,0,0,20,27,HOU
77,NYJ,1,70,7.5,4.2,0.214,0.014,4,0,15.0,1,0,1,31,24,0,4,11,NYJ,1,92,7.8,4.4,0.261,0.011,3,2,24.0,0,1,3,52,25,2,4,5,NYJ,2020,2020-11-22,04:05:00,01:05:00,@,LAC,11,10,Sun,L 28-34,0,4,4,2,0,0,0,0,1,18,NYJ,2020,2020-11-22,04:05:00,01:05:00,@,LAC,11,10,Sun,L 28-34,0,0,0,0,0,0,0,26,34,LAC
78,TEN,1,81,7.7,5.1,0.296,0.012,3,3,24.0,1,0,2,33,34,3,3,11,TEN,1,78,7.5,3.9,0.244,0.013,2,3,19.0,1,0,1,30,33,3,3,12,TEN,2020,2020-11-22,01:00:00,01:00:00,@,BAL,11,10,Sun,W 30-24,OT,3,1,1,3,3,1,1,0,19,TEN,2020,2020-11-22,01:00:00,01:00:00,@,BAL,11,10,Sun,W 30-24,OT,0,0,0,0,0,0,30,24,BAL
79,PHI,1,79,7.6,4.0,0.215,0.038,2,1,17.0,2,1,5,40,25,1,6,11,PHI,1,80,7.2,4.1,0.2,0.013,1,2,16.0,0,1,3,25,40,3,5,21,PHI,2020,2020-11-22,01:00:00,01:00:00,@,CLE,11,10,Sun,L 17-22,0,2,2,2,1,1,0,0,0,20,PHI,2020,2020-11-22,01:00:00,01:00:00,@,CLE,11,10,Sun,L 17-22,0,0,0,0,0,0,0,17,20,CLE
80,PIT,1,86,7.6,4.3,0.233,0.012,3,2,20.0,1,0,0,46,27,3,5,11,PIT,1,69,8.5,3.0,0.174,0.058,0,1,12.0,4,0,2,39,17,1,6,13,PIT,2020,2020-11-22,01:00:00,01:00:00,@,JAX,11,10,Sun,W 27-3,0,3,3,3,3,2,0,0,0,21,PIT,2020,2020-11-22,01:00:00,01:00:00,@,JAX,11,10,Sun,W 27-3,0,0,0,0,0,0,0,27,3,JAX
81,LVR,1,70,6.4,5.2,0.329,0.014,4,1,23.0,1,0,0,31,26,1,2,11,LVR,1,86,7.2,5.3,0.372,0.012,5,0,32.0,1,0,0,46,27,0,2,6,LVR,2020,2020-11-22,08:20:00,05:20:00,0,KAN,11,10,Sun,L 31-35,0,4,4,4,1,1,0,0,0,22,LVR,2020,2020-11-22,08:20:00,05:20:00,0,KAN,11,10,Sun,L 31-35,0,0,0,0,0,0,0,31,35,KAN
82,LAR,1,87,7.4,4.7,0.23,0.023,3,2,20.0,2,0,0,51,20,3,5,11,LAR,1,81,7.4,3.1,0.222,0.025,3,1,18.0,2,0,1,49,18,1,5,14,LAR,2020,2020-11-23,08:15:00,08:15:00,@,TAM,11,10,Mon,W 27-24,0,3,3,3,3,2,0,0,0,23,LAR,2020,2020-11-23,08:15:00,08:15:00,@,TAM,11,10,Mon,W 27-24,0,0,0,0,0,0,0,27,24,TAM
83,BAL,1,78,7.5,3.9,0.244,0.013,2,3,19.0,1,0,1,30,33,3,3,11,BAL,1,81,7.7,5.1,0.296,0.012,3,3,24.0,1,0,2,33,34,3,3,22,BAL,2020,2020-11-22,01:00:00,01:00:00,0,TEN,11,10,Sun,L 24-30,OT,2,1,1,3,3,1,1,0,24,BAL,2020,2020-11-22,01:00:00,01:00:00,0,TEN,11,10,Sun,L 24-30,OT,0,0,0,0,0,0,24,30,TEN
84,LAC,1,92,7.8,4.4,0.261,0.011,3,2,24.0,0,1,3,52,25,2,4,11,LAC,1,70,7.5,4.2,0.214,0.014,4,0,15.0,1,0,1,31,24,0,4,7,LAC,2020,2020-11-22,04:05:00,01:05:00,0,NYJ,11,10,Sun,W 34-28,0,4,4,4,2,2,0,0,0,25,LAC,2020,2020-11-22,04:05:00,01:05:00,0,NYJ,11,10,Sun,W 34-28,0,0,0,1,0,0,1,34,26,NYJ
85,SEA,1,76,7.9,4.6,0.276,0.0,3,2,21.0,0,0,3,31,31,2,4,11,SEA,1,75,7.5,4.2,0.293,0.0,3,0,22.0,0,0,3,45,18,0,4,15,SEA,2020,2020-11-19,08:20:00,05:20:00,0,ARI,11,10,Thu,W 28-21,0,3,3,2,2,2,0,0,1,26,SEA,2020,2020-11-19,08:20:00,05:20:00,0,ARI,11,10,Thu,W 28-21,0,0,0,0,0,0,0,26,21,ARI
86,TAM,1,81,7.4,3.1,0.222,0.025,3,1,18.0,2,0,1,49,18,1,5,11,TAM,1,87,7.4,4.7,0.23,0.023,3,2,20.0,2,0,0,51,20,3,5,16,TAM,2020,2020-11-23,08:15:00,08:15:00,0,LAR,11,11,Mon,L 24-27,0,3,3,3,1,1,0,0,0,27,TAM,2020,2020-11-23,08:15:00,08:15:00,0,LAR,11,11,Mon,L 24-27,0,0,0,0,0,0,0,24,27,LAR
87,WAS,1,74,8.3,4.4,0.257,0.014,2,2,19.0,1,0,2,27,34,3,5,11,WAS,1,80,7.7,3.4,0.2,0.025,1,1,16.0,1,1,4,48,18,3,5,23,WAS,2020,2020-11-22,01:00:00,01:00:00,0,CIN,11,10,Sun,W 20-9,0,2,2,2,3,2,0,0,0,28,WAS,2020,2020-11-22,01:00:00,01:00:00,0,CIN,11,10,Sun,W 20-9,0,0,0,0,0,0,0,20,9,CIN
88,ATL,1,91,6.7,4.2,0.231,0.0,4,4,21.0,0,0,1,38,34,4,4,2,ATL,1,98,6.6,5.8,0.316,0.031,5,2,31.0,0,3,1,49,30,2,3,6,ATL,2020,2020-09-20,01:00:00,12:00:00,@,DAL,2,2,Sun,L 39-40,0,4,3,3,4,4,1,0,0,1,ATL,2020,2020-09-20,01:00:00,12:00:00,@,DAL,2,2,Sun,L 39-40,0,0,0,0,0,0,0,39,40,DAL
89,BUF,1,74,7.2,7.1,0.297,0.014,4,1,22.0,0,1,1,36,23,1,4,2,BUF,1,88,7.1,4.7,0.295,0.0,3,2,26.0,0,0,3,50,22,2,5,7,BUF,2020,2020-09-20,01:00:00,01:00:00,@,MIA,2,2,Sun,W 31-28,0,4,4,4,1,1,0,0,0,2,BUF,2020,2020-09-20,01:00:00,01:00:00,@,MIA,2,2,Sun,W 31-28,0,0,0,0,0,0,0,31,28,MIA
90,CAR,1,82,7.7,5.2,0.28,0.049,2,1,23.0,2,2,5,47,23,1,3,2,CAR,1,70,7.6,4.8,0.243,0.029,4,1,17.0,1,1,0,35,22,1,4,21,CAR,2020,2020-09-20,01:00:00,01:00:00,@,TAM,2,2,Sun,L 17-31,0,2,2,2,1,1,0,0,0,3,CAR,2020,2020-09-20,01:00:00,01:00:00,@,TAM,2,2,Sun,L 17-31,0,0,0,0,0,0,0,17,31,TAM
91,CHI,1,75,7.7,4.1,0.24,0.027,2,1,18.0,2,0,4,32,32,2,3,2,CHI,1,73,7.5,4.0,0.274,0.027,1,2,20.0,1,1,4,44,18,3,3,22,CHI,2020,2020-09-20,01:00:00,12:00:00,0,NYG,2,2,Sun,W 17-13,0,2,2,2,2,1,0,0,0,4,CHI,2020,2020-09-20,01:00:00,12:00:00,0,NYG,2,2,Sun,W 17-13,0,0,0,0,0,0,0,17,13,NYG
92,CIN,1,102,7.4,3.5,0.275,0.01,3,3,28.0,0,1,3,64,24,3,2,2,CIN,1,71,6.7,6.1,0.324,0.014,5,0,23.0,1,0,0,23,35,0,1,14,CIN,2020,2020-09-17,08:20:00,08:20:00,@,CLE,2,2,Thu,L 30-35,0,3,3,3,3,3,0,0,0,5,CIN,2020,2020-09-17,08:20:00,08:20:00,@,CLE,2,2,Thu,L 30-35,0,0,0,0,0,0,0,30,35,CLE
93,CLE,1,71,6.7,6.1,0.324,0.014,5,0,23.0,1,0,0,23,35,0,1,2,CLE,1,102,7.4,3.5,0.275,0.01,3,3,28.0,0,1,3,64,24,3,2,1,CLE,2020,2020-09-17,08:20:00,08:20:00,0,CIN,2,2,Thu,W 35-30,0,5,5,5,0,0,0,0,0,6,CLE,2020,2020-09-17,08:20:00,08:20:00,0,CIN,2,2,Thu,W 35-30,0,0,0,0,0,0,0,35,30,CIN
94,IND,1,79,8.1,4.5,0.266,0.013,2,4,21.0,1,0,2,27,40,4,2,2,IND,1,60,8.6,2.9,0.133,0.05,1,1,8.0,3,0,3,29,18,1,4,23,IND,2020,2020-09-20,01:00:00,01:00:00,0,MIN,2,2,Sun,W 28-11,0,2,2,2,4,4,0,0,1,7,IND,2020,2020-09-20,01:00:00,01:00:00,0,MIN,2,2,Sun,W 28-11,0,0,0,0,0,0,0,26,11,MIN
95,ARI,1,87,8.5,5.0,0.241,0.023,3,3,21.0,1,1,3,41,32,3,4,2,ARI,1,76,7.0,4.2,0.224,0.013,2,1,17.0,0,1,4,37,23,1,6,15,ARI,2020,2020-09-20,04:05:00,02:05:00,0,WAS,2,2,Sun,W 30-15,0,3,3,3,3,3,0,0,0,8,ARI,2020,2020-09-20,04:05:00,02:05:00,0,WAS,2,2,Sun,W 30-15,0,0,0,0,0,0,0,30,15,WAS
96,DAL,1,98,6.6,5.8,0.316,0.031,5,2,31.0,0,3,1,49,30,2,3,2,DAL,1,91,6.7,4.2,0.231,0.0,4,4,21.0,0,0,1,38,34,4,4,2,DAL,2020,2020-09-20,01:00:00,12:00:00,0,ATL,2,2,Sun,W 40-39,0,5,4,4,2,2,1,0,0,9,DAL,2020,2020-09-20,01:00:00,12:00:00,0,ATL,2,2,Sun,W 40-39,0,0,0,0,0,0,0,40,39,ATL
