,TmOFNS,GOFNS,PlaysOFNS,ToGoOFNS,YdsOFNS,1st%OFNS,TO%OFNS,TDOFNS,FGOFNS,nanOFNS,IntOFNS,FmbOFNS,SkOFNS,PassOFNS,RushOFNS,FGOFNS1,PuntOFNS,Week,TmDFNS,GDFNS,PlaysDFNS,ToGoDFNS,YdsDFNS,1st%DFNS,TO%DFNS,TDDFNS,FGDFNS,nanDFNS,IntDFNS,FmbDFNS,SkDFNS,PassDFNS,RushDFNS,FGDFNS1,PuntDFNS,RkALLSCR,TmALLSCR,YearALLSCR,DateALLSCR,TimeALLSCR,LTimeALLSCR,nanALLSCR,OppALLSCR,WeekALLSCR,G#ALLSCR,DayALLSCR,ResultALLSCR,OTALLSCR,TDALLSCR,XPAALLSCR,XPMALLSCR,FGAALLSCR,FGMALLSCR,2PAALLSCR,2PMALLSCR,SftyALLSCR,RkDSTSCR,TmDSTSCR,YearDSTSCR,DateDSTSCR,TimeDSTSCR,LTimeDSTSCR,nanDSTSCR,OppDSTSCR,WeekDSTSCR,G#DSTSCR,DayDSTSCR,ResultDSTSCR,OTDSTSCR,KRDSTSCR,PRDSTSCR,IRDSTSCR,FRDSTSCR,ORDSTSCR,RetTDDSTSCR,PtsFor,PtsAgainst,Opponent
154,CAR,1,83,8.0,5.3,0.337,0.012,4,1,28.0,1,0,0,37,35,2,1,4,CAR,1,69,6.8,3.8,0.261,0.014,3,0,18.0,0,1,1,32,23,0,5,6,CAR,2020,2020-10-04,01:00:00,01:00:00,0,ARI,4,4,Sun,W 31-21,0,4,4,4,2,1,0,0,0,3,CAR,2020,2020-10-04,01:00:00,01:00:00,0,ARI,4,4,Sun,W 31-21,0,0,0,0,0,0,0,31,21,ARI
155,CHI,1,74,7.1,3.6,0.189,0.014,1,1,14.0,1,0,1,43,16,1,7,4,CHI,1,81,8.2,3.6,0.185,0.0,1,4,15.0,0,0,1,30,38,4,5,26,CHI,2020,2020-10-04,01:00:00,12:00:00,0,IND,4,4,Sun,L 11-19,0,1,0,0,1,1,1,1,0,4,CHI,2020,2020-10-04,01:00:00,12:00:00,0,IND,4,4,Sun,L 11-19,0,0,0,0,0,0,0,11,19,IND
156,CIN,1,86,7.2,5.9,0.314,0.012,3,4,27.0,1,0,1,37,34,4,1,4,CIN,1,80,7.2,5.4,0.275,0.013,2,4,22.0,1,0,3,43,20,5,2,14,CIN,2020,2020-10-04,01:00:00,01:00:00,0,JAX,4,4,Sun,W 33-25,0,3,3,3,4,4,0,0,0,5,CIN,2020,2020-10-04,01:00:00,01:00:00,0,JAX,4,4,Sun,W 33-25,0,0,0,0,0,0,0,33,25,JAX
157,CLE,1,91,7.2,5.6,0.363,0.0,6,2,33.0,0,0,2,33,40,2,4,4,CLE,1,95,7.1,6.0,0.368,0.032,5,0,35.0,1,2,3,61,18,0,3,1,CLE,2020,2020-10-04,01:00:00,12:00:00,@,DAL,4,4,Sun,W 49-38,0,6,5,5,2,2,1,1,0,6,CLE,2020,2020-10-04,01:00:00,12:00:00,@,DAL,4,4,Sun,W 49-38,0,0,0,0,0,0,0,49,38,DAL
158,IND,1,81,8.2,3.6,0.185,0.0,1,4,15.0,0,0,1,30,38,4,5,4,IND,1,74,7.1,3.6,0.189,0.014,1,1,14.0,1,0,1,43,16,1,7,27,IND,2020,2020-10-04,01:00:00,12:00:00,@,CHI,4,4,Sun,W 19-11,0,1,1,1,4,4,0,0,0,7,IND,2020,2020-10-04,01:00:00,12:00:00,@,CHI,4,4,Sun,W 19-11,0,0,0,0,0,0,0,19,11,CHI
159,ARI,1,69,6.8,3.8,0.261,0.014,3,0,18.0,0,1,1,32,23,0,5,4,ARI,1,83,8.0,5.3,0.337,0.012,4,1,28.0,1,0,0,37,35,2,1,15,ARI,2020,2020-10-04,01:00:00,01:00:00,@,CAR,4,4,Sun,L 21-31,0,3,3,3,0,0,0,0,0,8,ARI,2020,2020-10-04,01:00:00,01:00:00,@,CAR,4,4,Sun,L 21-31,0,0,0,0,0,0,0,21,31,CAR
160,DAL,1,95,7.1,6.0,0.368,0.032,5,0,35.0,1,2,3,61,18,0,3,4,DAL,1,91,7.2,5.6,0.363,0.0,6,2,33.0,0,0,2,33,40,2,4,2,DAL,2020,2020-10-04,01:00:00,12:00:00,0,CLE,4,4,Sun,L 38-49,0,5,2,2,0,0,3,3,0,9,DAL,2020,2020-10-04,01:00:00,12:00:00,0,CLE,4,4,Sun,L 38-49,0,0,0,0,0,0,0,38,49,CLE
161,DEN,1,79,7.9,4.5,0.203,0.038,4,3,16.0,3,0,0,31,32,3,1,4,DEN,1,92,7.7,3.5,0.174,0.0,1,5,16.0,0,0,6,50,24,5,3,7,DEN,2020,2020-10-01,08:20:00,08:20:00,@,NYJ,4,4,Thu,W 37-28,0,4,4,4,3,3,0,0,0,10,DEN,2020,2020-10-01,08:20:00,08:20:00,@,NYJ,4,4,Thu,W 37-28,0,0,0,0,0,0,0,37,28,NYJ
162,DET,1,70,7.2,4.0,0.214,0.014,4,0,15.0,1,0,3,34,22,0,4,4,DET,1,81,7.3,4.8,0.346,0.012,5,0,28.0,1,0,2,27,42,0,2,8,DET,2020,2020-10-04,01:00:00,01:00:00,0,NOR,4,4,Sun,L 29-35,0,4,3,3,0,0,1,1,0,11,DET,2020,2020-10-04,01:00:00,01:00:00,0,NOR,4,4,Sun,L 29-35,0,0,0,0,0,0,0,29,35,NOR
163,GNB,1,71,7.8,5.7,0.296,0.0,4,1,21.0,0,0,1,34,26,1,2,4,GNB,1,80,7.4,4.1,0.288,0.0,2,1,23.0,0,0,4,43,25,1,3,9,GNB,2020,2020-10-05,08:15:00,07:15:00,0,ATL,4,4,Mon,W 30-16,0,4,4,3,1,1,0,0,0,12,GNB,2020,2020-10-05,08:15:00,07:15:00,0,ATL,4,4,Mon,W 30-16,0,0,0,0,0,0,0,30,16,ATL
164,HOU,1,77,7.5,5.0,0.221,0.0,2,3,17.0,0,0,3,36,26,3,4,4,HOU,1,81,7.0,5.1,0.296,0.012,4,1,24.0,0,1,3,25,40,2,4,20,HOU,2020,2020-10-04,01:00:00,12:00:00,0,MIN,4,4,Sun,L 23-31,0,2,2,2,3,3,0,0,0,13,HOU,2020,2020-10-04,01:00:00,12:00:00,0,MIN,4,4,Sun,L 23-31,0,0,0,0,0,0,0,23,31,MIN
165,JAX,1,80,7.2,5.4,0.275,0.013,2,4,22.0,1,0,3,43,20,5,2,4,JAX,1,86,7.2,5.9,0.314,0.012,3,4,27.0,1,0,1,37,34,4,1,21,JAX,2020,2020-10-04,01:00:00,01:00:00,@,CIN,4,4,Sun,L 25-33,0,2,1,1,5,4,1,0,0,14,JAX,2020,2020-10-04,01:00:00,01:00:00,@,CIN,4,4,Sun,L 25-33,0,0,0,0,0,0,0,25,33,CIN
166,KAN,1,67,7.6,4.8,0.269,0.015,2,2,18.0,0,1,1,30,25,2,4,4,KAN,1,85,7.2,4.2,0.235,0.047,1,1,20.0,3,1,2,39,35,1,3,16,KAN,2020,2020-10-05,07:05:00,06:05:00,0,NWE,4,4,Mon,W 26-10,0,3,3,2,2,2,0,0,0,15,KAN,2020,2020-10-05,07:05:00,06:05:00,0,NWE,4,4,Mon,W 26-10,0,0,0,1,0,0,1,26,10,NWE
167,MIA,1,81,7.3,5.1,0.309,0.025,1,5,25.0,2,0,1,47,21,5,1,4,MIA,1,76,6.8,5.8,0.329,0.013,4,1,25.0,1,0,2,36,26,1,2,28,MIA,2020,2020-10-04,01:00:00,01:00:00,0,SEA,4,4,Sun,L 23-31,0,1,0,0,5,5,1,1,0,16,MIA,2020,2020-10-04,01:00:00,01:00:00,0,SEA,4,4,Sun,L 23-31,0,0,0,0,0,0,0,23,31,SEA
168,MIN,1,81,7.0,5.1,0.296,0.012,4,1,24.0,0,1,3,25,40,2,4,4,MIN,1,77,7.5,5.0,0.221,0.0,2,3,17.0,0,0,3,36,26,3,4,10,MIN,2020,2020-10-04,01:00:00,12:00:00,@,HOU,4,4,Sun,W 31-23,0,4,4,4,2,1,0,0,0,17,MIN,2020,2020-10-04,01:00:00,12:00:00,@,HOU,4,4,Sun,W 31-23,0,0,0,0,0,0,0,31,23,HOU
169,NOR,1,81,7.3,4.8,0.346,0.012,5,0,28.0,1,0,2,27,42,0,2,4,NOR,1,70,7.2,4.0,0.214,0.014,4,0,15.0,1,0,3,34,22,0,4,3,NOR,2020,2020-10-04,01:00:00,01:00:00,@,DET,4,4,Sun,W 35-29,0,5,5,5,0,0,0,0,0,18,NOR,2020,2020-10-04,01:00:00,01:00:00,@,DET,4,4,Sun,W 35-29,0,0,0,0,0,0,0,35,29,DET
170,NWE,1,85,7.2,4.2,0.235,0.047,1,1,20.0,3,1,2,39,35,1,3,4,NWE,1,67,7.6,4.8,0.269,0.015,2,2,18.0,0,1,1,30,25,2,4,29,NWE,2020,2020-10-05,07:05:00,06:05:00,@,KAN,4,4,Mon,L 10-26,0,1,1,1,1,1,0,0,0,19,NWE,2020,2020-10-05,07:05:00,06:05:00,@,KAN,4,4,Mon,L 10-26,0,0,0,0,0,0,0,10,26,KAN
171,NYG,1,78,8.8,3.8,0.231,0.013,0,3,18.0,1,0,5,41,25,3,5,4,NYG,1,68,7.4,3.5,0.221,0.015,2,1,15.0,0,1,2,34,23,1,5,30,NYG,2020,2020-10-04,04:05:00,01:05:00,@,LAR,4,4,Sun,L 9-17,0,0,0,0,3,3,0,0,0,20,NYG,2020,2020-10-04,04:05:00,01:05:00,@,LAR,4,4,Sun,L 9-17,0,0,0,0,0,0,0,9,17,LAR
172,NYJ,1,92,7.7,3.5,0.174,0.0,1,5,16.0,0,0,6,50,24,5,3,4,NYJ,1,79,7.9,4.5,0.203,0.038,4,3,16.0,3,0,0,31,32,3,1,22,NYJ,2020,2020-10-01,08:20:00,08:20:00,0,DEN,4,4,Thu,L 28-37,0,2,1,1,5,5,1,0,0,21,NYJ,2020,2020-10-01,08:20:00,08:20:00,0,DEN,4,4,Thu,L 28-37,0,0,0,1,0,0,1,28,37,DEN
173,PHI,1,73,8.3,3.7,0.205,0.014,2,1,15.0,1,0,3,31,28,1,6,4,PHI,1,82,8.3,5.1,0.293,0.037,3,0,24.0,2,1,5,50,20,0,4,17,PHI,2020,2020-10-04,08:20:00,05:20:00,@,SFO,4,4,Sun,W 25-20,0,3,2,2,1,1,1,1,0,22,PHI,2020,2020-10-04,08:20:00,05:20:00,@,SFO,4,4,Sun,W 25-20,0,0,0,1,0,0,1,25,20,SFO
174,LVR,1,81,7.5,4.7,0.284,0.025,2,3,23.0,0,2,2,46,23,3,1,4,LVR,1,73,8.5,4.6,0.274,0.0,4,1,20.0,0,0,1,35,24,1,3,23,LVR,2020,2020-10-04,04:25:00,01:25:00,0,BUF,4,4,Sun,L 23-30,0,2,2,2,3,3,0,0,0,23,LVR,2020,2020-10-04,04:25:00,01:25:00,0,BUF,4,4,Sun,L 23-30,0,0,0,0,0,0,0,23,30,BUF
175,LAR,1,68,7.4,3.5,0.221,0.015,2,1,15.0,0,1,2,34,23,1,5,4,LAR,1,78,8.8,3.8,0.231,0.013,0,3,18.0,1,0,5,41,25,3,5,24,LAR,2020,2020-10-04,04:05:00,01:05:00,0,NYG,4,4,Sun,W 17-9,0,2,2,2,1,1,0,0,0,24,LAR,2020,2020-10-04,04:05:00,01:05:00,0,NYG,4,4,Sun,W 17-9,0,0,0,0,0,0,0,17,9,NYG
176,BAL,1,67,7.6,5.0,0.254,0.03,4,1,17.0,2,0,1,23,32,1,4,4,BAL,1,85,7.8,4.0,0.271,0.012,2,1,23.0,0,1,3,48,22,2,5,11,BAL,2020,2020-10-04,01:00:00,01:00:00,@,WAS,4,4,Sun,W 31-17,0,4,4,4,1,1,0,0,0,25,BAL,2020,2020-10-04,01:00:00,01:00:00,@,WAS,4,4,Sun,W 31-17,0,0,0,0,0,0,0,31,17,WAS
177,LAC,1,66,7.8,4.9,0.197,0.03,3,1,13.0,1,1,2,27,23,2,3,4,LAC,1,89,8.1,5.4,0.303,0.011,5,1,27.0,1,0,0,46,27,2,3,12,LAC,2020,2020-10-04,01:00:00,01:00:00,@,TAM,4,4,Sun,L 31-38,0,4,4,4,2,1,0,0,0,26,LAC,2020,2020-10-04,01:00:00,01:00:00,@,TAM,4,4,Sun,L 31-38,0,0,0,1,0,0,1,31,38,TAM
178,SEA,1,76,6.8,5.8,0.329,0.013,4,1,25.0,1,0,2,36,26,1,2,4,SEA,1,81,7.3,5.1,0.309,0.025,1,5,25.0,2,0,1,47,21,5,1,13,SEA,2020,2020-10-04,01:00:00,01:00:00,@,MIA,4,4,Sun,W 31-23,0,4,4,4,1,1,0,0,0,27,SEA,2020,2020-10-04,01:00:00,01:00:00,@,MIA,4,4,Sun,W 31-23,0,0,0,0,0,0,0,31,23,MIA
179,SFO,1,82,8.3,5.1,0.293,0.037,3,0,24.0,2,1,5,50,20,0,4,4,SFO,1,73,8.3,3.7,0.205,0.014,2,1,15.0,1,0,3,31,28,1,6,18,SFO,2020,2020-10-04,08:20:00,05:20:00,0,PHI,4,4,Sun,L 20-25,0,3,2,2,0,0,1,0,0,28,SFO,2020,2020-10-04,08:20:00,05:20:00,0,PHI,4,4,Sun,L 20-25,0,0,0,0,0,0,0,20,25,PHI
180,TAM,1,89,8.1,5.4,0.303,0.011,5,1,27.0,1,0,0,46,27,2,3,4,TAM,1,66,7.8,4.9,0.197,0.03,3,1,13.0,1,1,2,27,23,2,3,4,TAM,2020,2020-10-04,01:00:00,01:00:00,0,LAC,4,4,Sun,W 38-31,0,5,5,5,2,1,0,0,0,29,TAM,2020,2020-10-04,01:00:00,01:00:00,0,LAC,4,4,Sun,W 38-31,0,0,0,0,0,0,0,38,31,LAC
181,WAS,1,85,7.8,4.0,0.271,0.012,2,1,23.0,0,1,3,48,22,2,5,4,WAS,1,67,7.6,5.0,0.254,0.03,4,1,17.0,2,0,1,23,32,1,4,25,WAS,2020,2020-10-04,01:00:00,01:00:00,0,BAL,4,4,Sun,L 17-31,0,2,2,2,2,1,0,0,0,30,WAS,2020,2020-10-04,01:00:00,01:00:00,0,BAL,4,4,Sun,L 17-31,0,0,0,0,0,0,0,17,31,BAL
182,ATL,1,76,8.2,4.9,0.276,0.013,1,3,21.0,1,0,2,39,24,3,3,5,ATL,1,77,6.6,5.7,0.299,0.0,2,3,23.0,0,0,0,36,27,3,3,24,ATL,2020,2020-10-11,01:00:00,01:00:00,0,CAR,5,5,Sun,L 16-23,0,1,1,1,3,3,0,0,0,2,ATL,2020,2020-10-11,01:00:00,01:00:00,0,CAR,5,5,Sun,L 16-23,0,0,0,0,0,0,0,16,23,CAR
183,BUF,1,81,7.2,4.6,0.284,0.037,2,1,23.0,2,1,1,47,22,1,2,5,BUF,1,75,6.4,4.5,0.307,0.0,6,0,23.0,0,0,0,28,34,0,3,18,BUF,2020,2020-10-13,07:00:00,06:00:00,@,TEN,5,5,Tue,L 16-42,0,2,1,1,1,1,1,0,0,3,BUF,2020,2020-10-13,07:00:00,06:00:00,@,TEN,5,5,Tue,L 16-42,0,0,0,0,0,0,0,16,42,TEN
184,CAR,1,77,6.6,5.7,0.299,0.0,2,3,23.0,0,0,0,36,27,3,3,5,CAR,1,76,8.2,4.9,0.276,0.013,1,3,21.0,1,0,2,39,24,3,3,19,CAR,2020,2020-10-11,01:00:00,01:00:00,@,ATL,5,5,Sun,W 23-16,0,2,2,2,3,3,0,0,0,4,CAR,2020,2020-10-11,01:00:00,01:00:00,@,ATL,5,5,Sun,W 23-16,0,0,0,0,0,0,0,23,16,ATL
185,CHI,1,74,8.4,3.3,0.216,0.014,2,2,16.0,1,0,3,45,14,2,5,5,CHI,1,77,9.8,4.4,0.195,0.013,1,4,15.0,0,1,3,44,20,4,3,20,CHI,2020,2020-10-08,08:20:00,07:20:00,0,TAM,5,5,Thu,W 20-19,0,2,2,2,2,2,0,0,0,5,CHI,2020,2020-10-08,08:20:00,07:20:00,0,TAM,5,5,Thu,W 20-19,0,0,0,0,0,0,0,20,19,TAM
186,CIN,1,79,8.8,2.6,0.152,0.038,0,1,12.0,1,2,7,37,28,1,7,5,CIN,1,74,7.5,4.5,0.216,0.014,2,2,16.0,1,0,1,38,24,3,4,28,CIN,2020,2020-10-11,01:00:00,01:00:00,@,BAL,5,5,Sun,L 3-27,0,0,0,0,1,1,0,0,0,6,CIN,2020,2020-10-11,01:00:00,01:00:00,@,BAL,5,5,Sun,L 3-27,0,0,0,0,0,0,0,3,27,BAL
187,CLE,1,87,6.6,4.4,0.253,0.023,2,3,22.0,2,0,1,39,33,3,2,5,CLE,1,65,6.8,4.7,0.215,0.031,2,3,14.0,2,0,1,34,18,3,1,12,CLE,2020,2020-10-11,04:25:00,04:25:00,0,IND,5,5,Sun,W 32-23,0,3,3,3,3,3,0,0,1,7,CLE,2020,2020-10-11,04:25:00,04:25:00,0,IND,5,5,Sun,W 32-23,0,0,0,1,0,0,1,30,23,IND
188,IND,1,65,6.8,4.7,0.215,0.031,2,3,14.0,2,0,1,34,18,3,1,5,IND,1,87,6.6,4.4,0.253,0.023,2,3,22.0,2,0,1,39,33,3,2,21,IND,2020,2020-10-11,04:25:00,04:25:00,@,CLE,5,5,Sun,L 23-32,0,2,2,2,3,3,0,0,0,1,IND,2020,2020-10-11,04:25:00,04:25:00,@,CLE,5,5,Sun,L 23-32,0,1,0,0,0,0,1,23,30,CLE
189,ARI,1,80,8.2,6.2,0.325,0.013,4,1,26.0,1,0,1,38,30,1,4,5,ARI,1,78,8.5,3.7,0.218,0.0,1,1,17.0,0,0,3,36,28,1,6,4,ARI,2020,2020-10-11,01:00:00,01:00:00,@,NYJ,5,5,Sun,W 30-10,0,4,3,3,1,1,1,0,0,8,ARI,2020,2020-10-11,01:00:00,01:00:00,@,NYJ,5,5,Sun,W 30-10,0,0,0,0,0,0,0,30,10,NYJ
190,DAL,1,81,6.8,5.0,0.296,0.025,3,3,24.0,1,1,2,35,29,3,2,5,DAL,1,78,7.6,3.8,0.231,0.013,2,4,18.0,0,1,2,35,27,4,2,5,DAL,2020,2020-10-11,04:25:00,03:25:00,0,NYG,5,5,Sun,W 37-34,0,4,4,4,3,3,0,0,0,9,DAL,2020,2020-10-11,04:25:00,03:25:00,0,NYG,5,5,Sun,W 37-34,0,0,0,0,1,0,1,37,34,NYG
191,HOU,1,68,7.6,7.1,0.338,0.029,3,3,23.0,2,0,1,36,22,3,1,5,HOU,1,87,7.1,4.2,0.241,0.023,2,0,21.0,0,2,3,53,20,2,3,13,HOU,2020,2020-10-11,01:00:00,12:00:00,0,JAX,5,5,Sun,W 30-14,0,3,3,3,3,3,0,0,0,10,HOU,2020,2020-10-11,01:00:00,12:00:00,0,JAX,5,5,Sun,W 30-14,0,0,0,0,0,0,0,30,14,JAX
192,JAX,1,87,7.1,4.2,0.241,0.023,2,0,21.0,0,2,3,53,20,2,3,5,JAX,1,68,7.6,7.1,0.338,0.029,3,3,23.0,2,0,1,36,22,3,1,22,JAX,2020,2020-10-11,01:00:00,12:00:00,@,HOU,5,5,Sun,L 14-30,0,2,2,2,2,0,0,0,0,11,JAX,2020,2020-10-11,01:00:00,12:00:00,@,HOU,5,5,Sun,L 14-30,0,0,0,0,0,0,0,14,30,HOU
193,KAN,1,84,8.4,4.9,0.226,0.012,4,1,19.0,1,0,3,46,20,1,5,5,KAN,1,82,7.0,6.0,0.244,0.012,5,2,20.0,1,0,1,32,35,2,2,6,KAN,2020,2020-10-11,01:00:00,12:00:00,0,LVR,5,5,Sun,L 32-40,0,4,3,3,1,1,1,1,0,12,KAN,2020,2020-10-11,01:00:00,12:00:00,0,LVR,5,5,Sun,L 32-40,0,0,0,0,0,0,0,32,40,LVR
194,MIA,1,78,7.1,5.6,0.231,0.0,4,5,18.0,0,0,2,30,32,5,3,5,MIA,1,74,7.6,3.5,0.203,0.041,2,1,15.0,2,1,5,40,19,1,3,7,MIA,2020,2020-10-11,04:05:00,01:05:00,@,SFO,5,5,Sun,W 43-17,0,4,4,4,5,5,0,0,0,13,MIA,2020,2020-10-11,04:05:00,01:05:00,@,SFO,5,5,Sun,W 43-17,0,0,0,0,0,0,0,43,17,SFO
195,MIN,1,95,7.9,4.7,0.305,0.021,3,2,29.0,1,1,3,42,41,2,2,5,MIN,1,67,8.3,4.7,0.269,0.015,4,0,18.0,1,0,4,36,16,0,5,14,MIN,2020,2020-10-11,08:20:00,05:20:00,@,SEA,5,5,Sun,L 26-27,0,3,2,2,2,2,1,0,0,14,MIN,2020,2020-10-11,08:20:00,05:20:00,@,SEA,5,5,Sun,L 26-27,0,0,0,0,0,0,0,26,27,SEA
196,NOR,1,93,7.2,4.4,0.247,0.011,3,3,23.0,1,0,2,50,25,3,6,5,NOR,1,88,7.7,4.0,0.193,0.0,4,0,17.0,0,0,3,37,32,1,7,15,NOR,2020,2020-10-12,08:15:00,07:15:00,0,LAC,5,5,Mon,W 30-27,OT,3,3,3,3,3,0,0,0,15,NOR,2020,2020-10-12,08:15:00,07:15:00,0,LAC,5,5,Mon,W 30-27,OT,0,0,0,0,0,0,30,27,LAC
197,NYG,1,78,7.6,3.8,0.231,0.013,2,4,18.0,0,1,2,35,27,4,2,5,NYG,1,81,6.8,5.0,0.296,0.025,3,3,24.0,1,1,2,35,29,3,2,16,NYG,2020,2020-10-11,04:25:00,03:25:00,@,DAL,5,5,Sun,L 34-37,0,3,2,2,4,4,1,1,0,16,NYG,2020,2020-10-11,04:25:00,03:25:00,@,DAL,5,5,Sun,L 34-37,0,0,0,1,0,0,1,34,37,DAL
198,NYJ,1,78,8.5,3.7,0.218,0.0,1,1,17.0,0,0,3,36,28,1,6,5,NYJ,1,80,8.2,6.2,0.325,0.013,4,1,26.0,1,0,1,38,30,1,4,25,NYJ,2020,2020-10-11,01:00:00,01:00:00,0,ARI,5,5,Sun,L 10-30,0,1,1,1,1,1,0,0,0,17,NYJ,2020,2020-10-11,01:00:00,01:00:00,0,ARI,5,5,Sun,L 10-30,0,0,0,0,0,0,0,10,30,ARI
199,TEN,1,75,6.4,4.5,0.307,0.0,6,0,23.0,0,0,0,28,34,0,3,5,TEN,1,81,7.2,4.6,0.284,0.037,2,1,23.0,2,1,1,47,22,1,2,1,TEN,2020,2020-10-13,07:00:00,06:00:00,0,BUF,5,4,Tue,W 42-16,0,6,6,6,0,0,0,0,0,18,TEN,2020,2020-10-13,07:00:00,06:00:00,0,BUF,5,4,Tue,W 42-16,0,0,0,0,0,0,0,42,16,BUF
200,PHI,1,71,7.9,4.7,0.254,0.028,4,0,18.0,2,0,5,41,16,1,2,5,PHI,1,80,7.6,4.6,0.275,0.013,5,1,22.0,0,1,1,35,32,1,2,8,PHI,2020,2020-10-11,01:00:00,01:00:00,@,PIT,5,5,Sun,L 29-38,0,4,3,3,1,0,1,1,0,19,PHI,2020,2020-10-11,01:00:00,01:00:00,@,PIT,5,5,Sun,L 29-38,0,0,0,0,0,0,0,29,38,PIT
201,PIT,1,80,7.6,4.6,0.275,0.013,5,1,22.0,0,1,1,35,32,1,2,5,PIT,1,71,7.9,4.7,0.254,0.028,4,0,18.0,2,0,5,41,16,1,2,2,PIT,2020,2020-10-11,01:00:00,01:00:00,0,PHI,5,4,Sun,W 38-29,0,5,5,5,1,1,0,0,0,20,PIT,2020,2020-10-11,01:00:00,01:00:00,0,PHI,5,4,Sun,W 38-29,0,0,0,0,0,0,0,38,29,PHI
202,LVR,1,82,7.0,6.0,0.244,0.012,5,2,20.0,1,0,1,32,35,2,2,5,LVR,1,84,8.4,4.9,0.226,0.012,4,1,19.0,1,0,3,46,20,1,5,3,LVR,2020,2020-10-11,01:00:00,12:00:00,@,KAN,5,5,Sun,W 40-32,0,5,5,4,2,2,0,0,0,21,LVR,2020,2020-10-11,01:00:00,12:00:00,@,KAN,5,5,Sun,W 40-32,0,0,0,0,0,0,0,40,32,KAN
203,LAR,1,78,7.9,5.5,0.231,0.013,4,1,18.0,1,0,1,31,35,1,5,5,LAR,1,70,7.9,1.5,0.114,0.0,1,1,8.0,0,0,8,38,14,1,10,9,LAR,2020,2020-10-11,01:00:00,01:00:00,@,WAS,5,5,Sun,W 30-10,0,4,4,3,1,1,0,0,0,22,LAR,2020,2020-10-11,01:00:00,01:00:00,@,WAS,5,5,Sun,W 30-10,0,0,0,0,0,0,0,30,10,WAS
204,BAL,1,74,7.5,4.5,0.216,0.014,2,2,16.0,1,0,1,38,24,3,4,5,BAL,1,79,8.8,2.6,0.152,0.038,0,1,12.0,1,2,7,37,28,1,7,17,BAL,2020,2020-10-11,01:00:00,01:00:00,0,CIN,5,5,Sun,W 27-3,0,3,3,3,3,2,0,0,0,23,BAL,2020,2020-10-11,01:00:00,01:00:00,0,CIN,5,5,Sun,W 27-3,0,0,0,0,1,0,1,27,3,CIN
205,LAC,1,88,7.7,4.0,0.193,0.0,4,0,17.0,0,0,3,37,32,1,7,5,LAC,1,93,7.2,4.4,0.247,0.011,3,3,23.0,1,0,2,50,25,3,6,10,LAC,2020,2020-10-12,08:15:00,07:15:00,@,NOR,5,5,Mon,L 27-30,OT,4,4,3,1,0,0,0,0,24,LAC,2020,2020-10-12,08:15:00,07:15:00,@,NOR,5,5,Mon,L 27-30,OT,0,0,0,0,0,0,27,30,NOR
206,SEA,1,67,8.3,4.7,0.269,0.015,4,0,18.0,1,0,4,36,16,0,5,5,SEA,1,95,7.9,4.7,0.305,0.021,3,2,29.0,1,1,3,42,41,2,2,11,SEA,2020,2020-10-11,08:20:00,05:20:00,0,MIN,5,5,Sun,W 27-26,0,4,3,3,0,0,1,0,0,25,SEA,2020,2020-10-11,08:20:00,05:20:00,0,MIN,5,5,Sun,W 27-26,0,0,0,0,0,0,0,27,26,MIN
207,SFO,1,74,7.6,3.5,0.203,0.041,2,1,15.0,2,1,5,40,19,1,3,5,SFO,1,78,7.1,5.6,0.231,0.0,4,5,18.0,0,0,2,30,32,5,3,23,SFO,2020,2020-10-11,04:05:00,01:05:00,0,MIA,5,5,Sun,L 17-43,0,2,2,2,1,1,0,0,0,26,SFO,2020,2020-10-11,04:05:00,01:05:00,0,MIA,5,5,Sun,L 17-43,0,0,0,0,0,0,0,17,43,MIA
208,TAM,1,77,9.8,4.4,0.195,0.013,1,4,15.0,0,1,3,44,20,4,3,5,TAM,1,74,8.4,3.3,0.216,0.014,2,2,16.0,1,0,3,45,14,2,5,26,TAM,2020,2020-10-08,08:20:00,07:20:00,@,CHI,5,5,Thu,L 19-20,0,1,1,1,4,4,0,0,0,27,TAM,2020,2020-10-08,08:20:00,07:20:00,@,CHI,5,5,Thu,L 19-20,0,0,0,0,0,0,0,19,20,CHI
209,WAS,1,70,7.9,1.5,0.114,0.0,1,1,8.0,0,0,8,38,14,1,10,5,WAS,1,78,7.9,5.5,0.231,0.013,4,1,18.0,1,0,1,31,35,1,5,27,WAS,2020,2020-10-11,01:00:00,01:00:00,0,LAR,5,5,Sun,L 10-30,0,1,1,1,1,1,0,0,0,28,WAS,2020,2020-10-11,01:00:00,01:00:00,0,LAR,5,5,Sun,L 10-30,0,0,0,0,0,0,0,10,30,LAR
210,ATL,1,93,6.9,5.0,0.247,0.011,4,4,23.0,0,1,2,42,37,4,2,6,ATL,1,66,6.9,5.5,0.258,0.045,3,0,17.0,3,0,1,37,13,0,4,6,ATL,2020,2020-10-18,01:00:00,03:00:00,@,MIN,6,6,Sun,W 40-23,0,4,4,4,4,4,0,0,0,1,ATL,2020,2020-10-18,01:00:00,03:00:00,@,MIN,6,6,Sun,W 40-23,0,0,0,0,0,0,0,40,23,MIN
