,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,HomeTeam,AwayTeam,OpposingTeam,OpponentUID,TeamUID,OffenseTeam,Week,UniquePlayer,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst,DefenseUID,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,OffenseUID
10,DST,Cardinals  (15849283),Cardinals ,15849283,DST,2900,ARI@NE 11/29/2020 01:00PM ET,ARI,5.7,NE,ARI,NE,10006,10029,15260888,12,Cardinals DST15260888,ARI,81.5,7.790000000000001,4.5,0.26239999999999997,0.012,2.5,1.9,21.5,0.8,0.3,2.5,40.2,26.9,2.1,3.9,1.0,81.3,7.630000000000001,5.08,0.28969999999999996,0.0157,3.5,1.5,23.5,0.8,0.5,1.6,36.9,30.6,1.9,3.3,17.1,2.6,2.4,2.3,2.1,1.9,0.2,0.0,0.1,17.0,0.0,0.0,0.0,0.1,0.0,0.1,23.6,28.7,10029,NWE,76.6,7.5200000000000005,4.72,0.27779999999999994,0.020900000000000002,2.1,1.7,21.4,1.1,0.4,1.8,31.6,32.5,1.9,2.8,1.0,70.0,7.31,5.11,0.2733,0.021400000000000002,2.5,1.9,19.1,1.1,0.4,1.3,29.6,28.0,2.0,2.9,18.7,2.3,2.0,1.8,1.9,1.7,0.3,0.1,0.0,17.7,0.0,0.0,0.1,0.1,0.0,0.2,20.9,23.8,10006
11,DST,Cowboys  (15849285),Cowboys ,15849285,DST,2800,WAS@DAL 11/26/2020 04:30PM ET,DAL,2.7,DAL,WAS,WAS,10032,10011,15260870,12,Cowboys DST15260870,DAL,80.4,7.08,4.8,0.2565,0.012199999999999999,3.6,1.6,20.7,0.3,0.6,1.9,34.3,31.4,1.8,3.5,1.0,86.3,7.540000000000001,4.4799999999999995,0.2706,0.0235,2.5,1.8,23.6,0.9,1.2,2.7,44.8,27.4,2.1,3.2,11.1,3.8,3.0,2.8,1.8,1.6,0.8,0.4,0.3,17.0,0.0,0.0,0.1,0.1,0.0,0.2,31.2,23.5,10011,WAS,78.2,7.709999999999999,4.159999999999999,0.24010000000000006,0.0206,2.3,1.4,18.9,0.8,0.7,3.2,39.4,24.9,2.0,4.3,1.0,75.2,8.02,4.16,0.22999999999999998,0.0172,2.4,1.8,17.3,0.9,0.4,3.1,33.9,27.9,2.1,4.3,22.2,2.3,1.9,1.8,2.0,1.4,0.4,0.0,0.1,29.4,0.0,0.0,0.0,0.0,0.0,0.0,19.8,22.7,10032
12,DST,Buccaneers  (15849284),Buccaneers ,15849284,DST,2800,KC@TB 11/29/2020 04:25PM ET,TB,7.82,TB,KC,KC,10008,10026,15260886,12,Buccaneers DST15260886,TAM,77.36363636363636,7.60909090909091,3.9909090909090916,0.21981818181818183,0.02227272727272727,2.5454545454545454,1.3636363636363635,17.181818181818183,1.2727272727272727,0.45454545454545453,2.909090909090909,39.72727272727273,22.636363636363637,1.5454545454545454,4.454545454545454,1.0,79.0,7.745454545454546,4.463636363636363,0.24500000000000002,0.017363636363636362,3.272727272727273,1.9090909090909092,19.636363636363637,0.8181818181818182,0.45454545454545453,1.3636363636363635,40.81818181818182,24.0,2.090909090909091,3.6363636363636362,15.727272727272727,2.727272727272727,2.5454545454545454,2.5454545454545454,1.5454545454545454,1.3636363636363635,0.18181818181818182,0.0,0.0,14.181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,23.0,28.90909090909091,10026,KAN,78.8,7.42,5.199999999999999,0.2971,0.0092,3.8,1.5,23.5,0.2,0.5,1.2,39.3,25.9,1.7,3.0,1.0,78.3,7.270000000000001,4.45,0.2552,0.0187,2.5,1.4,20.1,1.0,0.5,1.9,35.7,28.8,1.9,3.1,7.9,4.0,3.8,3.2,1.7,1.5,0.2,0.2,0.0,12.7,0.1,0.0,0.2,0.0,0.0,0.3,32.1,21.4,10008
13,DST,Bills  (15849287),Bills ,15849287,DST,2700,LAC@BUF 11/29/2020 01:00PM ET,BUF,5.6,BUF,LAC,LAC,10012,10002,15260861,12,Bills DST15260861,BUF,77.6,7.279999999999999,4.75,0.2754,0.0212,3.0,1.8,21.6,0.7,0.9,2.7,36.0,28.0,1.9,2.9,1.0,77.5,7.589999999999999,4.859999999999999,0.28250000000000003,0.0166,3.1,1.9,21.9,0.7,0.6,2.0,39.0,24.7,2.5,2.5,15.3,3.0,2.6,2.5,1.9,1.8,0.4,0.3,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,26.5,27.2,10002,LAC,86.8,7.63,4.64,0.2503,0.0132,2.9,1.6,21.9,0.6,0.5,2.1,40.3,31.6,2.1,4.0,1.0,77.2,7.6,4.4399999999999995,0.2305,0.0131,3.0,1.9,18.0,0.5,0.5,1.7,36.8,24.8,2.2,4.5,17.3,3.1,2.8,2.6,2.1,1.6,0.3,0.0,0.0,25.6,0.0,0.0,0.2,0.0,0.0,0.2,26.0,27.1,10012
14,DST,Chiefs  (15849286),Chiefs ,15849286,DST,2700,KC@TB 11/29/2020 04:25PM ET,KC,7.6,TB,KC,TB,10026,10008,15260868,12,Chiefs DST15260868,KAN,78.3,7.270000000000001,4.45,0.2552,0.0187,2.5,1.4,20.1,1.0,0.5,1.9,35.7,28.8,1.9,3.1,1.0,78.8,7.42,5.199999999999999,0.2971,0.0092,3.8,1.5,23.5,0.2,0.5,1.2,39.3,25.9,1.7,3.0,17.4,2.5,2.4,2.2,1.9,1.4,0.1,0.0,0.0,13.7,0.1,0.0,0.0,0.0,0.0,0.1,21.4,32.1,10008,TAM,79.0,7.745454545454546,4.463636363636363,0.24500000000000002,0.017363636363636362,3.272727272727273,1.9090909090909092,19.636363636363637,0.8181818181818182,0.45454545454545453,1.3636363636363635,40.81818181818182,24.0,2.090909090909091,3.6363636363636362,1.0,77.36363636363636,7.60909090909091,3.9909090909090916,0.21981818181818183,0.02227272727272727,2.5454545454545454,1.3636363636363635,17.181818181818183,1.2727272727272727,0.45454545454545453,2.909090909090909,39.72727272727273,22.636363636363637,1.5454545454545454,4.454545454545454,14.0,3.3636363636363638,3.1818181818181817,3.0,2.090909090909091,1.9090909090909092,0.18181818181818182,0.0,0.09090909090909091,28.363636363636363,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,28.90909090909091,23.0,10026
15,DST,Bears  (15849290),Bears ,15849290,DST,2600,CHI@GB 11/29/2020 08:20PM ET,CHI,6.6,GB,CHI,GB,10016,10005,15260864,12,Bears DST15260864,CHI,80.1,7.959999999999999,4.220000000000001,0.22139999999999999,0.0152,1.8,2.6,17.8,0.6,0.6,2.1,37.1,28.7,3.2,4.4,1.0,78.5,7.640000000000001,3.7600000000000002,0.21819999999999995,0.016599999999999997,1.9,1.7,17.3,1.1,0.2,2.5,42.7,21.6,1.9,4.9,21.6,1.9,1.8,1.7,3.2,2.6,0.1,0.0,0.0,14.2,0.0,0.0,0.0,0.1,0.0,0.1,20.9,19.1,10005,GNB,76.6,7.340000000000001,5.109999999999999,0.2617,0.0121,3.7,1.3,20.1,0.4,0.5,1.2,36.4,26.5,1.3,3.1,1.0,74.3,7.290000000000001,4.68,0.25760000000000005,0.012,2.8,1.5,19.0,0.5,0.4,2.1,34.1,25.6,1.8,3.7,8.0,3.8,3.6,3.5,1.3,1.3,0.2,0.2,0.1,11.4,0.0,0.0,0.1,0.0,0.0,0.1,30.6,25.8,10016
16,DST,Panthers  (15849289),Panthers ,15849289,DST,2600,CAR@MIN 11/29/2020 01:00PM ET,CAR,4.64,MIN,CAR,MIN,10018,10019,15260878,12,Panthers DST15260878,CAR,76.45454545454545,7.645454545454546,4.690909090909091,0.2736363636363637,0.01654545454545455,2.727272727272727,2.0,21.09090909090909,0.45454545454545453,0.8181818181818182,1.3636363636363635,38.18181818181818,25.363636363636363,2.1818181818181817,2.727272727272727,1.0,74.0909090909091,7.372727272727274,4.672727272727273,0.256,0.014363636363636363,2.4545454545454546,2.0,19.181818181818183,0.8181818181818182,0.2727272727272727,2.0,35.81818181818182,24.90909090909091,2.4545454545454546,2.727272727272727,15.545454545454545,2.727272727272727,2.6363636363636362,2.3636363636363638,2.1818181818181817,2.0,0.09090909090909091,0.0,0.0,14.818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,24.727272727272727,23.0,10019,MIN,73.4,7.32,5.2700000000000005,0.27209999999999995,0.0245,3.4,0.8,20.1,1.1,0.7,1.9,29.4,29.7,1.0,3.5,1.0,79.8,7.420000000000002,4.7299999999999995,0.2642999999999999,0.0126,2.9,2.4,21.3,0.8,0.2,1.9,37.9,28.4,2.5,2.8,11.3,3.4,2.5,2.4,1.0,0.8,0.9,0.6,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,26.4,27.4,10018
17,DST,49ers  (15849288),49ers ,15849288,DST,2600,SF@LAR 11/29/2020 04:05PM ET,SF,5.2,LAR,SF,LAR,10022,10004,15260863,12,49ers DST15260863,SFO,74.0,7.519999999999999,4.239999999999999,0.23399999999999999,0.0198,2.4,2.0,17.5,0.8,0.5,1.8,33.2,27.0,2.2,3.9,1.0,77.1,7.760000000000001,4.7299999999999995,0.2596,0.0212,2.9,1.3,20.1,1.1,0.5,2.5,37.4,26.6,1.4,3.5,16.9,2.5,2.4,2.2,2.2,2.0,0.1,0.1,0.0,17.6,0.0,0.0,0.1,0.0,0.0,0.1,23.4,23.8,10004,LAR,81.5,7.360000000000001,4.86,0.2713,0.0164,3.0,1.2,22.2,0.8,0.6,1.3,38.5,30.0,1.7,4.1,1.0,76.3,7.540000000000001,3.7700000000000005,0.22610000000000002,0.0211,1.9,1.3,17.5,1.0,0.6,3.2,39.3,23.2,1.4,5.1,16.5,3.0,2.9,2.5,1.7,1.2,0.1,0.1,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,19.2,10022
18,DST,Patriots  (15849293),Patriots ,15849293,DST,2500,ARI@NE 11/29/2020 01:00PM ET,NE,6.0,NE,ARI,ARI,10029,10006,15260865,12,Patriots DST15260865,NWE,70.0,7.31,5.11,0.2733,0.021400000000000002,2.5,1.9,19.1,1.1,0.4,1.3,29.6,28.0,2.0,2.9,1.0,76.6,7.5200000000000005,4.72,0.27779999999999994,0.020900000000000002,2.1,1.7,21.4,1.1,0.4,1.8,31.6,32.5,1.9,2.8,17.2,2.6,2.5,2.3,2.0,1.9,0.1,0.1,0.0,17.7,0.0,0.0,0.1,0.0,0.0,0.1,23.8,20.9,10006,ARI,81.3,7.630000000000001,5.08,0.28969999999999996,0.0157,3.5,1.5,23.5,0.8,0.5,1.6,36.9,30.6,1.9,3.3,1.0,81.5,7.790000000000001,4.5,0.26239999999999997,0.012,2.5,1.9,21.5,0.8,0.3,2.5,40.2,26.9,2.1,3.9,9.2,3.5,3.3,3.2,1.9,1.5,0.2,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,28.7,23.6,10029
19,DST,Seahawks  (15849292),Seahawks ,15849292,DST,2500,SEA@PHI 11/30/2020 08:15PM ET,SEA,5.2,PHI,SEA,PHI,10003,10021,15260881,12,Seahawks DST15260881,SEA,86.3,7.42,5.0,0.2958,0.016900000000000002,3.3,1.9,25.5,0.9,0.6,2.5,47.1,24.9,2.2,2.7,1.0,79.2,7.460000000000001,5.039999999999999,0.27860000000000007,0.0173,4.0,1.2,22.1,1.0,0.4,3.3,39.6,24.5,1.2,3.7,10.6,3.4,2.8,2.4,2.2,1.9,0.6,0.1,0.0,12.5,0.0,0.0,0.1,0.0,0.0,0.1,28.7,31.4,10021,PHI,80.3,7.87,4.1,0.23499999999999996,0.0268,2.5,1.0,18.9,1.4,0.7,3.9,41.9,24.1,1.4,4.5,1.0,82.1,7.910000000000001,4.22,0.24160000000000004,0.0128,2.8,1.7,19.8,0.3,0.7,3.4,36.1,31.4,2.0,4.8,18.3,2.7,1.4,1.4,1.4,1.0,1.3,0.6,0.1,21.2,0.0,0.0,0.1,0.2,0.0,0.3,21.8,25.2,10003
20,DST,Bengals  (15849291),Bengals ,15849291,DST,2500,NYG@CIN 11/29/2020 01:00PM ET,CIN,2.3,CIN,NYG,NYG,10023,10010,15260869,12,Bengals DST15260869,CIN,78.1,7.5,5.09,0.2719,0.0142,3.0,1.9,20.9,0.9,0.2,1.3,36.4,27.4,2.4,3.6,1.0,85.5,7.75,4.029999999999999,0.2488,0.0156,2.2,2.0,21.4,0.6,0.7,3.6,45.0,25.5,2.4,4.4,14.5,3.1,2.8,2.7,2.4,1.9,0.3,0.0,0.0,17.6,0.0,0.0,0.0,0.1,0.0,0.1,27.0,21.3,10010,NYG,74.6,7.850000000000001,4.109999999999999,0.23410000000000003,0.023600000000000003,1.7,2.1,17.6,0.9,0.8,3.0,36.6,24.8,2.2,3.6,1.0,77.1,7.8199999999999985,4.659999999999999,0.26769999999999994,0.0182,2.5,2.0,20.7,0.8,0.5,2.4,38.7,25.5,2.4,3.0,21.4,1.9,1.6,1.6,2.2,2.1,0.3,0.1,0.0,18.5,0.0,0.0,0.1,0.1,0.0,0.2,19.5,23.6,10023
21,DST,Titans  (15849295),Titans ,15849295,DST,2400,TEN@IND 11/29/2020 01:00PM ET,TEN,4.3,IND,TEN,IND,10009,10013,15260871,12,Titans DST15260871,TEN,81.5,7.1800000000000015,4.76,0.275,0.0182,3.1,1.3,22.4,1.0,0.5,1.2,40.7,27.3,1.4,3.2,1.0,78.3,7.43,4.790000000000001,0.2669,0.0060999999999999995,3.3,1.5,21.0,0.4,0.1,1.5,32.7,31.2,2.3,3.5,12.6,3.2,2.8,2.6,1.4,1.3,0.4,0.1,0.0,11.8,0.0,0.0,0.0,0.0,0.1,0.1,25.9,27.9,10013,IND,78.6,7.55,4.779999999999999,0.26070000000000004,0.0144,2.5,2.3,20.5,0.8,0.3,1.0,36.5,29.0,2.6,2.7,1.0,74.0,7.5,3.9799999999999995,0.23010000000000003,0.0233,2.2,1.2,17.2,1.2,0.5,2.2,34.6,25.2,1.5,4.1,14.0,2.9,2.7,2.5,2.6,2.3,0.2,0.2,0.2,6.0,0.1,0.0,0.3,0.0,0.1,0.5,27.2,20.6,10009
22,DST,Chargers  (15849294),Chargers ,15849294,DST,2400,LAC@BUF 11/29/2020 01:00PM ET,LAC,4.5,BUF,LAC,BUF,10002,10012,15260872,12,Chargers DST15260872,LAC,77.2,7.6,4.4399999999999995,0.2305,0.0131,3.0,1.9,18.0,0.5,0.5,1.7,36.8,24.8,2.2,4.5,1.0,86.8,7.63,4.64,0.2503,0.0132,2.9,1.6,21.9,0.6,0.5,2.1,40.3,31.6,2.1,4.0,14.0,3.1,2.6,2.2,2.2,1.9,0.5,0.3,0.1,14.4,0.0,0.0,0.0,0.0,0.1,0.1,27.1,26.0,10012,BUF,77.5,7.589999999999999,4.859999999999999,0.28250000000000003,0.0166,3.1,1.9,21.9,0.7,0.6,2.0,39.0,24.7,2.5,2.5,1.0,77.6,7.279999999999999,4.75,0.2754,0.0212,3.0,1.8,21.6,0.7,0.9,2.7,36.0,28.0,1.9,2.9,9.8,3.1,3.0,2.9,2.5,1.9,0.1,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,27.2,26.5,10002
23,DST,Raiders  (15849297),Raiders ,15849297,DST,2300,LV@ATL 11/29/2020 01:00PM ET,LV,3.2,ATL,LV,ATL,10024,10017,15260876,12,Raiders DST15260876,LVR,78.9,7.65,4.879999999999999,0.2831,0.0128,3.2,1.6,22.4,0.8,0.2,1.1,39.3,25.5,1.8,2.9,1.0,77.5,6.94,4.77,0.2664,0.014700000000000001,3.2,2.1,20.6,0.3,0.8,1.4,32.8,30.7,2.3,2.6,12.3,3.3,2.9,2.6,1.8,1.6,0.4,0.2,0.0,13.3,0.0,0.0,0.0,0.1,0.0,0.1,27.6,28.6,10017,ATL,83.2,7.550000000000002,4.569999999999999,0.2602,0.012299999999999998,2.6,2.5,21.7,0.7,0.3,2.7,41.6,27.3,2.6,3.6,1.0,77.8,7.419999999999999,5.1899999999999995,0.2709,0.0137,3.3,1.5,21.1,0.7,0.4,1.7,39.0,24.1,1.8,3.5,13.6,2.6,2.3,1.9,2.6,2.5,0.3,0.1,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,25.2,27.5,10024
24,DST,Vikings  (15849296),Vikings ,15849296,DST,2300,CAR@MIN 11/29/2020 01:00PM ET,MIN,4.0,MIN,CAR,CAR,10019,10018,15260877,12,Vikings DST15260877,MIN,79.8,7.420000000000002,4.7299999999999995,0.2642999999999999,0.0126,2.9,2.4,21.3,0.8,0.2,1.9,37.9,28.4,2.5,2.8,1.0,73.4,7.32,5.2700000000000005,0.27209999999999995,0.0245,3.4,0.8,20.1,1.1,0.7,1.9,29.4,29.7,1.0,3.5,14.3,2.9,2.5,2.4,2.5,2.4,0.4,0.2,0.2,10.9,0.1,0.0,0.0,0.0,0.0,0.1,27.4,26.4,10018,CAR,74.0909090909091,7.372727272727274,4.672727272727273,0.256,0.014363636363636363,2.4545454545454546,2.0,19.181818181818183,0.8181818181818182,0.2727272727272727,2.0,35.81818181818182,24.90909090909091,2.4545454545454546,2.727272727272727,1.0,76.45454545454545,7.645454545454546,4.690909090909091,0.2736363636363637,0.01654545454545455,2.727272727272727,2.0,21.09090909090909,0.45454545454545453,0.8181818181818182,1.3636363636363635,38.18181818181818,25.363636363636363,2.1818181818181817,2.727272727272727,15.090909090909092,2.4545454545454546,2.272727272727273,2.090909090909091,2.4545454545454546,2.0,0.18181818181818182,0.09090909090909091,0.0,3.1818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.727272727272727,10019
25,DST,Falcons  (15849300),Falcons ,15849300,DST,2200,LV@ATL 11/29/2020 01:00PM ET,ATL,3.0,ATL,LV,LV,10017,10024,15260883,12,Falcons DST15260883,ATL,77.8,7.419999999999999,5.1899999999999995,0.2709,0.0137,3.3,1.5,21.1,0.7,0.4,1.7,39.0,24.1,1.8,3.5,1.0,83.2,7.550000000000002,4.569999999999999,0.2602,0.012299999999999998,2.6,2.5,21.7,0.7,0.3,2.7,41.6,27.3,2.6,3.6,11.3,3.3,2.9,2.8,1.8,1.5,0.4,0.2,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,27.5,25.2,10024,LVR,77.5,6.94,4.77,0.2664,0.014700000000000001,3.2,2.1,20.6,0.3,0.8,1.4,32.8,30.7,2.3,2.6,1.0,78.9,7.65,4.879999999999999,0.2831,0.0128,3.2,1.6,22.4,0.8,0.2,1.1,39.3,25.5,1.8,2.9,13.8,3.2,3.2,3.1,2.3,2.1,0.0,0.0,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,28.6,27.6,10017
26,DST,Broncos  (15849299),Broncos ,15849299,DST,2200,NO@DEN 11/29/2020 04:05PM ET,DEN,5.1,DEN,NO,NO,10020,10014,15260873,12,Broncos DST15260873,DEN,81.5,7.83,4.23,0.2291,0.0129,2.6,2.4,18.7,0.7,0.3,2.8,38.8,28.0,2.7,4.1,1.0,79.6,8.02,4.36,0.21190000000000003,0.0284,2.1,2.0,16.9,1.7,0.6,2.3,39.5,25.7,2.1,4.0,16.5,2.8,2.6,2.3,2.7,2.4,0.2,0.0,0.2,17.8,0.1,0.0,0.2,0.0,0.0,0.3,26.3,20.6,10014,NOR,79.7,7.2700000000000005,4.72,0.27780000000000005,0.014300000000000002,3.3,1.9,22.0,0.3,0.8,1.6,35.3,30.2,2.1,3.4,1.0,75.2,7.68,4.02,0.21939999999999998,0.019200000000000002,2.5,1.6,16.5,1.1,0.3,3.2,38.6,22.2,1.9,3.8,11.8,3.4,3.4,3.4,2.1,1.9,0.0,0.0,0.0,16.5,0.0,0.0,0.1,0.0,0.0,0.1,29.5,22.2,10020
27,DST,Jets  (15849302),Jets ,15849302,DST,2100,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,3.5,NYJ,MIA,MIA,10030,10028,15260887,12,Jets DST15260887,NYJ,80.4,7.8,5.0,0.2738,0.013900000000000001,3.1,2.1,22.1,0.7,0.4,1.4,38.2,29.2,2.6,3.0,1.0,73.3,7.5600000000000005,3.710000000000001,0.1984,0.016,1.4,1.5,14.3,0.9,0.2,2.7,35.2,23.6,1.7,5.0,10.0,3.4,3.3,3.3,2.6,2.1,0.1,0.0,0.1,13.1,0.0,0.0,0.3,0.0,0.0,0.3,30.0,14.7,10028,MIA,73.2,7.31,4.17,0.24489999999999998,0.015700000000000002,2.5,2.2,18.1,0.8,0.3,2.0,33.3,26.2,2.3,4.4,1.0,79.3,7.19,4.840000000000001,0.2631,0.0211,2.6,0.7,20.8,0.9,0.8,2.2,38.0,27.7,1.1,4.1,15.4,2.8,2.4,2.4,2.3,2.2,0.4,0.3,0.0,14.8,0.0,0.1,0.0,0.2,0.0,0.3,26.4,20.2,10030
28,DST,Eagles  (15849301),Eagles ,15849301,DST,2100,SEA@PHI 11/30/2020 08:15PM ET,PHI,7.1,PHI,SEA,SEA,10021,10003,15260862,12,Eagles DST15260862,PHI,82.1,7.910000000000001,4.22,0.24160000000000004,0.0128,2.8,1.7,19.8,0.3,0.7,3.4,36.1,31.4,2.0,4.8,1.0,80.3,7.87,4.1,0.23499999999999996,0.0268,2.5,1.0,18.9,1.4,0.7,3.9,41.9,24.1,1.4,4.5,14.9,2.9,2.8,2.7,2.0,1.7,0.1,0.0,0.1,18.3,0.0,0.0,0.1,0.0,0.0,0.1,25.2,21.8,10003,SEA,79.2,7.460000000000001,5.039999999999999,0.27860000000000007,0.0173,4.0,1.2,22.1,1.0,0.4,3.3,39.6,24.5,1.2,3.7,1.0,86.3,7.42,5.0,0.2958,0.016900000000000002,3.3,1.9,25.5,0.9,0.6,2.5,47.1,24.9,2.2,2.7,10.0,4.0,3.8,3.6,1.2,1.2,0.2,0.1,0.2,26.6,0.0,0.0,0.0,0.0,0.0,0.0,31.4,28.7,10021
29,DST,Jaguars  (15849303),Jaguars ,15849303,DST,2000,CLE@JAX 11/29/2020 01:00PM ET,JAX,3.5,JAX,CLE,CLE,10027,10025,15260884,12,Jaguars DST15260884,JAX,79.1,7.379999999999998,5.22,0.26450000000000007,0.013000000000000001,3.4,2.1,20.9,0.8,0.2,0.9,35.7,29.9,2.5,3.0,1.0,76.6,7.4399999999999995,4.24,0.238,0.020900000000000002,2.2,1.3,18.4,1.1,0.5,2.9,40.7,21.7,1.7,3.7,11.3,3.4,3.3,3.1,2.5,2.1,0.1,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,29.8,20.2,10025,CLE,74.5,7.55,4.64,0.25460000000000005,0.015,2.6,1.3,19.1,0.7,0.4,1.5,29.3,31.8,1.6,3.4,1.0,78.9,7.449999999999998,4.47,0.2761,0.0215,3.0,1.4,22.1,0.9,0.8,2.7,40.2,26.2,1.7,2.7,14.2,2.8,2.7,2.5,1.6,1.3,0.1,0.1,0.2,6.0,0.0,0.0,0.2,0.0,0.0,0.2,23.4,26.1,10027
