,,Week,Year,GID,Name,Pos,Team,h/a,Oppt,DK points,DK salary,OffenseUID,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,DefenseUID,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst
187,364,8,2020,7028,Seattle,Def,sea,h,sfo,7,3200,10021,SEA,79.66666666666667,7.383333333333334,5.316666666666666,0.28616666666666674,0.013833333333333331,4.5,0.6666666666666666,22.833333333333332,1.0,0.16666666666666666,2.8333333333333335,39.5,24.5,0.6666666666666666,4.166666666666667,1.0,90.66666666666667,7.466666666666668,5.266666666666667,0.2986666666666667,0.022000000000000002,3.0,2.5,27.0,1.3333333333333333,0.6666666666666666,1.5,49.5,26.833333333333332,2.8333333333333335,2.1666666666666665,7.333333333333333,4.5,4.166666666666667,4.166666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,27.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,33.5,28.666666666666668,10004,SFO,73.14285714285714,7.7,4.2,0.224,0.02214285714285714,1.7142857142857142,2.142857142857143,16.571428571428573,1.1428571428571428,0.2857142857142857,1.7142857142857142,33.57142857142857,25.857142857142858,2.4285714285714284,3.857142857142857,1.0,77.57142857142857,7.82857142857143,4.928571428571429,0.26785714285714285,0.016999999999999998,3.142857142857143,1.4285714285714286,20.857142857142858,1.0,0.2857142857142857,2.7142857142857144,36.142857142857146,28.857142857142858,1.5714285714285714,3.142857142857143,21.142857142857142,1.8571428571428572,1.7142857142857142,1.5714285714285714,2.4285714285714284,2.142857142857143,0.14285714285714285,0.14285714285714285,0.0,17.857142857142858,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,19.428571428571427,25.857142857142858
188,365,8,2020,7002,Atlanta,Def,atl,a,car,6,2300,10024,ATL,85.0,7.3,4.7142857142857135,0.268,0.009999999999999998,2.857142857142857,2.2857142857142856,22.714285714285715,0.42857142857142855,0.42857142857142855,2.142857142857143,43.142857142857146,27.285714285714285,2.4285714285714284,3.5714285714285716,1.0,78.71428571428571,7.342857142857142,5.414285714285714,0.27885714285714286,0.013857142857142858,3.5714285714285716,1.5714285714285714,22.0,0.7142857142857143,0.42857142857142855,1.4285714285714286,40.714285714285715,23.142857142857142,1.8571428571428572,3.2857142857142856,12.571428571428571,2.857142857142857,2.4285714285714284,2.0,2.4285714285714284,2.2857142857142856,0.42857142857142855,0.14285714285714285,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,26.285714285714285,29.571428571428573,10019,CAR,76.0,7.557142857142857,4.6000000000000005,0.27371428571428574,0.01842857142857143,2.7142857142857144,1.7142857142857142,20.857142857142858,0.5714285714285714,0.8571428571428571,0.8571428571428571,37.714285714285715,25.285714285714285,1.7142857142857142,3.142857142857143,1.0,73.71428571428571,7.3,4.985714285714286,0.2647142857142857,0.014571428571428572,2.2857142857142856,2.4285714285714284,19.714285714285715,0.7142857142857143,0.42857142857142855,1.8571428571428572,35.285714285714285,25.571428571428573,2.857142857142857,2.142857142857143,16.714285714285715,2.7142857142857144,2.5714285714285716,2.5714285714285716,1.7142857142857142,1.7142857142857142,0.14285714285714285,0.0,0.0,16.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.142857142857142
189,366,8,2020,7010,Denver,Def,den,h,lac,5,3000,10014,DEN,79.0,8.133333333333333,4.066666666666666,0.2105,0.028833333333333332,1.8333333333333333,2.1666666666666665,16.666666666666668,1.6666666666666667,0.6666666666666666,3.0,37.333333333333336,27.833333333333332,2.3333333333333335,3.6666666666666665,1.0,79.33333333333333,7.633333333333334,4.3,0.224,0.013833333333333335,2.3333333333333335,2.3333333333333335,17.666666666666668,0.5,0.5,3.0,39.333333333333336,25.333333333333332,2.8333333333333335,3.8333333333333335,21.5,1.8333333333333333,1.6666666666666667,1.5,2.3333333333333335,2.1666666666666665,0.16666666666666666,0.16666666666666666,0.0,10.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,19.333333333333332,24.833333333333332,10012,LAC,81.5,7.783333333333334,4.466666666666666,0.2396666666666667,0.01,2.5,2.3333333333333335,19.833333333333332,0.5,0.3333333333333333,2.1666666666666665,40.833333333333336,25.0,2.6666666666666665,4.833333333333333,1.0,85.0,7.683333333333333,4.783333333333334,0.24250000000000002,0.014666666666666666,2.8333333333333335,1.5,20.833333333333332,0.5,0.6666666666666666,2.0,37.833333333333336,32.166666666666664,2.1666666666666665,4.166666666666667,18.333333333333332,2.6666666666666665,2.0,1.6666666666666667,2.6666666666666665,2.3333333333333335,0.6666666666666666,0.5,0.0,13.666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,25.666666666666668,24.833333333333332
190,367,8,2020,7025,LA Rams,Def,lar,a,mia,5,3800,10022,LAR,77.14285714285714,7.271428571428571,4.957142857142857,0.27414285714285713,0.013142857142857142,3.142857142857143,1.1428571428571428,21.285714285714285,0.5714285714285714,0.42857142857142855,1.1428571428571428,33.0,31.714285714285715,1.5714285714285714,3.7142857142857144,1.0,77.0,7.585714285714286,4.014285714285714,0.23871428571428574,0.016714285714285713,1.8571428571428572,1.2857142857142858,18.571428571428573,0.8571428571428571,0.42857142857142855,3.4285714285714284,39.714285714285715,23.857142857142858,1.4285714285714286,4.714285714285714,16.285714285714285,3.142857142857143,3.0,2.5714285714285716,1.5714285714285714,1.1428571428571428,0.14285714285714285,0.14285714285714285,0.0,24.571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,25.142857142857142,17.714285714285715,10030,MIA,76.16666666666667,7.183333333333334,4.766666666666667,0.263,0.02016666666666667,2.5,0.5,19.833333333333332,0.8333333333333334,0.6666666666666666,2.8333333333333335,37.666666666666664,24.833333333333332,0.8333333333333334,4.333333333333333,1.0,75.16666666666667,7.116666666666666,4.683333333333334,0.269,0.0165,2.6666666666666665,2.5,20.333333333333332,1.1666666666666667,0.0,1.6666666666666667,35.0,27.166666666666668,2.5,3.8333333333333335,18.166666666666668,2.5,2.5,2.3333333333333335,0.8333333333333334,0.5,0.0,0.0,0.0,18.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,18.833333333333332,26.666666666666668
191,368,8,2020,7004,Buffalo,Def,buf,h,nwe,4,3300,10002,BUF,76.85714285714286,7.642857142857143,4.8999999999999995,0.28328571428571425,0.01842857142857143,2.857142857142857,1.7142857142857142,21.857142857142858,0.5714285714285714,0.8571428571428571,1.7142857142857142,39.42857142857143,24.571428571428573,2.4285714285714284,2.2857142857142856,1.0,76.71428571428571,7.242857142857142,4.6000000000000005,0.27899999999999997,0.017714285714285714,3.0,1.4285714285714286,21.714285714285715,0.5714285714285714,0.7142857142857143,2.4285714285714284,36.0,27.714285714285715,1.5714285714285714,3.0,11.714285714285714,2.857142857142857,2.7142857142857144,2.5714285714285716,2.4285714285714284,1.7142857142857142,0.14285714285714285,0.0,0.0,2.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,24.857142857142858,25.428571428571427,10006,NWE,71.5,7.466666666666668,5.016666666666667,0.27066666666666667,0.02816666666666667,2.3333333333333335,2.1666666666666665,19.333333333333332,1.3333333333333333,0.6666666666666666,1.5,29.666666666666668,29.5,2.3333333333333335,2.8333333333333335,1.0,75.66666666666667,7.3500000000000005,4.616666666666666,0.2733333333333333,0.0325,1.8333333333333333,1.5,20.833333333333332,1.8333333333333333,0.5,2.1666666666666665,32.166666666666664,31.166666666666668,1.8333333333333333,2.6666666666666665,19.166666666666668,2.5,2.3333333333333335,2.0,2.3333333333333335,2.1666666666666665,0.16666666666666666,0.16666666666666666,0.0,20.333333333333332,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,23.833333333333332,19.166666666666668
192,369,8,2020,7007,Cincinnati,Def,cin,h,ten,4,2100,10010,CIN,87.14285714285714,7.799999999999999,4.142857142857143,0.2591428571428571,0.016999999999999998,2.2857142857142856,2.4285714285714284,22.714285714285715,0.7142857142857143,0.7142857142857143,4.0,45.857142857142854,26.428571428571427,2.7142857142857144,3.7142857142857144,1.0,78.85714285714286,7.357142857142857,5.128571428571428,0.2674285714285714,0.01457142857142857,3.0,2.0,20.714285714285715,1.0,0.14285714285714285,1.4285714285714286,37.142857142857146,27.285714285714285,2.4285714285714284,3.142857142857143,17.428571428571427,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.7142857142857144,2.4285714285714284,0.0,0.0,0.0,5.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,23.285714285714285,27.714285714285715,10013,TEN,81.16666666666667,7.250000000000001,4.95,0.2806666666666667,0.024499999999999997,3.3333333333333335,1.0,22.833333333333332,1.5,0.5,1.1666666666666667,40.833333333333336,26.666666666666668,1.1666666666666667,3.0,1.0,81.0,7.366666666666666,4.916666666666667,0.26616666666666666,0.005833333333333334,3.8333333333333335,1.6666666666666667,21.666666666666668,0.3333333333333333,0.16666666666666666,1.3333333333333333,35.166666666666664,31.0,2.6666666666666665,3.1666666666666665,12.833333333333334,3.3333333333333335,2.8333333333333335,2.5,1.1666666666666667,1.0,0.5,0.0,0.0,13.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,25.5,31.333333333333332
193,370,8,2020,7005,Carolina,Def,car,h,atl,4,2500,10019,CAR,73.71428571428571,7.3,4.985714285714286,0.2647142857142857,0.014571428571428572,2.2857142857142856,2.4285714285714284,19.714285714285715,0.7142857142857143,0.42857142857142855,1.8571428571428572,35.285714285714285,25.571428571428573,2.857142857142857,2.142857142857143,1.0,76.0,7.557142857142857,4.6000000000000005,0.27371428571428574,0.01842857142857143,2.7142857142857144,1.7142857142857142,20.857142857142858,0.5714285714285714,0.8571428571428571,0.8571428571428571,37.714285714285715,25.285714285714285,1.7142857142857142,3.142857142857143,17.0,2.2857142857142856,2.142857142857143,1.8571428571428572,2.857142857142857,2.4285714285714284,0.14285714285714285,0.14285714285714285,0.0,3.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,23.142857142857142,24.0,10024,ATL,78.71428571428571,7.342857142857142,5.414285714285714,0.27885714285714286,0.013857142857142858,3.5714285714285716,1.5714285714285714,22.0,0.7142857142857143,0.42857142857142855,1.4285714285714286,40.714285714285715,23.142857142857142,1.8571428571428572,3.2857142857142856,1.0,85.0,7.3,4.7142857142857135,0.268,0.009999999999999998,2.857142857142857,2.2857142857142856,22.714285714285715,0.42857142857142855,0.42857142857142855,2.142857142857143,43.142857142857146,27.285714285714285,2.4285714285714284,3.5714285714285716,10.142857142857142,3.5714285714285716,3.0,2.857142857142857,1.8571428571428572,1.5714285714285714,0.5714285714285714,0.2857142857142857,0.0,12.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,29.571428571428573,26.285714285714285
194,371,8,2020,7020,New York G,Def,nyg,h,tam,4,2100,10023,NYG,70.57142857142857,7.771428571428572,4.0,0.22542857142857145,0.028714285714285716,1.2857142857142858,2.142857142857143,16.0,1.0,1.0,2.857142857142857,35.857142857142854,21.857142857142858,2.2857142857142856,3.4285714285714284,1.0,78.85714285714286,7.757142857142857,4.471428571428571,0.2662857142857143,0.014857142857142857,2.7142857142857144,1.8571428571428572,21.142857142857142,0.7142857142857143,0.42857142857142855,2.5714285714285716,37.714285714285715,28.428571428571427,2.4285714285714284,2.857142857142857,23.571428571428573,1.5714285714285714,1.2857142857142858,1.2857142857142858,2.2857142857142856,2.142857142857143,0.2857142857142857,0.14285714285714285,0.0,19.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,17.428571428571427,24.857142857142858,10026,TAM,76.14285714285714,7.7285714285714295,3.828571428571429,0.2017142857142857,0.022714285714285715,2.0,1.4285714285714286,15.428571428571429,1.2857142857142858,0.42857142857142855,3.5714285714285716,39.285714285714285,21.714285714285715,1.5714285714285714,4.857142857142857,1.0,79.85714285714286,7.828571428571429,4.628571428571428,0.24871428571428572,0.012857142857142857,3.7142857142857144,1.5714285714285714,20.0,0.5714285714285714,0.42857142857142855,1.1428571428571428,39.57142857142857,25.714285714285715,1.8571428571428572,4.0,19.571428571428573,2.2857142857142856,2.2857142857142856,2.2857142857142856,1.5714285714285714,1.4285714285714286,0.0,0.0,0.0,13.857142857142858,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,20.285714285714285,31.428571428571427
195,372,8,2020,7003,Baltimore,Def,bal,h,pit,4,3700,10007,BAL,73.16666666666667,8.016666666666667,4.6499999999999995,0.25166666666666665,0.012166666666666666,3.0,2.1666666666666665,18.333333333333332,0.5,0.3333333333333333,2.5,29.833333333333332,30.166666666666668,2.3333333333333335,3.8333333333333335,1.0,80.5,7.983333333333333,4.2,0.23266666666666666,0.023333333333333334,2.1666666666666665,0.8333333333333334,18.833333333333332,0.5,1.3333333333333333,3.6666666666666665,42.333333333333336,23.666666666666668,1.5,4.333333333333333,15.166666666666666,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.3333333333333335,2.1666666666666665,0.0,0.0,0.0,21.333333333333332,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.5,29.833333333333332,17.333333333333332,10001,PIT,72.66666666666667,8.25,3.9333333333333336,0.20383333333333334,0.022333333333333334,2.5,0.6666666666666666,14.833333333333334,1.3333333333333333,0.3333333333333333,4.333333333333333,37.833333333333336,20.166666666666668,1.1666666666666667,4.833333333333333,1.0,81.0,7.683333333333334,4.416666666666667,0.2528333333333333,0.012166666666666668,3.5,1.5,20.5,0.6666666666666666,0.3333333333333333,1.3333333333333333,37.166666666666664,30.666666666666668,1.5,3.6666666666666665,18.166666666666668,2.5,2.0,2.0,1.1666666666666667,0.6666666666666666,0.5,0.3333333333333333,0.0,14.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,19.666666666666668,30.166666666666668
196,373,8,2020,7008,Cleveland,Def,cle,h,lvr,3,2600,10027,CLE,77.0,7.471428571428571,4.742857142857142,0.2652857142857143,0.016999999999999998,3.4285714285714284,1.1428571428571428,20.571428571428573,1.0,0.2857142857142857,1.5714285714285714,31.714285714285715,30.714285714285715,1.2857142857142858,3.2857142857142856,1.0,81.0,7.485714285714286,4.7,0.28857142857142865,0.025285714285714283,3.7142857142857144,1.4285714285714286,23.714285714285715,1.0,1.0,2.5714285714285716,43.42857142857143,24.285714285714285,1.4285714285714286,2.4285714285714284,10.571428571428571,3.5714285714285716,3.4285714285714284,3.142857142857143,1.2857142857142858,1.1428571428571428,0.14285714285714285,0.14285714285714285,0.14285714285714285,6.428571428571429,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,28.285714285714285,31.571428571428573,10017,LVR,79.0,7.699999999999999,5.133333333333334,0.2886666666666667,0.006333333333333334,3.8333333333333335,1.6666666666666667,22.666666666666668,0.5,0.0,1.1666666666666667,38.166666666666664,26.0,1.6666666666666667,3.0,1.0,79.66666666666667,7.050000000000001,4.8999999999999995,0.26166666666666666,0.017166666666666667,3.1666666666666665,2.1666666666666665,20.833333333333332,0.3333333333333333,1.0,1.8333333333333333,37.0,28.166666666666668,2.3333333333333335,2.5,8.5,4.0,3.6666666666666665,3.1666666666666665,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.0,13.666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,32.833333333333336,28.5
197,374,8,2020,7017,Minnesota,Def,min,a,gnb,3,2200,10018,MIN,74.33333333333333,7.466666666666666,4.999999999999999,0.26899999999999996,0.030333333333333334,3.1666666666666665,1.0,20.333333333333332,1.6666666666666667,0.5,2.3333333333333335,31.5,27.833333333333332,1.3333333333333333,3.1666666666666665,1.0,82.66666666666667,7.516666666666667,4.983333333333333,0.26166666666666666,0.008333333333333333,3.1666666666666665,3.1666666666666665,21.666666666666668,0.5,0.16666666666666666,2.1666666666666665,37.333333333333336,30.833333333333332,3.1666666666666665,2.8333333333333335,13.666666666666666,3.1666666666666665,1.8333333333333333,1.8333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,25.833333333333332,31.333333333333332,10016,GNB,75.0,7.05,4.716666666666666,0.27133333333333337,0.009166666666666665,3.0,1.3333333333333333,20.166666666666668,0.3333333333333333,0.3333333333333333,2.5,35.833333333333336,24.166666666666668,1.6666666666666667,3.6666666666666665,1.0,78.0,7.366666666666666,5.033333333333333,0.2685,0.004333333333333333,3.8333333333333335,1.5,21.0,0.3333333333333333,0.0,1.3333333333333333,36.0,27.833333333333332,1.5,3.1666666666666665,14.0,3.1666666666666665,2.6666666666666665,2.5,1.6666666666666667,1.3333333333333333,0.5,0.5,0.0,14.666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,26.5,32.5
198,375,8,2020,7018,New England,Def,nwe,a,buf,3,3100,10006,NWE,75.66666666666667,7.3500000000000005,4.616666666666666,0.2733333333333333,0.0325,1.8333333333333333,1.5,20.833333333333332,1.8333333333333333,0.5,2.1666666666666665,32.166666666666664,31.166666666666668,1.8333333333333333,2.6666666666666665,1.0,71.5,7.466666666666668,5.016666666666667,0.27066666666666667,0.02816666666666667,2.3333333333333335,2.1666666666666665,19.333333333333332,1.3333333333333333,0.6666666666666666,1.5,29.666666666666668,29.5,2.3333333333333335,2.8333333333333335,19.666666666666668,2.1666666666666665,1.8333333333333333,1.6666666666666667,1.8333333333333333,1.5,0.3333333333333333,0.0,0.0,18.5,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,19.166666666666668,23.833333333333332,10002,BUF,76.71428571428571,7.242857142857142,4.6000000000000005,0.27899999999999997,0.017714285714285714,3.0,1.4285714285714286,21.714285714285715,0.5714285714285714,0.7142857142857143,2.4285714285714284,36.0,27.714285714285715,1.5714285714285714,3.0,1.0,76.85714285714286,7.642857142857143,4.8999999999999995,0.28328571428571425,0.01842857142857143,2.857142857142857,1.7142857142857142,21.857142857142858,0.5714285714285714,0.8571428571428571,1.7142857142857142,39.42857142857143,24.571428571428573,2.4285714285714284,2.2857142857142856,16.142857142857142,3.0,2.7142857142857144,2.5714285714285716,1.5714285714285714,1.4285714285714286,0.2857142857142857,0.2857142857142857,0.0,19.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,25.428571428571427,24.857142857142858
199,376,8,2020,7026,LA Chargers,Def,lac,h,den,3,4000,10012,LAC,85.0,7.683333333333333,4.783333333333334,0.24250000000000002,0.014666666666666666,2.8333333333333335,1.5,20.833333333333332,0.5,0.6666666666666666,2.0,37.833333333333336,32.166666666666664,2.1666666666666665,4.166666666666667,1.0,81.5,7.783333333333334,4.466666666666666,0.2396666666666667,0.01,2.5,2.3333333333333335,19.833333333333332,0.5,0.3333333333333333,2.1666666666666665,40.833333333333336,25.0,2.6666666666666665,4.833333333333333,19.0,3.0,2.6666666666666665,2.3333333333333335,2.1666666666666665,1.5,0.3333333333333333,0.0,0.0,26.333333333333332,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,24.833333333333332,25.666666666666668,10014,DEN,79.33333333333333,7.633333333333334,4.3,0.224,0.013833333333333335,2.3333333333333335,2.3333333333333335,17.666666666666668,0.5,0.5,3.0,39.333333333333336,25.333333333333332,2.8333333333333335,3.8333333333333335,1.0,79.0,8.133333333333333,4.066666666666666,0.2105,0.028833333333333332,1.8333333333333333,2.1666666666666665,16.666666666666668,1.6666666666666667,0.6666666666666666,3.0,37.333333333333336,27.833333333333332,2.3333333333333335,3.6666666666666665,19.166666666666668,2.6666666666666665,2.3333333333333335,1.8333333333333333,2.8333333333333335,2.3333333333333335,0.3333333333333333,0.0,0.3333333333333333,19.5,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.5,24.833333333333332,19.333333333333332
200,377,8,2020,7006,Chicago,Def,chi,h,nor,1,2800,10005,CHI,78.42857142857143,7.614285714285714,3.885714285714286,0.22799999999999998,0.01657142857142857,2.0,1.5714285714285714,18.0,1.2857142857142858,0.0,2.142857142857143,41.857142857142854,22.428571428571427,1.8571428571428572,4.714285714285714,1.0,79.57142857142857,8.0,4.2857142857142865,0.22985714285714284,0.016571428571428574,1.7142857142857142,2.7142857142857144,18.285714285714285,0.7142857142857143,0.5714285714285714,2.2857142857142856,38.285714285714285,27.571428571428573,3.4285714285714284,3.857142857142857,17.714285714285715,2.142857142857143,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,4.428571428571429,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,19.714285714285715,20.0,10020,NOR,76.33333333333333,7.183333333333334,4.3500000000000005,0.24233333333333337,0.010333333333333333,3.6666666666666665,1.1666666666666667,18.333333333333332,0.5,0.3333333333333333,2.3333333333333335,35.5,25.833333333333332,1.6666666666666667,3.3333333333333335,1.0,79.83333333333333,7.166666666666667,4.883333333333333,0.2871666666666667,0.0105,3.3333333333333335,1.8333333333333333,22.666666666666668,0.5,0.3333333333333333,1.3333333333333333,37.166666666666664,28.166666666666668,1.8333333333333333,3.3333333333333335,11.0,3.6666666666666665,3.3333333333333335,3.1666666666666665,1.6666666666666667,1.1666666666666667,0.3333333333333333,0.16666666666666666,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,30.0
201,378,8,2020,7011,Detroit,Def,det,h,ind,0,2500,10015,DET,77.5,7.849999999999999,4.566666666666666,0.24050000000000002,0.008333333333333333,2.8333333333333335,2.0,18.666666666666668,0.6666666666666666,0.0,2.3333333333333335,36.333333333333336,26.5,2.6666666666666665,3.6666666666666665,1.0,78.66666666666667,7.45,4.816666666666666,0.294,0.015166666666666667,3.3333333333333335,1.0,23.166666666666668,0.8333333333333334,0.3333333333333333,1.3333333333333333,36.666666666666664,29.0,1.1666666666666667,3.0,16.166666666666668,2.8333333333333335,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.0,0.16666666666666666,0.16666666666666666,0.0,11.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,26.0,27.5,10009,IND,73.66666666666667,7.6000000000000005,3.8333333333333335,0.21116666666666664,0.02316666666666667,1.8333333333333333,1.5,15.833333333333334,1.6666666666666667,0.0,2.1666666666666665,34.5,25.166666666666668,1.6666666666666667,4.0,1.0,74.83333333333333,7.616666666666666,4.866666666666666,0.25633333333333336,0.016,2.1666666666666665,2.6666666666666665,19.166666666666668,1.0,0.16666666666666666,1.0,34.666666666666664,27.333333333333332,3.0,2.5,20.5,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,11.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,18.833333333333332,25.5
